progress_id,project_id,physical_progress,financial_progress,planned_duration_days,actual_duration_days,extension_count,progress_gap
PROG-003001,MPLADS-003001,88.6,86.2,90,114,0,-2.4
PROG-003002,MPLADS-003002,76.7,86.8,180,192,0,10.1
PROG-003003,MPLADS-003003,84.8,90.1,180,202,0,5.3
PROG-003004,MPLADS-003004,89.2,90.3,60,83,0,1.1
PROG-003005,MPLADS-003005,92.0,89.9,210,221,0,-2.1
PROG-003006,MPLADS-003006,83.4,94.0,120,118,0,10.6
PROG-003007,MPLADS-003007,12.1,61.4,120,124,0,49.3
PROG-003008,MPLADS-003008,96.4,87.6,180,165,0,-8.8
PROG-003009,MPLADS-003009,92.5,87.7,120,151,0,-4.8
PROG-003010,MPLADS-003010,83.0,93.7,160,152,0,10.7
PROG-003011,MPLADS-003011,97.3,94.9,160,181,0,-2.4
PROG-003012,MPLADS-003012,84.8,87.1,60,65,0,2.3
PROG-003013,MPLADS-003013,81.5,97.3,150,170,0,15.8
PROG-003014,MPLADS-003014,79.3,87.9,400,429,0,8.6
PROG-003015,MPLADS-003015,71.1,92.2,60,46,0,21.1
PROG-003016,MPLADS-003016,70.6,96.7,160,146,0,26.1
PROG-003017,MPLADS-003017,82.2,85.1,180,211,0,2.9
PROG-003018,MPLADS-003018,92.0,94.5,400,394,0,2.5
PROG-003019,MPLADS-003019,82.0,93.1,160,186,0,11.1
PROG-003020,MPLADS-003020,75.2,94.7,60,64,0,19.5
PROG-003021,MPLADS-003021,86.8,92.2,90,93,0,5.4
PROG-003022,MPLADS-003022,28.2,90.6,180,167,0,62.4
PROG-003023,MPLADS-003023,87.1,155.5,160,176,0,68.4
PROG-003024,MPLADS-003024,70.3,88.7,120,118,0,18.4
PROG-003025,MPLADS-003025,92.2,86.2,60,72,0,-6.0
PROG-003026,MPLADS-003026,82.7,142.3,120,122,0,59.6
PROG-003027,MPLADS-003027,90.1,87.8,400,400,0,-2.3
PROG-003028,MPLADS-003028,82.5,87.2,150,181,0,4.7
PROG-003029,MPLADS-003029,89.4,94.0,180,209,0,4.6
PROG-003030,MPLADS-003030,92.5,89.2,160,188,0,-3.3
PROG-003031,MPLADS-003031,87.6,89.5,400,428,0,1.9
PROG-003032,MPLADS-003032,82.5,91.4,120,145,0,8.9
PROG-003033,MPLADS-003033,61.3,86.0,120,480,2,24.7
PROG-003034,MPLADS-003034,90.2,87.9,210,238,0,-2.3
PROG-003035,MPLADS-003035,56.2,93.4,210,630,3,37.2
PROG-003036,MPLADS-003036,94.9,92.3,160,155,0,-2.6
PROG-003037,MPLADS-003037,77.0,94.7,150,152,0,17.7
PROG-003038,MPLADS-003038,72.6,97.6,60,84,0,25.0
PROG-003039,MPLADS-003039,92.4,86.1,160,160,0,-6.3
PROG-003040,MPLADS-003040,83.1,137.5,180,214,0,54.4
PROG-003041,MPLADS-003041,79.1,89.2,150,147,0,10.1
PROG-003042,MPLADS-003042,92.0,92.7,120,149,0,0.7
PROG-003043,MPLADS-003043,93.4,92.7,90,107,0,-0.7
PROG-003044,MPLADS-003044,84.6,97.5,210,240,0,12.9
PROG-003045,MPLADS-003045,75.2,89.4,160,166,0,14.2
PROG-003046,MPLADS-003046,96.2,94.8,60,93,0,-1.4
PROG-003047,MPLADS-003047,72.9,86.6,160,146,0,13.7
PROG-003048,MPLADS-003048,82.2,96.1,120,136,0,13.9
PROG-003049,MPLADS-003049,88.9,97.1,60,50,0,8.2
PROG-003050,MPLADS-003050,70.9,96.9,150,156,0,26.0
PROG-003051,MPLADS-003051,77.9,94.5,400,401,0,16.6
PROG-003052,MPLADS-003052,89.1,86.3,90,124,0,-2.8
PROG-003053,MPLADS-003053,98.1,97.4,90,77,0,-0.7
PROG-003054,MPLADS-003054,91.3,97.6,90,110,0,6.3
PROG-003055,MPLADS-003055,85.6,92.9,160,187,0,7.3
PROG-003056,MPLADS-003056,77.2,87.8,150,151,0,10.6
PROG-003057,MPLADS-003057,76.6,97.6,210,209,0,21.0
PROG-003058,MPLADS-003058,83.5,91.4,120,152,0,7.9
PROG-003059,MPLADS-003059,98.1,97.3,120,138,0,-0.8
PROG-003060,MPLADS-003060,92.8,97.4,180,173,0,4.6
PROG-003061,MPLADS-003061,92.5,94.2,160,159,0,1.7
PROG-003062,MPLADS-003062,80.1,91.0,210,219,0,10.9
PROG-003063,MPLADS-003063,98.9,93.9,210,199,0,-5.0
PROG-003064,MPLADS-003064,74.1,92.7,120,131,0,18.6
PROG-003065,MPLADS-003065,88.9,96.8,210,233,0,7.9
PROG-003066,MPLADS-003066,94.7,97.0,90,83,0,2.3
PROG-003067,MPLADS-003067,70.2,88.0,60,49,0,17.8
PROG-003068,MPLADS-003068,0.0,100.0,180,182,0,100.0
PROG-003069,MPLADS-003069,89.1,89.2,180,200,0,0.1
PROG-003070,MPLADS-003070,76.7,92.1,120,106,0,15.4
PROG-003071,MPLADS-003071,20.1,59.5,180,214,0,39.4
PROG-003072,MPLADS-003072,75.6,87.6,120,105,0,12.0
PROG-003073,MPLADS-003073,82.2,87.3,150,173,0,5.1
PROG-003074,MPLADS-003074,20.2,88.4,150,136,0,68.2
PROG-003075,MPLADS-003075,91.6,87.3,180,205,0,-4.3
PROG-003076,MPLADS-003076,74.5,85.7,60,49,0,11.2
PROG-003077,MPLADS-003077,81.9,89.7,90,82,0,7.8
PROG-003078,MPLADS-003078,86.8,92.6,60,61,0,5.8
PROG-003079,MPLADS-003079,79.8,88.4,120,106,0,8.6
PROG-003080,MPLADS-003080,88.0,89.6,120,121,0,1.6
PROG-003081,MPLADS-003081,75.1,93.4,180,173,0,18.3
PROG-003082,MPLADS-003082,94.6,92.1,180,184,0,-2.5
PROG-003083,MPLADS-003083,97.8,95.5,180,166,0,-2.3
PROG-003084,MPLADS-003084,94.7,96.2,150,146,0,1.5
PROG-003085,MPLADS-003085,40.8,94.6,120,360,3,53.8
PROG-003086,MPLADS-003086,86.3,86.6,160,155,0,0.3
PROG-003087,MPLADS-003087,90.9,95.0,60,64,0,4.1
PROG-003088,MPLADS-003088,79.3,96.9,120,117,0,17.6
PROG-003089,MPLADS-003089,82.0,89.3,400,427,0,7.3
PROG-003090,MPLADS-003090,73.7,96.5,150,163,0,22.8
PROG-003091,MPLADS-003091,82.0,92.0,150,156,0,10.0
PROG-003092,MPLADS-003092,72.3,87.4,90,112,0,15.1
PROG-003093,MPLADS-003093,93.6,96.9,400,399,0,3.3
PROG-003094,MPLADS-003094,90.2,87.8,90,82,0,-2.4
PROG-003095,MPLADS-003095,99.5,86.6,180,202,0,-12.9
PROG-003096,MPLADS-003096,72.6,86.7,400,425,0,14.1
PROG-003097,MPLADS-003097,77.9,96.3,150,158,0,18.4
PROG-003098,MPLADS-003098,55.7,92.1,180,720,4,36.4
PROG-003099,MPLADS-003099,96.1,85.0,180,165,0,-11.1
PROG-003100,MPLADS-003100,77.3,96.7,180,205,0,19.4
PROG-003101,MPLADS-003101,95.8,86.5,60,92,0,-9.3
PROG-003102,MPLADS-003102,90.1,90.1,160,184,0,0.0
PROG-003103,MPLADS-003103,92.4,86.6,180,186,0,-5.8
PROG-003104,MPLADS-003104,73.7,91.5,90,99,0,17.8
PROG-003105,MPLADS-003105,89.3,87.3,210,221,0,-2.0
PROG-003106,MPLADS-003106,76.8,86.9,160,157,0,10.1
PROG-003107,MPLADS-003107,93.3,96.1,60,71,0,2.8
PROG-003108,MPLADS-003108,0.0,100.0,400,393,0,100.0
PROG-003109,MPLADS-003109,92.3,94.2,210,236,0,1.9
PROG-003110,MPLADS-003110,74.7,91.3,150,164,0,16.6
PROG-003111,MPLADS-003111,88.5,89.9,90,107,0,1.4
PROG-003112,MPLADS-003112,70.3,97.0,60,180,2,26.7
PROG-003113,MPLADS-003113,94.7,88.1,150,170,0,-6.6
PROG-003114,MPLADS-003114,96.9,87.5,400,402,0,-9.4
PROG-003115,MPLADS-003115,0.0,100.0,160,181,0,100.0
PROG-003116,MPLADS-003116,98.7,88.4,90,91,0,-10.3
PROG-003117,MPLADS-003117,82.9,90.7,160,151,0,7.8
PROG-003118,MPLADS-003118,81.3,97.1,400,433,0,15.8
PROG-003119,MPLADS-003119,79.3,90.9,180,169,0,11.6
PROG-003120,MPLADS-003120,74.9,87.9,210,199,0,13.0
PROG-003121,MPLADS-003121,70.5,92.9,120,121,0,22.4
PROG-003122,MPLADS-003122,99.2,96.1,210,201,0,-3.1
PROG-003123,MPLADS-003123,73.6,87.8,400,420,0,14.2
PROG-003124,MPLADS-003124,84.3,95.8,90,82,0,11.5
PROG-003125,MPLADS-003125,86.6,91.3,90,121,0,4.7
PROG-003126,MPLADS-003126,77.8,90.2,60,81,0,12.4
PROG-003127,MPLADS-003127,53.6,93.6,60,240,4,40.0
PROG-003128,MPLADS-003128,71.3,88.2,150,146,0,16.9
PROG-003129,MPLADS-003129,52.6,91.8,210,630,2,39.2
PROG-003130,MPLADS-003130,78.4,90.4,90,96,0,12.0
PROG-003131,MPLADS-003131,78.6,95.5,60,45,0,16.9
PROG-003132,MPLADS-003132,88.6,90.2,400,410,0,1.6
PROG-003133,MPLADS-003133,87.8,95.4,90,120,0,7.6
PROG-003134,MPLADS-003134,72.0,91.0,120,139,0,19.0
PROG-003135,MPLADS-003135,90.4,91.9,150,164,0,1.5
PROG-003136,MPLADS-003136,88.9,94.2,210,235,0,5.3
PROG-003137,MPLADS-003137,93.0,92.3,120,125,0,-0.7
PROG-003138,MPLADS-003138,70.2,94.5,90,100,0,24.3
PROG-003139,MPLADS-003139,73.2,92.9,160,173,0,19.7
PROG-003140,MPLADS-003140,70.2,97.0,160,178,0,26.8
PROG-003141,MPLADS-003141,74.1,94.5,60,88,0,20.4
PROG-003142,MPLADS-003142,71.0,95.2,400,415,0,24.2
PROG-003143,MPLADS-003143,72.4,95.4,210,199,0,23.0
PROG-003144,MPLADS-003144,74.0,85.3,160,181,0,11.3
PROG-003145,MPLADS-003145,90.3,91.4,90,95,0,1.1
PROG-003146,MPLADS-003146,86.7,85.5,120,114,0,-1.2
PROG-003147,MPLADS-003147,89.9,93.4,210,202,0,3.5
PROG-003148,MPLADS-003148,72.4,87.3,160,177,0,14.9
PROG-003149,MPLADS-003149,72.5,86.7,120,154,0,14.2
PROG-003150,MPLADS-003150,70.9,96.5,60,55,0,25.6
PROG-003151,MPLADS-003151,97.7,86.2,90,94,0,-11.5
PROG-003152,MPLADS-003152,40.3,94.1,90,360,3,53.8
PROG-003153,MPLADS-003153,99.3,86.4,120,119,0,-12.9
PROG-003154,MPLADS-003154,88.8,87.3,400,413,0,-1.5
PROG-003155,MPLADS-003155,99.6,94.6,150,147,0,-5.0
PROG-003156,MPLADS-003156,84.8,87.7,180,199,0,2.9
PROG-003157,MPLADS-003157,79.6,85.2,180,175,0,5.6
PROG-003158,MPLADS-003158,83.5,92.1,90,104,0,8.6
PROG-003159,MPLADS-003159,77.1,93.6,150,174,0,16.5
PROG-003160,MPLADS-003160,91.6,86.6,400,402,0,-5.0
PROG-003161,MPLADS-003161,81.1,91.7,60,91,0,10.6
PROG-003162,MPLADS-003162,72.1,93.5,90,88,0,21.4
PROG-003163,MPLADS-003163,32.3,95.2,180,166,0,62.9
PROG-003164,MPLADS-003164,94.0,97.9,160,176,0,3.9
PROG-003165,MPLADS-003165,93.5,94.3,160,156,0,0.8
PROG-003166,MPLADS-003166,80.5,97.3,150,138,0,16.8
PROG-003167,MPLADS-003167,76.6,97.3,180,204,0,20.7
PROG-003168,MPLADS-003168,89.0,91.0,60,50,0,2.0
PROG-003169,MPLADS-003169,98.6,89.0,180,197,0,-9.6
PROG-003170,MPLADS-003170,89.8,93.8,160,164,0,4.0
PROG-003171,MPLADS-003171,33.5,91.2,160,149,0,57.7
PROG-003172,MPLADS-003172,75.4,143.3,60,72,0,67.9
PROG-003173,MPLADS-003173,70.9,93.8,60,92,0,22.9
PROG-003174,MPLADS-003174,84.7,91.4,180,204,0,6.7
PROG-003175,MPLADS-003175,77.0,92.2,120,142,0,15.2
PROG-003176,MPLADS-003176,79.0,90.5,60,56,0,11.5
PROG-003177,MPLADS-003177,34.9,97.2,180,207,0,62.3
PROG-003178,MPLADS-003178,83.1,85.9,160,188,0,2.8
PROG-003179,MPLADS-003179,82.1,88.1,210,243,0,6.0
PROG-003180,MPLADS-003180,95.8,151.3,60,46,0,55.5
PROG-003181,MPLADS-003181,88.6,95.8,90,78,0,7.2
PROG-003182,MPLADS-003182,98.5,89.7,180,200,0,-8.8
PROG-003183,MPLADS-003183,95.7,97.8,120,134,0,2.1
PROG-003184,MPLADS-003184,86.7,96.5,90,81,0,9.8
PROG-003185,MPLADS-003185,79.8,88.4,160,194,0,8.6
PROG-003186,MPLADS-003186,83.5,92.6,60,51,0,9.1
PROG-003187,MPLADS-003187,90.3,94.6,400,393,0,4.3
PROG-003188,MPLADS-003188,91.0,94.1,180,211,0,3.1
PROG-003189,MPLADS-003189,84.8,96.3,180,214,0,11.5
PROG-003190,MPLADS-003190,75.8,93.3,150,156,0,17.5
PROG-003191,MPLADS-003191,86.8,92.2,180,189,0,5.4
PROG-003192,MPLADS-003192,90.5,87.7,150,184,0,-2.8
PROG-003193,MPLADS-003193,76.1,89.2,120,105,0,13.1
PROG-003194,MPLADS-003194,93.6,86.3,180,199,0,-7.3
PROG-003195,MPLADS-003195,89.9,86.1,120,113,0,-3.8
PROG-003196,MPLADS-003196,80.2,96.8,90,92,0,16.6
PROG-003197,MPLADS-003197,85.7,87.6,60,61,0,1.9
PROG-003198,MPLADS-003198,90.3,90.3,120,142,0,0.0
PROG-003199,MPLADS-003199,95.2,95.1,160,146,0,-0.1
PROG-003200,MPLADS-003200,24.6,41.3,400,430,0,16.7
PROG-003201,MPLADS-003201,44.3,93.7,150,450,2,49.4
PROG-003202,MPLADS-003202,89.2,91.8,150,142,0,2.6
PROG-003203,MPLADS-003203,87.7,95.2,400,387,0,7.5
PROG-003204,MPLADS-003204,99.6,91.1,180,183,0,-8.5
PROG-003205,MPLADS-003205,32.8,95.0,150,180,0,62.2
PROG-003206,MPLADS-003206,83.6,94.6,160,163,0,11.0
PROG-003207,MPLADS-003207,77.2,95.2,150,175,0,18.0
PROG-003208,MPLADS-003208,99.9,85.0,150,183,0,-14.9
PROG-003209,MPLADS-003209,90.1,94.1,120,117,0,4.0
PROG-003210,MPLADS-003210,70.8,87.9,150,136,0,17.1
PROG-003211,MPLADS-003211,95.4,96.3,90,85,0,0.9
PROG-003212,MPLADS-003212,82.1,96.4,90,80,0,14.3
PROG-003213,MPLADS-003213,17.8,98.0,120,127,0,80.2
PROG-003214,MPLADS-003214,74.1,93.6,150,145,0,19.5
PROG-003215,MPLADS-003215,0.0,100.0,400,407,0,100.0
PROG-003216,MPLADS-003216,77.9,92.1,120,128,0,14.2
PROG-003217,MPLADS-003217,20.8,91.1,150,138,0,70.3
PROG-003218,MPLADS-003218,94.6,87.1,160,176,0,-7.5
PROG-003219,MPLADS-003219,91.2,93.6,400,406,0,2.4
PROG-003220,MPLADS-003220,82.5,86.5,150,157,0,4.0
PROG-003221,MPLADS-003221,56.1,94.2,120,360,2,38.1
PROG-003222,MPLADS-003222,71.0,93.3,400,434,0,22.3
PROG-003223,MPLADS-003223,83.8,95.5,120,136,0,11.7
PROG-003224,MPLADS-003224,72.1,97.2,90,115,0,25.1
PROG-003225,MPLADS-003225,82.0,96.2,60,69,0,14.2
PROG-003226,MPLADS-003226,75.5,90.1,160,187,0,14.6
PROG-003227,MPLADS-003227,72.0,94.7,160,155,0,22.7
PROG-003228,MPLADS-003228,99.0,85.2,150,160,0,-13.8
PROG-003229,MPLADS-003229,86.9,93.5,180,211,0,6.6
PROG-003230,MPLADS-003230,98.2,85.6,160,184,0,-12.6
PROG-003231,MPLADS-003231,70.5,94.0,180,202,0,23.5
PROG-003232,MPLADS-003232,75.6,97.4,160,178,0,21.8
PROG-003233,MPLADS-003233,87.4,94.8,150,182,0,7.4
PROG-003234,MPLADS-003234,96.9,88.2,150,180,0,-8.7
PROG-003235,MPLADS-003235,78.7,85.4,210,203,0,6.7
PROG-003236,MPLADS-003236,80.3,128.9,160,192,0,48.6
PROG-003237,MPLADS-003237,73.4,92.6,90,103,0,19.2
PROG-003238,MPLADS-003238,84.0,96.8,120,115,0,12.8
PROG-003239,MPLADS-003239,74.0,97.9,60,80,0,23.9
PROG-003240,MPLADS-003240,93.9,85.3,150,170,0,-8.6
PROG-003241,MPLADS-003241,82.6,95.1,180,179,0,12.5
PROG-003242,MPLADS-003242,24.5,94.7,180,167,0,70.2
PROG-003243,MPLADS-003243,84.4,95.4,90,79,0,11.0
PROG-003244,MPLADS-003244,73.2,95.9,90,112,0,22.7
PROG-003245,MPLADS-003245,93.4,92.0,120,120,0,-1.4
PROG-003246,MPLADS-003246,72.3,95.8,180,183,0,23.5
PROG-003247,MPLADS-003247,77.5,94.1,160,169,0,16.6
PROG-003248,MPLADS-003248,0.0,100.0,210,210,0,100.0
PROG-003249,MPLADS-003249,77.2,88.7,180,196,0,11.5
PROG-003250,MPLADS-003250,71.8,90.8,210,240,0,19.0
PROG-003251,MPLADS-003251,90.4,95.3,210,222,0,4.9
PROG-003252,MPLADS-003252,95.1,88.7,400,416,0,-6.4
PROG-003253,MPLADS-003253,74.0,93.2,210,213,0,19.2
PROG-003254,MPLADS-003254,74.4,86.4,60,94,0,12.0
PROG-003255,MPLADS-003255,94.8,93.2,160,168,0,-1.6
PROG-003256,MPLADS-003256,90.4,96.3,90,98,0,5.9
PROG-003257,MPLADS-003257,74.0,93.8,120,116,0,19.8
PROG-003258,MPLADS-003258,75.1,88.8,160,151,0,13.7
PROG-003259,MPLADS-003259,81.5,93.3,210,204,0,11.8
PROG-003260,MPLADS-003260,93.9,139.0,90,75,0,45.1
PROG-003261,MPLADS-003261,97.0,90.8,210,241,0,-6.2
PROG-003262,MPLADS-003262,93.6,88.7,210,196,0,-4.9
PROG-003263,MPLADS-003263,73.6,97.7,120,140,0,24.1
PROG-003264,MPLADS-003264,73.1,94.9,150,148,0,21.8
PROG-003265,MPLADS-003265,94.4,91.2,160,147,0,-3.2
PROG-003266,MPLADS-003266,92.4,86.2,400,399,0,-6.2
PROG-003267,MPLADS-003267,86.0,91.4,90,87,0,5.4
PROG-003268,MPLADS-003268,98.3,97.0,400,403,0,-1.3
PROG-003269,MPLADS-003269,79.5,136.8,120,124,0,57.3
PROG-003270,MPLADS-003270,99.5,96.0,180,196,0,-3.5
PROG-003271,MPLADS-003271,74.3,93.8,160,162,0,19.5
PROG-003272,MPLADS-003272,82.4,94.5,120,116,0,12.1
PROG-003273,MPLADS-003273,74.0,90.2,400,399,0,16.2
PROG-003274,MPLADS-003274,22.2,95.2,400,412,0,73.0
PROG-003275,MPLADS-003275,84.7,92.3,180,198,0,7.6
PROG-003276,MPLADS-003276,90.7,90.1,120,115,0,-0.6
PROG-003277,MPLADS-003277,97.3,92.5,90,79,0,-4.8
PROG-003278,MPLADS-003278,99.5,88.9,150,140,0,-10.6
PROG-003279,MPLADS-003279,100.0,98.0,60,92,0,-2.0
PROG-003280,MPLADS-003280,73.9,87.2,120,141,0,13.3
PROG-003281,MPLADS-003281,88.4,85.7,120,144,0,-2.7
PROG-003282,MPLADS-003282,93.7,94.8,180,171,0,1.1
PROG-003283,MPLADS-003283,91.9,92.9,60,62,0,1.0
PROG-003284,MPLADS-003284,73.0,86.7,210,239,0,13.7
PROG-003285,MPLADS-003285,71.9,95.1,180,193,0,23.2
PROG-003286,MPLADS-003286,81.7,96.8,60,56,0,15.1
PROG-003287,MPLADS-003287,96.5,96.8,60,70,0,0.3
PROG-003288,MPLADS-003288,96.0,88.2,120,116,0,-7.8
PROG-003289,MPLADS-003289,99.3,86.6,120,107,0,-12.7
PROG-003290,MPLADS-003290,85.9,86.5,120,137,0,0.6
PROG-003291,MPLADS-003291,79.7,94.0,400,402,0,14.3
PROG-003292,MPLADS-003292,76.5,95.0,150,155,0,18.5
PROG-003293,MPLADS-003293,80.2,86.9,60,64,0,6.7
PROG-003294,MPLADS-003294,78.1,87.7,180,173,0,9.6
PROG-003295,MPLADS-003295,99.5,90.4,90,95,0,-9.1
PROG-003296,MPLADS-003296,97.1,91.4,90,79,0,-5.7
PROG-003297,MPLADS-003297,91.3,97.0,160,179,0,5.7
PROG-003298,MPLADS-003298,71.5,90.3,160,182,0,18.8
PROG-003299,MPLADS-003299,76.9,88.4,60,84,0,11.5
PROG-003300,MPLADS-003300,90.3,85.9,150,149,0,-4.4
PROG-003301,MPLADS-003301,84.1,87.0,400,406,0,2.9
PROG-003302,MPLADS-003302,77.7,92.7,120,106,0,15.0
PROG-003303,MPLADS-003303,81.6,88.9,90,104,0,7.3
PROG-003304,MPLADS-003304,79.7,85.3,180,196,0,5.6
PROG-003305,MPLADS-003305,73.3,97.3,400,430,0,24.0
PROG-003306,MPLADS-003306,84.4,94.4,150,175,0,10.0
PROG-003307,MPLADS-003307,78.5,91.5,180,201,0,13.0
PROG-003308,MPLADS-003308,96.6,90.8,400,408,0,-5.8
PROG-003309,MPLADS-003309,91.3,93.3,210,228,0,2.0
PROG-003310,MPLADS-003310,89.8,90.6,400,415,0,0.8
PROG-003311,MPLADS-003311,20.9,87.3,210,212,0,66.4
PROG-003312,MPLADS-003312,80.6,87.5,160,164,0,6.9
PROG-003313,MPLADS-003313,70.4,90.6,60,84,0,20.2
PROG-003314,MPLADS-003314,96.1,92.1,210,243,0,-4.0
PROG-003315,MPLADS-003315,0.0,100.0,120,148,0,100.0
PROG-003316,MPLADS-003316,72.7,93.0,210,242,0,20.3
PROG-003317,MPLADS-003317,98.8,91.0,120,118,0,-7.8
PROG-003318,MPLADS-003318,71.4,153.8,160,178,0,82.4
PROG-003319,MPLADS-003319,79.0,87.3,160,178,0,8.3
PROG-003320,MPLADS-003320,82.2,91.8,60,70,0,9.6
PROG-003321,MPLADS-003321,96.8,96.6,150,138,0,-0.2
PROG-003322,MPLADS-003322,82.7,97.0,120,107,0,14.3
PROG-003323,MPLADS-003323,72.6,93.7,210,211,0,21.1
PROG-003324,MPLADS-003324,90.0,93.7,120,142,0,3.7
PROG-003325,MPLADS-003325,79.8,91.3,60,61,0,11.5
PROG-003326,MPLADS-003326,82.8,158.3,180,179,0,75.5
PROG-003327,MPLADS-003327,94.2,85.6,60,86,0,-8.6
PROG-003328,MPLADS-003328,86.0,91.8,90,86,0,5.8
PROG-003329,MPLADS-003329,94.1,97.2,60,64,0,3.1
PROG-003330,MPLADS-003330,77.7,91.8,160,189,0,14.1
PROG-003331,MPLADS-003331,95.0,85.8,150,155,0,-9.2
PROG-003332,MPLADS-003332,96.7,93.6,400,414,0,-3.1
PROG-003333,MPLADS-003333,88.9,94.6,180,207,0,5.7
PROG-003334,MPLADS-003334,79.0,87.3,210,241,0,8.3
PROG-003335,MPLADS-003335,87.1,151.9,90,89,0,64.8
PROG-003336,MPLADS-003336,87.6,88.7,60,74,0,1.1
PROG-003337,MPLADS-003337,91.7,89.4,210,213,0,-2.3
PROG-003338,MPLADS-003338,97.3,86.1,60,88,0,-11.2
PROG-003339,MPLADS-003339,89.9,90.2,400,421,0,0.3
PROG-003340,MPLADS-003340,95.3,91.4,400,390,0,-3.9
PROG-003341,MPLADS-003341,29.7,97.2,150,184,0,67.5
PROG-003342,MPLADS-003342,77.0,88.7,150,136,0,11.7
PROG-003343,MPLADS-003343,80.8,92.6,400,395,0,11.8
PROG-003344,MPLADS-003344,92.7,94.1,400,425,0,1.4
PROG-003345,MPLADS-003345,74.5,87.4,400,417,0,12.9
PROG-003346,MPLADS-003346,89.7,88.5,400,397,0,-1.2
PROG-003347,MPLADS-003347,95.4,149.5,120,129,0,54.1
PROG-003348,MPLADS-003348,76.4,89.8,60,49,0,13.4
PROG-003349,MPLADS-003349,76.6,85.0,90,87,0,8.4
PROG-003350,MPLADS-003350,83.1,97.6,60,92,0,14.5
PROG-003351,MPLADS-003351,80.7,87.2,160,192,0,6.5
PROG-003352,MPLADS-003352,78.4,93.9,60,63,0,15.5
PROG-003353,MPLADS-003353,86.4,87.7,180,193,0,1.3
PROG-003354,MPLADS-003354,77.3,89.6,400,428,0,12.3
PROG-003355,MPLADS-003355,86.3,88.6,150,140,0,2.3
PROG-003356,MPLADS-003356,89.6,86.2,90,102,0,-3.4
PROG-003357,MPLADS-003357,71.1,86.8,210,236,0,15.7
PROG-003358,MPLADS-003358,92.6,85.3,400,411,0,-7.3
PROG-003359,MPLADS-003359,40.4,96.7,180,720,3,56.3
PROG-003360,MPLADS-003360,70.4,95.5,90,79,0,25.1
PROG-003361,MPLADS-003361,82.0,95.8,160,160,0,13.8
PROG-003362,MPLADS-003362,91.1,95.5,60,72,0,4.4
PROG-003363,MPLADS-003363,64.3,94.2,120,360,4,29.9
PROG-003364,MPLADS-003364,98.8,90.7,90,77,0,-8.1
PROG-003365,MPLADS-003365,67.6,94.4,60,240,2,26.8
PROG-003366,MPLADS-003366,70.4,92.2,210,217,0,21.8
PROG-003367,MPLADS-003367,87.3,88.5,120,113,0,1.2
PROG-003368,MPLADS-003368,96.3,90.4,90,86,0,-5.9
PROG-003369,MPLADS-003369,73.7,86.6,150,137,0,12.9
PROG-003370,MPLADS-003370,96.3,96.9,60,67,0,0.6
PROG-003371,MPLADS-003371,89.9,131.8,160,171,0,41.9
PROG-003372,MPLADS-003372,85.0,96.1,210,206,0,11.1
PROG-003373,MPLADS-003373,97.2,96.0,210,244,0,-1.2
PROG-003374,MPLADS-003374,79.1,87.2,120,153,0,8.1
PROG-003375,MPLADS-003375,76.9,89.7,60,46,0,12.8
PROG-003376,MPLADS-003376,90.3,85.9,210,228,0,-4.4
PROG-003377,MPLADS-003377,82.6,87.8,150,166,0,5.2
PROG-003378,MPLADS-003378,77.3,93.5,160,186,0,16.2
PROG-003379,MPLADS-003379,82.2,89.9,60,82,0,7.7
PROG-003380,MPLADS-003380,17.0,66.8,180,177,0,49.8
PROG-003381,MPLADS-003381,73.4,85.8,400,398,0,12.4
PROG-003382,MPLADS-003382,89.9,86.1,210,223,0,-3.8
PROG-003383,MPLADS-003383,0.0,100.0,150,138,0,100.0
PROG-003384,MPLADS-003384,27.1,94.3,90,98,0,67.2
PROG-003385,MPLADS-003385,79.1,96.9,60,49,0,17.8
PROG-003386,MPLADS-003386,81.7,96.3,210,215,0,14.6
PROG-003387,MPLADS-003387,77.2,97.9,120,114,0,20.7
PROG-003388,MPLADS-003388,88.0,93.6,120,135,0,5.6
PROG-003389,MPLADS-003389,78.0,94.7,160,147,0,16.7
PROG-003390,MPLADS-003390,88.3,96.1,180,171,0,7.8
PROG-003391,MPLADS-003391,73.5,95.1,210,238,0,21.6
PROG-003392,MPLADS-003392,95.7,96.4,60,88,0,0.7
PROG-003393,MPLADS-003393,98.3,87.5,180,198,0,-10.8
PROG-003394,MPLADS-003394,98.6,94.0,400,388,0,-4.6
PROG-003395,MPLADS-003395,24.1,95.7,90,93,0,71.6
PROG-003396,MPLADS-003396,85.6,88.4,120,125,0,2.8
PROG-003397,MPLADS-003397,79.1,86.4,210,239,0,7.3
PROG-003398,MPLADS-003398,89.7,89.3,180,171,0,-0.4
PROG-003399,MPLADS-003399,98.9,87.2,160,173,0,-11.7
PROG-003400,MPLADS-003400,91.5,88.5,160,173,0,-3.0
PROG-003401,MPLADS-003401,85.4,157.3,160,162,0,71.9
PROG-003402,MPLADS-003402,70.1,87.8,60,63,0,17.7
PROG-003403,MPLADS-003403,74.6,88.5,120,107,0,13.9
PROG-003404,MPLADS-003404,29.5,93.1,150,154,0,63.6
PROG-003405,MPLADS-003405,74.2,90.4,160,149,0,16.2
PROG-003406,MPLADS-003406,73.4,86.6,120,151,0,13.2
PROG-003407,MPLADS-003407,90.4,89.9,160,191,0,-0.5
