project_id,fraud_label,is_anomalous,risk_level,scenario_type,investigation_priority
MPLADS-001239,0,0,LOW,NORMAL,ROUTINE
MPLADS-001240,1,1,HIGH,SUSPICIOUS_CONTRACTOR_MONOPOLY,ELEVATED
MPLADS-001241,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001242,0,0,LOW,LEGITIMATE_REMOTE_SINGLE_BID,ROUTINE
MPLADS-001243,0,0,LOW,NORMAL,ROUTINE
MPLADS-001244,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-001245,1,1,HIGH,SUSPICIOUS_CONTRACTOR_MONOPOLY,ELEVATED
MPLADS-001246,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001247,0,0,LOW,NORMAL,ROUTINE
MPLADS-001248,0,0,LOW,NORMAL,ROUTINE
MPLADS-001249,0,0,LOW,NORMAL,ROUTINE
MPLADS-001250,0,0,LOW,NORMAL,ROUTINE
MPLADS-001251,0,0,LOW,NORMAL,ROUTINE
MPLADS-001252,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-001253,0,0,LOW,NORMAL,ROUTINE
MPLADS-001254,0,0,LOW,NORMAL,ROUTINE
MPLADS-001255,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-001256,0,0,LOW,NORMAL,ROUTINE
MPLADS-001257,0,0,LOW,NORMAL,ROUTINE
MPLADS-001258,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001259,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-001260,0,0,LOW,NORMAL,ROUTINE
MPLADS-001261,0,0,LOW,NORMAL,ROUTINE
MPLADS-001262,0,0,LOW,NORMAL,ROUTINE
MPLADS-001263,0,0,LOW,NORMAL,ROUTINE
MPLADS-001264,0,0,LOW,LEGITIMATE_REMOTE_SINGLE_BID,ROUTINE
MPLADS-001265,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-001266,0,0,LOW,NORMAL,ROUTINE
MPLADS-001267,0,0,LOW,NORMAL,ROUTINE
MPLADS-001268,0,0,LOW,NORMAL,ROUTINE
MPLADS-001269,0,0,LOW,NORMAL,ROUTINE
MPLADS-001270,0,0,LOW,NORMAL,ROUTINE
MPLADS-001271,0,0,LOW,NORMAL,ROUTINE
MPLADS-001272,0,0,LOW,LEGITIMATE_WEATHER_DELAY,ROUTINE
MPLADS-001273,0,0,LOW,NORMAL,ROUTINE
MPLADS-001274,0,0,LOW,NORMAL,ROUTINE
MPLADS-001275,0,0,LOW,NORMAL,ROUTINE
MPLADS-001276,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-001277,1,1,HIGH,PROCUREMENT_SINGLE_BID,ELEVATED
MPLADS-001278,0,0,LOW,NORMAL,ROUTINE
MPLADS-001279,0,0,LOW,NORMAL,ROUTINE
MPLADS-001280,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001281,0,0,LOW,NORMAL,ROUTINE
MPLADS-001282,0,0,LOW,NORMAL,ROUTINE
MPLADS-001283,0,0,LOW,NORMAL,ROUTINE
MPLADS-001284,1,1,HIGH,DELAYED_WORK,ELEVATED
MPLADS-001285,0,0,LOW,NORMAL,ROUTINE
MPLADS-001286,0,0,LOW,NORMAL,ROUTINE
MPLADS-001287,0,0,LOW,NORMAL,ROUTINE
MPLADS-001288,0,0,LOW,NORMAL,ROUTINE
MPLADS-001289,0,0,LOW,NORMAL,ROUTINE
MPLADS-001290,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-001291,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001292,0,0,LOW,NORMAL,ROUTINE
MPLADS-001293,0,0,LOW,NORMAL,ROUTINE
MPLADS-001294,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-001295,0,0,LOW,LEGITIMATE_REMOTE_SINGLE_BID,ROUTINE
MPLADS-001296,0,0,LOW,NORMAL,ROUTINE
MPLADS-001297,0,0,LOW,NORMAL,ROUTINE
MPLADS-001298,0,0,LOW,NORMAL,ROUTINE
MPLADS-001299,0,0,LOW,NORMAL,ROUTINE
MPLADS-001300,0,0,LOW,NORMAL,ROUTINE
MPLADS-001301,0,0,LOW,NORMAL,ROUTINE
MPLADS-001302,0,0,LOW,NORMAL,ROUTINE
MPLADS-001303,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-001304,0,0,LOW,LEGITIMATE_WEATHER_DELAY,ROUTINE
MPLADS-001305,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-001306,0,0,LOW,NORMAL,ROUTINE
MPLADS-001307,0,0,LOW,NORMAL,ROUTINE
MPLADS-001308,0,0,LOW,NORMAL,ROUTINE
MPLADS-001309,0,0,LOW,NORMAL,ROUTINE
MPLADS-001310,0,0,LOW,NORMAL,ROUTINE
MPLADS-001311,0,0,LOW,NORMAL,ROUTINE
MPLADS-001312,1,1,HIGH,SUSPICIOUS_CONTRACTOR_MONOPOLY,ELEVATED
MPLADS-001313,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-001314,0,0,LOW,NORMAL,ROUTINE
MPLADS-001315,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001316,0,0,LOW,NORMAL,ROUTINE
MPLADS-001317,0,0,LOW,NORMAL,ROUTINE
MPLADS-001318,0,0,LOW,NORMAL,ROUTINE
MPLADS-001319,0,0,LOW,NORMAL,ROUTINE
MPLADS-001320,0,0,LOW,NORMAL,ROUTINE
MPLADS-001321,0,0,LOW,NORMAL,ROUTINE
MPLADS-001322,0,0,LOW,NORMAL,ROUTINE
MPLADS-001323,1,1,HIGH,DOCUMENTATION_DEFICIT,ELEVATED
MPLADS-001324,0,0,LOW,NORMAL,ROUTINE
MPLADS-001325,0,0,LOW,NORMAL,ROUTINE
MPLADS-001326,0,0,LOW,NORMAL,ROUTINE
MPLADS-001327,0,0,LOW,NORMAL,ROUTINE
MPLADS-001328,0,0,LOW,NORMAL,ROUTINE
MPLADS-001329,0,0,LOW,NORMAL,ROUTINE
MPLADS-001330,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-001331,0,0,LOW,NORMAL,ROUTINE
MPLADS-001332,0,0,LOW,NORMAL,ROUTINE
MPLADS-001333,0,0,LOW,NORMAL,ROUTINE
MPLADS-001334,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-001335,0,0,LOW,NORMAL,ROUTINE
MPLADS-001336,0,0,LOW,NORMAL,ROUTINE
MPLADS-001337,1,1,CRITICAL,GHOST_WORK,URGENT
MPLADS-001338,0,0,LOW,NORMAL,ROUTINE
MPLADS-001339,0,0,LOW,NORMAL,ROUTINE
MPLADS-001340,0,0,LOW,NORMAL,ROUTINE
MPLADS-001341,0,0,LOW,NORMAL,ROUTINE
MPLADS-001342,1,1,HIGH,DOCUMENTATION_DEFICIT,ELEVATED
MPLADS-001343,0,0,LOW,NORMAL,ROUTINE
MPLADS-001344,0,0,LOW,NORMAL,ROUTINE
MPLADS-001345,0,0,LOW,NORMAL,ROUTINE
MPLADS-001346,0,0,LOW,NORMAL,ROUTINE
MPLADS-001347,0,0,LOW,NORMAL,ROUTINE
MPLADS-001348,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-001349,0,0,LOW,NORMAL,ROUTINE
MPLADS-001350,1,1,HIGH,DELAYED_WORK,ELEVATED
MPLADS-001351,0,0,LOW,LEGITIMATE_WEATHER_DELAY,ROUTINE
MPLADS-001352,0,0,LOW,NORMAL,ROUTINE
MPLADS-001353,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001354,0,0,LOW,LEGITIMATE_REMOTE_SINGLE_BID,ROUTINE
MPLADS-001355,0,0,LOW,NORMAL,ROUTINE
MPLADS-001356,0,0,LOW,NORMAL,ROUTINE
MPLADS-001357,0,0,LOW,NORMAL,ROUTINE
MPLADS-001358,0,0,LOW,NORMAL,ROUTINE
MPLADS-001359,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001360,0,0,LOW,NORMAL,ROUTINE
MPLADS-001361,0,0,LOW,NORMAL,ROUTINE
MPLADS-001362,0,0,LOW,NORMAL,ROUTINE
MPLADS-001363,0,0,LOW,NORMAL,ROUTINE
MPLADS-001364,0,0,LOW,LEGITIMATE_WEATHER_DELAY,ROUTINE
MPLADS-001365,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-001366,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-001367,0,0,LOW,NORMAL,ROUTINE
MPLADS-001368,0,0,LOW,NORMAL,ROUTINE
MPLADS-001369,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-001370,0,0,LOW,NORMAL,ROUTINE
MPLADS-001371,0,0,LOW,NORMAL,ROUTINE
MPLADS-001372,0,0,LOW,NORMAL,ROUTINE
MPLADS-001373,0,0,LOW,NORMAL,ROUTINE
MPLADS-001374,0,0,LOW,NORMAL,ROUTINE
MPLADS-001375,0,0,LOW,NORMAL,ROUTINE
MPLADS-001376,0,0,LOW,NORMAL,ROUTINE
MPLADS-001377,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-001378,0,0,LOW,NORMAL,ROUTINE
MPLADS-001379,0,0,LOW,NORMAL,ROUTINE
MPLADS-001380,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001381,0,0,LOW,NORMAL,ROUTINE
MPLADS-001382,0,0,LOW,NORMAL,ROUTINE
MPLADS-001383,1,1,HIGH,PROCUREMENT_SINGLE_BID,ELEVATED
MPLADS-001384,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001385,0,0,LOW,NORMAL,ROUTINE
MPLADS-001386,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-001387,0,0,LOW,NORMAL,ROUTINE
MPLADS-001388,0,0,LOW,NORMAL,ROUTINE
MPLADS-001389,0,0,LOW,NORMAL,ROUTINE
MPLADS-001390,0,0,LOW,NORMAL,ROUTINE
MPLADS-001391,0,0,LOW,NORMAL,ROUTINE
MPLADS-001392,0,0,LOW,NORMAL,ROUTINE
MPLADS-001393,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001394,0,0,LOW,NORMAL,ROUTINE
MPLADS-001395,0,0,LOW,NORMAL,ROUTINE
MPLADS-001396,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-001397,1,1,CRITICAL,GHOST_WORK,URGENT
MPLADS-001398,0,0,LOW,NORMAL,ROUTINE
MPLADS-001399,1,1,HIGH,DELAYED_WORK,ELEVATED
MPLADS-001400,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-001401,0,0,LOW,NORMAL,ROUTINE
MPLADS-001402,0,0,LOW,NORMAL,ROUTINE
MPLADS-001403,0,0,LOW,NORMAL,ROUTINE
MPLADS-001404,0,0,LOW,NORMAL,ROUTINE
MPLADS-001405,0,0,LOW,NORMAL,ROUTINE
MPLADS-001406,0,0,LOW,NORMAL,ROUTINE
MPLADS-001407,0,0,LOW,LEGITIMATE_REMOTE_SINGLE_BID,ROUTINE
MPLADS-001408,0,0,LOW,NORMAL,ROUTINE
MPLADS-001409,0,0,LOW,NORMAL,ROUTINE
MPLADS-001410,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-001411,1,1,HIGH,PROCUREMENT_SINGLE_BID,ELEVATED
MPLADS-001412,0,0,LOW,LEGITIMATE_REMOTE_SINGLE_BID,ROUTINE
MPLADS-001413,0,0,LOW,NORMAL,ROUTINE
MPLADS-001414,0,0,LOW,NORMAL,ROUTINE
MPLADS-001415,0,0,LOW,NORMAL,ROUTINE
MPLADS-001416,0,0,LOW,NORMAL,ROUTINE
MPLADS-001417,0,0,LOW,NORMAL,ROUTINE
MPLADS-001418,1,1,HIGH,DELAYED_WORK,ELEVATED
MPLADS-001419,0,0,LOW,NORMAL,ROUTINE
MPLADS-001420,0,0,LOW,NORMAL,ROUTINE
MPLADS-001421,0,0,LOW,NORMAL,ROUTINE
MPLADS-001422,0,0,LOW,NORMAL,ROUTINE
MPLADS-001423,0,0,LOW,NORMAL,ROUTINE
MPLADS-001424,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001425,0,0,LOW,NORMAL,ROUTINE
MPLADS-001426,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-001427,0,0,LOW,NORMAL,ROUTINE
MPLADS-001428,0,0,LOW,NORMAL,ROUTINE
MPLADS-001429,1,1,CRITICAL,GHOST_WORK,URGENT
MPLADS-001430,0,0,LOW,NORMAL,ROUTINE
MPLADS-001431,0,0,LOW,NORMAL,ROUTINE
MPLADS-001432,0,0,LOW,NORMAL,ROUTINE
MPLADS-001433,0,0,LOW,NORMAL,ROUTINE
MPLADS-001434,0,0,LOW,NORMAL,ROUTINE
MPLADS-001435,0,0,LOW,NORMAL,ROUTINE
MPLADS-001436,0,0,LOW,NORMAL,ROUTINE
MPLADS-001437,0,0,LOW,NORMAL,ROUTINE
MPLADS-001438,0,0,LOW,NORMAL,ROUTINE
MPLADS-001439,0,0,LOW,LEGITIMATE_REMOTE_SINGLE_BID,ROUTINE
MPLADS-001440,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-001441,0,0,LOW,NORMAL,ROUTINE
MPLADS-001442,0,0,LOW,NORMAL,ROUTINE
MPLADS-001443,0,0,LOW,NORMAL,ROUTINE
MPLADS-001444,0,0,LOW,NORMAL,ROUTINE
MPLADS-001445,0,0,LOW,NORMAL,ROUTINE
MPLADS-001446,0,0,LOW,LEGITIMATE_WEATHER_DELAY,ROUTINE
MPLADS-001447,0,0,LOW,NORMAL,ROUTINE
MPLADS-001448,0,0,LOW,NORMAL,ROUTINE
MPLADS-001449,0,0,LOW,NORMAL,ROUTINE
MPLADS-001450,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-001451,0,0,LOW,NORMAL,ROUTINE
MPLADS-001452,0,0,LOW,NORMAL,ROUTINE
MPLADS-001453,1,1,HIGH,DOCUMENTATION_DEFICIT,ELEVATED
MPLADS-001454,0,0,LOW,NORMAL,ROUTINE
MPLADS-001455,0,0,LOW,NORMAL,ROUTINE
MPLADS-001456,0,0,LOW,NORMAL,ROUTINE
MPLADS-001457,0,0,LOW,NORMAL,ROUTINE
MPLADS-001458,0,0,LOW,NORMAL,ROUTINE
MPLADS-001459,0,0,LOW,NORMAL,ROUTINE
MPLADS-001460,0,0,LOW,NORMAL,ROUTINE
MPLADS-001461,0,0,LOW,NORMAL,ROUTINE
MPLADS-001462,0,0,LOW,LEGITIMATE_REMOTE_SINGLE_BID,ROUTINE
MPLADS-001463,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001464,1,1,HIGH,DELAYED_WORK,ELEVATED
MPLADS-001465,1,1,HIGH,PROCUREMENT_SINGLE_BID,ELEVATED
MPLADS-001466,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001467,0,0,LOW,NORMAL,ROUTINE
MPLADS-001468,0,0,LOW,NORMAL,ROUTINE
MPLADS-001469,0,0,LOW,NORMAL,ROUTINE
MPLADS-001470,0,0,LOW,NORMAL,ROUTINE
MPLADS-001471,0,0,LOW,NORMAL,ROUTINE
MPLADS-001472,0,0,LOW,NORMAL,ROUTINE
MPLADS-001473,0,0,LOW,NORMAL,ROUTINE
MPLADS-001474,0,0,LOW,NORMAL,ROUTINE
MPLADS-001475,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-001476,0,0,LOW,NORMAL,ROUTINE
MPLADS-001477,0,0,LOW,NORMAL,ROUTINE
MPLADS-001478,0,0,LOW,NORMAL,ROUTINE
MPLADS-001479,0,0,LOW,NORMAL,ROUTINE
MPLADS-001480,0,0,LOW,NORMAL,ROUTINE
MPLADS-001481,0,0,LOW,NORMAL,ROUTINE
MPLADS-001482,0,0,LOW,NORMAL,ROUTINE
MPLADS-001483,0,0,LOW,NORMAL,ROUTINE
MPLADS-001484,0,0,LOW,NORMAL,ROUTINE
MPLADS-001485,1,1,CRITICAL,GHOST_WORK,URGENT
MPLADS-001486,0,0,LOW,LEGITIMATE_REMOTE_SINGLE_BID,ROUTINE
MPLADS-001487,0,0,LOW,NORMAL,ROUTINE
MPLADS-001488,0,0,LOW,NORMAL,ROUTINE
MPLADS-001489,0,0,LOW,NORMAL,ROUTINE
MPLADS-001490,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001491,0,0,LOW,NORMAL,ROUTINE
MPLADS-001492,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001493,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-001494,0,0,LOW,NORMAL,ROUTINE
MPLADS-001495,0,0,LOW,NORMAL,ROUTINE
MPLADS-001496,0,0,LOW,NORMAL,ROUTINE
MPLADS-001497,0,0,LOW,NORMAL,ROUTINE
MPLADS-001498,0,0,LOW,NORMAL,ROUTINE
MPLADS-001499,0,0,LOW,LEGITIMATE_REMOTE_SINGLE_BID,ROUTINE
MPLADS-001500,0,0,LOW,NORMAL,ROUTINE
MPLADS-001501,0,0,LOW,NORMAL,ROUTINE
MPLADS-001502,0,0,LOW,NORMAL,ROUTINE
MPLADS-001503,1,1,HIGH,SUSPICIOUS_CONTRACTOR_MONOPOLY,ELEVATED
MPLADS-001504,0,0,LOW,NORMAL,ROUTINE
MPLADS-001505,0,0,LOW,NORMAL,ROUTINE
MPLADS-001506,0,0,LOW,NORMAL,ROUTINE
MPLADS-001507,0,0,LOW,NORMAL,ROUTINE
MPLADS-001508,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-001509,1,1,HIGH,PROCUREMENT_SINGLE_BID,ELEVATED
MPLADS-001510,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-001511,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-001512,0,0,LOW,NORMAL,ROUTINE
MPLADS-001513,0,0,LOW,NORMAL,ROUTINE
MPLADS-001514,0,0,LOW,NORMAL,ROUTINE
MPLADS-001515,0,0,LOW,NORMAL,ROUTINE
MPLADS-001516,0,0,LOW,NORMAL,ROUTINE
MPLADS-001517,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001518,0,0,LOW,NORMAL,ROUTINE
MPLADS-001519,0,0,LOW,NORMAL,ROUTINE
MPLADS-001520,0,0,LOW,NORMAL,ROUTINE
MPLADS-001521,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-001522,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001523,0,0,LOW,NORMAL,ROUTINE
MPLADS-001524,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-001525,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-001526,0,0,LOW,NORMAL,ROUTINE
MPLADS-001527,0,0,LOW,LEGITIMATE_WEATHER_DELAY,ROUTINE
MPLADS-001528,0,0,LOW,NORMAL,ROUTINE
MPLADS-001529,0,0,LOW,NORMAL,ROUTINE
MPLADS-001530,0,0,LOW,NORMAL,ROUTINE
MPLADS-001531,0,0,LOW,NORMAL,ROUTINE
MPLADS-001532,0,0,LOW,NORMAL,ROUTINE
MPLADS-001533,0,0,LOW,NORMAL,ROUTINE
MPLADS-001534,0,0,LOW,NORMAL,ROUTINE
MPLADS-001535,0,0,LOW,NORMAL,ROUTINE
MPLADS-001536,0,0,LOW,NORMAL,ROUTINE
MPLADS-001537,0,0,LOW,NORMAL,ROUTINE
MPLADS-001538,0,0,LOW,NORMAL,ROUTINE
MPLADS-001539,0,0,LOW,NORMAL,ROUTINE
MPLADS-001540,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-001541,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-001542,0,0,LOW,NORMAL,ROUTINE
MPLADS-001543,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001544,0,0,LOW,NORMAL,ROUTINE
MPLADS-001545,1,1,HIGH,DOCUMENTATION_DEFICIT,ELEVATED
MPLADS-001546,0,0,LOW,NORMAL,ROUTINE
MPLADS-001547,0,0,LOW,NORMAL,ROUTINE
MPLADS-001548,0,0,LOW,NORMAL,ROUTINE
MPLADS-001549,0,0,LOW,NORMAL,ROUTINE
MPLADS-001550,0,0,LOW,NORMAL,ROUTINE
MPLADS-001551,0,0,LOW,NORMAL,ROUTINE
MPLADS-001552,0,0,LOW,NORMAL,ROUTINE
MPLADS-001553,0,0,LOW,NORMAL,ROUTINE
MPLADS-001554,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001555,0,0,LOW,NORMAL,ROUTINE
MPLADS-001556,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-001557,0,0,LOW,NORMAL,ROUTINE
MPLADS-001558,1,1,HIGH,PROCUREMENT_SINGLE_BID,ELEVATED
MPLADS-001559,0,0,LOW,NORMAL,ROUTINE
MPLADS-001560,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-001561,1,1,HIGH,DELAYED_WORK,ELEVATED
MPLADS-001562,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-001563,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-001564,0,0,LOW,NORMAL,ROUTINE
MPLADS-001565,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001566,0,0,LOW,NORMAL,ROUTINE
MPLADS-001567,0,0,LOW,NORMAL,ROUTINE
MPLADS-001568,1,1,CRITICAL,GHOST_WORK,URGENT
MPLADS-001569,0,0,LOW,NORMAL,ROUTINE
MPLADS-001570,0,0,LOW,NORMAL,ROUTINE
MPLADS-001571,1,1,HIGH,DELAYED_WORK,ELEVATED
MPLADS-001572,0,0,LOW,NORMAL,ROUTINE
MPLADS-001573,0,0,LOW,NORMAL,ROUTINE
MPLADS-001574,0,0,LOW,NORMAL,ROUTINE
MPLADS-001575,0,0,LOW,LEGITIMATE_REMOTE_SINGLE_BID,ROUTINE
MPLADS-001576,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-001577,0,0,LOW,NORMAL,ROUTINE
MPLADS-001578,0,0,LOW,NORMAL,ROUTINE
MPLADS-001579,0,0,LOW,NORMAL,ROUTINE
MPLADS-001580,0,0,LOW,NORMAL,ROUTINE
MPLADS-001581,0,0,LOW,NORMAL,ROUTINE
MPLADS-001582,1,1,HIGH,PROCUREMENT_SINGLE_BID,ELEVATED
MPLADS-001583,0,0,LOW,NORMAL,ROUTINE
MPLADS-001584,0,0,LOW,NORMAL,ROUTINE
MPLADS-001585,0,0,LOW,NORMAL,ROUTINE
MPLADS-001586,0,0,LOW,NORMAL,ROUTINE
MPLADS-001587,0,0,LOW,NORMAL,ROUTINE
MPLADS-001588,0,0,LOW,NORMAL,ROUTINE
MPLADS-001589,0,0,LOW,NORMAL,ROUTINE
MPLADS-001590,1,1,HIGH,ABANDONED_WORK,ELEVATED
MPLADS-001591,0,0,LOW,NORMAL,ROUTINE
MPLADS-001592,0,0,LOW,NORMAL,ROUTINE
MPLADS-001593,0,0,LOW,LEGITIMATE_REMOTE_SINGLE_BID,ROUTINE
MPLADS-001594,0,0,LOW,NORMAL,ROUTINE
MPLADS-001595,0,0,LOW,NORMAL,ROUTINE
MPLADS-001596,0,0,LOW,NORMAL,ROUTINE
MPLADS-001597,0,0,LOW,NORMAL,ROUTINE
MPLADS-001598,0,0,LOW,NORMAL,ROUTINE
MPLADS-001599,0,0,LOW,NORMAL,ROUTINE
MPLADS-001600,0,0,LOW,NORMAL,ROUTINE
MPLADS-001601,0,0,LOW,NORMAL,ROUTINE
MPLADS-001602,0,0,LOW,NORMAL,ROUTINE
MPLADS-001603,0,0,LOW,NORMAL,ROUTINE
MPLADS-001604,0,0,LOW,NORMAL,ROUTINE
MPLADS-001605,1,1,HIGH,SUSPICIOUS_CONTRACTOR_MONOPOLY,ELEVATED
MPLADS-001606,0,0,LOW,NORMAL,ROUTINE
MPLADS-001607,0,0,LOW,NORMAL,ROUTINE
MPLADS-001608,0,0,LOW,NORMAL,ROUTINE
MPLADS-001609,0,0,LOW,NORMAL,ROUTINE
MPLADS-001610,0,0,LOW,NORMAL,ROUTINE
MPLADS-001611,0,0,LOW,NORMAL,ROUTINE
MPLADS-001612,0,0,LOW,NORMAL,ROUTINE
MPLADS-001613,0,0,LOW,NORMAL,ROUTINE
MPLADS-001614,0,0,LOW,LEGITIMATE_REMOTE_SINGLE_BID,ROUTINE
MPLADS-001615,0,0,LOW,NORMAL,ROUTINE
MPLADS-001616,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001617,0,0,LOW,NORMAL,ROUTINE
MPLADS-001618,0,0,LOW,NORMAL,ROUTINE
MPLADS-001619,0,0,LOW,NORMAL,ROUTINE
MPLADS-001620,0,0,LOW,NORMAL,ROUTINE
MPLADS-001621,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001622,0,0,LOW,NORMAL,ROUTINE
MPLADS-001623,0,0,LOW,NORMAL,ROUTINE
MPLADS-001624,0,0,LOW,NORMAL,ROUTINE
MPLADS-001625,0,0,LOW,NORMAL,ROUTINE
MPLADS-001626,0,0,LOW,LEGITIMATE_REMOTE_SINGLE_BID,ROUTINE
MPLADS-001627,0,0,LOW,NORMAL,ROUTINE
MPLADS-001628,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001629,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001630,0,0,LOW,NORMAL,ROUTINE
MPLADS-001631,0,0,LOW,NORMAL,ROUTINE
MPLADS-001632,0,0,LOW,NORMAL,ROUTINE
MPLADS-001633,0,0,LOW,NORMAL,ROUTINE
MPLADS-001634,0,0,LOW,NORMAL,ROUTINE
MPLADS-001635,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-001636,1,1,HIGH,PROCUREMENT_SINGLE_BID,ELEVATED
MPLADS-001637,0,0,LOW,NORMAL,ROUTINE
MPLADS-001638,1,1,HIGH,ABANDONED_WORK,ELEVATED
MPLADS-001639,1,1,CRITICAL,GHOST_WORK,URGENT
MPLADS-001640,0,0,LOW,NORMAL,ROUTINE
MPLADS-001641,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001642,0,0,LOW,NORMAL,ROUTINE
MPLADS-001643,0,0,LOW,NORMAL,ROUTINE
MPLADS-001644,0,0,LOW,NORMAL,ROUTINE
MPLADS-001645,0,0,LOW,NORMAL,ROUTINE
MPLADS-001646,0,0,LOW,LEGITIMATE_WEATHER_DELAY,ROUTINE
MPLADS-001647,0,0,LOW,NORMAL,ROUTINE
MPLADS-001648,0,0,LOW,LEGITIMATE_WEATHER_DELAY,ROUTINE
MPLADS-001649,0,0,LOW,NORMAL,ROUTINE
