contract_id,project_id,contractor_id,work_order_amount,award_date,performance_guarantee_submitted
CNTR-003083,MPLADS-003083,CONT-0082,2428000.0,2022-12-06,True
CNTR-003084,MPLADS-003084,CONT-0092,1398000.0,2023-01-04,True
CNTR-003085,MPLADS-003085,CONT-0255,2152000.0,2023-08-17,True
CNTR-003086,MPLADS-003086,CONT-0089,2200000.0,2023-12-15,True
CNTR-003087,MPLADS-003087,CONT-0295,398000.0,2023-12-07,True
CNTR-003088,MPLADS-003088,CONT-0112,1908000.0,2022-08-31,True
CNTR-003089,MPLADS-003089,CONT-0025,8422000.0,2023-04-19,True
CNTR-003090,MPLADS-003090,CONT-0044,1622000.0,2022-04-17,True
CNTR-003091,MPLADS-003091,CONT-0278,1251000.0,2022-06-03,True
CNTR-003092,MPLADS-003092,CONT-0251,925000.0,2023-05-08,True
CNTR-003093,MPLADS-003093,CONT-0122,13554000.0,2022-12-29,True
CNTR-003094,MPLADS-003094,CONT-0084,941000.0,2022-06-27,True
CNTR-003095,MPLADS-003095,CONT-0218,2241000.0,2022-05-24,True
CNTR-003096,MPLADS-003096,CONT-0005,7981000.0,2022-11-11,True
CNTR-003097,MPLADS-003097,CONT-0259,1480000.0,2023-08-16,True
CNTR-003098,MPLADS-003098,CONT-0170,2630000.0,2022-05-27,True
CNTR-003099,MPLADS-003099,CONT-0320,2062000.0,2023-07-07,True
CNTR-003100,MPLADS-003100,CONT-0062,2100000.0,2022-12-17,True
CNTR-003101,MPLADS-003101,CONT-0134,637000.0,2023-12-03,True
CNTR-003102,MPLADS-003102,CONT-0125,2011000.0,2022-05-17,True
CNTR-003103,MPLADS-003103,CONT-0131,3367000.0,2023-09-20,True
CNTR-003104,MPLADS-003104,CONT-0103,923000.0,2022-07-27,True
CNTR-003105,MPLADS-003105,CONT-0037,3527000.0,2022-10-22,True
CNTR-003106,MPLADS-003106,CONT-0104,3063000.0,2023-02-21,True
CNTR-003107,MPLADS-003107,CONT-0026,479000.0,2023-02-28,True
CNTR-003108,MPLADS-003108,CONT-0307,15253000.0,2022-03-30,True
CNTR-003109,MPLADS-003109,CONT-0114,2501000.0,2022-07-05,True
CNTR-003110,MPLADS-003110,CONT-0065,1825000.0,2022-10-05,True
CNTR-003111,MPLADS-003111,CONT-0185,967000.0,2023-10-16,True
CNTR-003112,MPLADS-003112,CONT-0219,433000.0,2022-05-10,True
CNTR-003113,MPLADS-003113,CONT-0006,1502000.0,2022-12-26,True
CNTR-003114,MPLADS-003114,CONT-0024,11623000.0,2023-05-09,True
CNTR-003115,MPLADS-003115,CONT-0042,2079000.0,2024-01-12,True
CNTR-003116,MPLADS-003116,CONT-0057,864000.0,2023-11-20,True
CNTR-003117,MPLADS-003117,CONT-0135,2544000.0,2022-11-22,True
CNTR-003118,MPLADS-003118,CONT-0249,16141000.0,2022-11-09,True
CNTR-003119,MPLADS-003119,CONT-0310,3130000.0,2022-03-18,True
CNTR-003120,MPLADS-003120,CONT-0099,3405000.0,2022-08-11,True
CNTR-003121,MPLADS-003121,CONT-0135,1724000.0,2022-09-25,True
CNTR-003122,MPLADS-003122,CONT-0217,2307000.0,2022-12-21,True
CNTR-003123,MPLADS-003123,CONT-0150,14212000.0,2022-12-01,True
CNTR-003124,MPLADS-003124,CONT-0281,908000.0,2023-06-07,True
CNTR-003125,MPLADS-003125,CONT-0111,1007000.0,2023-08-27,True
CNTR-003126,MPLADS-003126,CONT-0166,523000.0,2022-06-29,True
CNTR-003127,MPLADS-003127,CONT-0253,522000.0,2023-10-24,True
CNTR-003128,MPLADS-003128,CONT-0186,1183000.0,2022-05-22,True
CNTR-003129,MPLADS-003129,CONT-0098,2468000.0,2024-01-20,True
CNTR-003130,MPLADS-003130,CONT-0246,807000.0,2023-07-15,True
CNTR-003131,MPLADS-003131,CONT-0313,613000.0,2023-11-15,True
CNTR-003132,MPLADS-003132,CONT-0317,13708000.0,2023-10-18,True
CNTR-003133,MPLADS-003133,CONT-0116,612000.0,2023-05-02,True
CNTR-003134,MPLADS-003134,CONT-0143,1457000.0,2022-07-13,True
CNTR-003135,MPLADS-003135,CONT-0018,1763000.0,2022-12-16,True
CNTR-003136,MPLADS-003136,CONT-0202,3737000.0,2023-01-21,True
CNTR-003137,MPLADS-003137,CONT-0104,1509000.0,2024-01-10,True
CNTR-003138,MPLADS-003138,CONT-0111,784000.0,2022-03-28,True
CNTR-003139,MPLADS-003139,CONT-0101,2536000.0,2023-02-10,True
CNTR-003140,MPLADS-003140,CONT-0044,2111000.0,2023-03-19,True
CNTR-003141,MPLADS-003141,CONT-0083,357000.0,2023-05-13,True
CNTR-003142,MPLADS-003142,CONT-0300,15558000.0,2022-06-29,True
CNTR-003143,MPLADS-003143,CONT-0221,3552000.0,2023-05-17,True
CNTR-003144,MPLADS-003144,CONT-0194,1695000.0,2022-09-08,True
CNTR-003145,MPLADS-003145,CONT-0179,1037000.0,2023-01-20,True
CNTR-003146,MPLADS-003146,CONT-0280,1231000.0,2022-11-17,True
CNTR-003147,MPLADS-003147,CONT-0017,2408000.0,2022-06-09,True
CNTR-003148,MPLADS-003148,CONT-0100,1609000.0,2023-11-10,True
CNTR-003149,MPLADS-003149,CONT-0045,2228000.0,2023-10-18,True
CNTR-003150,MPLADS-003150,CONT-0306,376000.0,2023-04-08,True
CNTR-003151,MPLADS-003151,CONT-0303,1037000.0,2023-04-01,True
CNTR-003152,MPLADS-003152,CONT-0269,570000.0,2022-03-05,True
CNTR-003153,MPLADS-003153,CONT-0160,2290000.0,2023-03-29,True
CNTR-003154,MPLADS-003154,CONT-0303,8482000.0,2023-08-09,True
CNTR-003155,MPLADS-003155,CONT-0079,1782000.0,2024-01-08,True
CNTR-003156,MPLADS-003156,CONT-0207,2129000.0,2022-07-19,True
CNTR-003157,MPLADS-003157,CONT-0011,2682000.0,2023-06-22,True
CNTR-003158,MPLADS-003158,CONT-0121,542000.0,2023-10-25,True
CNTR-003159,MPLADS-003159,CONT-0079,1926000.0,2022-12-13,True
CNTR-003160,MPLADS-003160,CONT-0194,13490000.0,2022-12-25,True
CNTR-003161,MPLADS-003161,CONT-0068,625000.0,2022-10-11,True
CNTR-003162,MPLADS-003162,CONT-0219,842000.0,2022-06-14,True
CNTR-003163,MPLADS-003163,CONT-0228,2988000.0,2022-08-29,True
CNTR-003164,MPLADS-003164,CONT-0136,9408000.0,2022-10-26,True
CNTR-003165,MPLADS-003165,CONT-0177,1628000.0,2022-02-25,True
CNTR-003166,MPLADS-003166,CONT-0011,1726000.0,2023-09-22,True
CNTR-003167,MPLADS-003167,CONT-0090,3163000.0,2023-11-05,True
CNTR-003168,MPLADS-003168,CONT-0135,492000.0,2023-07-31,True
CNTR-003169,MPLADS-003169,CONT-0187,3127000.0,2022-06-11,True
CNTR-003170,MPLADS-003170,CONT-0279,1629000.0,2022-11-17,True
CNTR-003171,MPLADS-003171,CONT-0062,2581000.0,2023-10-13,True
CNTR-003172,MPLADS-003172,CONT-0036,568000.0,2022-07-01,True
CNTR-003173,MPLADS-003173,CONT-0307,420000.0,2023-03-17,True
CNTR-003174,MPLADS-003174,CONT-0245,2293000.0,2022-03-24,True
CNTR-003175,MPLADS-003175,CONT-0304,9838000.0,2023-07-18,True
CNTR-003176,MPLADS-003176,CONT-0026,2307000.0,2022-02-20,True
CNTR-003177,MPLADS-003177,CONT-0174,2841000.0,2022-08-18,True
CNTR-003178,MPLADS-003178,CONT-0107,12720000.0,2022-04-20,True
CNTR-003179,MPLADS-003179,CONT-0235,15913000.0,2022-06-19,True
CNTR-003180,MPLADS-003180,CONT-0245,627000.0,2023-01-27,True
CNTR-003181,MPLADS-003181,CONT-0151,897000.0,2022-08-27,True
CNTR-003182,MPLADS-003182,CONT-0294,2695000.0,2022-11-29,True
CNTR-003183,MPLADS-003183,CONT-0212,1299000.0,2022-10-07,True
CNTR-003184,MPLADS-003184,CONT-0190,806000.0,2023-11-02,True
CNTR-003185,MPLADS-003185,CONT-0267,1691000.0,2022-06-14,True
CNTR-003186,MPLADS-003186,CONT-0217,489000.0,2022-04-24,True
CNTR-003187,MPLADS-003187,CONT-0018,8326000.0,2023-07-26,True
CNTR-003188,MPLADS-003188,CONT-0239,2084000.0,2022-06-09,True
CNTR-003189,MPLADS-003189,CONT-0273,3183000.0,2023-10-26,True
CNTR-003190,MPLADS-003190,CONT-0021,1490000.0,2023-04-15,True
CNTR-003191,MPLADS-003191,CONT-0028,3332000.0,2022-09-09,True
CNTR-003192,MPLADS-003192,CONT-0162,1996000.0,2022-10-16,True
CNTR-003193,MPLADS-003193,CONT-0171,2026000.0,2023-01-09,True
CNTR-003194,MPLADS-003194,CONT-0015,2478000.0,2022-09-01,True
CNTR-003195,MPLADS-003195,CONT-0106,1999000.0,2023-05-21,True
CNTR-003196,MPLADS-003196,CONT-0150,899000.0,2023-04-11,True
CNTR-003197,MPLADS-003197,CONT-0031,359000.0,2023-05-10,True
CNTR-003198,MPLADS-003198,CONT-0248,1445000.0,2023-08-01,True
CNTR-003199,MPLADS-003199,CONT-0083,2676000.0,2022-05-08,True
CNTR-003200,MPLADS-003200,CONT-0285,8536000.0,2022-02-18,True
CNTR-003201,MPLADS-003201,CONT-0005,1970000.0,2022-07-04,True
CNTR-003202,MPLADS-003202,CONT-0258,1848000.0,2023-09-19,True
CNTR-003203,MPLADS-003203,CONT-0250,43186000.0,2022-11-03,True
CNTR-003204,MPLADS-003204,CONT-0069,3220000.0,2022-09-09,True
CNTR-003205,MPLADS-003205,CONT-0216,1815000.0,2023-09-07,True
CNTR-003206,MPLADS-003206,CONT-0021,1503000.0,2022-11-20,True
CNTR-003207,MPLADS-003207,CONT-0116,1528000.0,2023-10-12,True
CNTR-003208,MPLADS-003208,CONT-0021,1634000.0,2023-01-04,True
CNTR-003209,MPLADS-003209,CONT-0071,2011000.0,2023-03-18,True
CNTR-003210,MPLADS-003210,CONT-0070,1393000.0,2023-01-14,True
CNTR-003211,MPLADS-003211,CONT-0235,954000.0,2023-12-23,True
CNTR-003212,MPLADS-003212,CONT-0196,612000.0,2023-09-03,True
CNTR-003213,MPLADS-003213,CONT-0230,1478000.0,2023-07-02,True
CNTR-003214,MPLADS-003214,CONT-0082,1979000.0,2023-06-11,True
CNTR-003215,MPLADS-003215,CONT-0022,15894000.0,2023-12-13,True
CNTR-003216,MPLADS-003216,CONT-0268,1360000.0,2022-04-13,True
CNTR-003217,MPLADS-003217,CONT-0188,1783000.0,2023-07-02,True
CNTR-003218,MPLADS-003218,CONT-0037,2818000.0,2023-05-06,True
CNTR-003219,MPLADS-003219,CONT-0078,11373000.0,2023-09-21,True
CNTR-003220,MPLADS-003220,CONT-0206,1222000.0,2023-12-17,True
CNTR-003221,MPLADS-003221,CONT-0235,2181000.0,2023-03-20,True
CNTR-003222,MPLADS-003222,CONT-0032,9957000.0,2023-01-25,True
CNTR-003223,MPLADS-003223,CONT-0272,1859000.0,2023-03-12,True
CNTR-003224,MPLADS-003224,CONT-0234,921000.0,2022-04-02,True
CNTR-003225,MPLADS-003225,CONT-0123,543000.0,2023-10-19,True
CNTR-003226,MPLADS-003226,CONT-0046,2732000.0,2022-05-18,True
CNTR-003227,MPLADS-003227,CONT-0025,2469000.0,2023-03-06,True
CNTR-003228,MPLADS-003228,CONT-0121,1266000.0,2023-04-28,True
CNTR-003229,MPLADS-003229,CONT-0050,2089000.0,2022-05-23,True
CNTR-003230,MPLADS-003230,CONT-0095,2319000.0,2023-08-10,True
CNTR-003231,MPLADS-003231,CONT-0260,2706000.0,2023-07-18,True
CNTR-003232,MPLADS-003232,CONT-0174,2765000.0,2023-09-12,True
CNTR-003233,MPLADS-003233,CONT-0287,1897000.0,2022-05-15,True
CNTR-003234,MPLADS-003234,CONT-0120,1194000.0,2022-09-10,True
CNTR-003235,MPLADS-003235,CONT-0311,2462000.0,2022-09-24,True
CNTR-003236,MPLADS-003236,CONT-0140,2554000.0,2023-03-08,True
CNTR-003237,MPLADS-003237,CONT-0296,853000.0,2022-12-07,True
CNTR-003238,MPLADS-003238,CONT-0295,7472000.0,2023-01-19,True
CNTR-003239,MPLADS-003239,CONT-0014,499000.0,2022-04-09,True
CNTR-003240,MPLADS-003240,CONT-0149,1774000.0,2023-08-08,True
CNTR-003241,MPLADS-003241,CONT-0189,1762000.0,2023-12-24,True
CNTR-003242,MPLADS-003242,CONT-0146,2038000.0,2023-07-25,True
CNTR-003243,MPLADS-003243,CONT-0030,860000.0,2022-07-29,True
CNTR-003244,MPLADS-003244,CONT-0129,797000.0,2023-05-25,True
CNTR-003245,MPLADS-003245,CONT-0145,2380000.0,2023-12-22,True
CNTR-003246,MPLADS-003246,CONT-0212,2064000.0,2023-10-31,True
CNTR-003247,MPLADS-003247,CONT-0196,2495000.0,2023-08-29,True
CNTR-003248,MPLADS-003248,CONT-0059,3436000.0,2024-01-11,True
CNTR-003249,MPLADS-003249,CONT-0043,2062000.0,2023-08-24,True
CNTR-003250,MPLADS-003250,CONT-0064,2063000.0,2023-08-12,True
CNTR-003251,MPLADS-003251,CONT-0225,2831000.0,2023-10-12,True
CNTR-003252,MPLADS-003252,CONT-0007,13621000.0,2024-01-26,True
CNTR-003253,MPLADS-003253,CONT-0252,2837000.0,2023-10-29,True
CNTR-003254,MPLADS-003254,CONT-0001,489000.0,2024-01-12,True
CNTR-003255,MPLADS-003255,CONT-0044,1786000.0,2022-04-28,True
CNTR-003256,MPLADS-003256,CONT-0161,687000.0,2023-02-11,True
CNTR-003257,MPLADS-003257,CONT-0244,1543000.0,2023-05-05,True
CNTR-003258,MPLADS-003258,CONT-0131,2788000.0,2023-02-12,True
CNTR-003259,MPLADS-003259,CONT-0081,2545000.0,2022-12-19,True
CNTR-003260,MPLADS-003260,CONT-0185,728000.0,2022-12-17,True
CNTR-003261,MPLADS-003261,CONT-0151,2965000.0,2023-01-15,True
CNTR-003262,MPLADS-003262,CONT-0241,3303000.0,2022-09-07,True
CNTR-003263,MPLADS-003263,CONT-0117,1287000.0,2023-02-22,True
CNTR-003264,MPLADS-003264,CONT-0302,1363000.0,2023-05-18,True
CNTR-003265,MPLADS-003265,CONT-0014,2736000.0,2022-12-16,True
CNTR-003266,MPLADS-003266,CONT-0215,11023000.0,2023-11-12,True
CNTR-003267,MPLADS-003267,CONT-0121,820000.0,2022-06-01,True
CNTR-003268,MPLADS-003268,CONT-0083,8312000.0,2023-08-26,True
CNTR-003269,MPLADS-003269,CONT-0107,2382000.0,2023-10-24,True
CNTR-003270,MPLADS-003270,CONT-0013,1719000.0,2023-05-10,True
CNTR-003271,MPLADS-003271,CONT-0178,2297000.0,2024-02-12,True
CNTR-003272,MPLADS-003272,CONT-0316,2423000.0,2023-06-13,True
CNTR-003273,MPLADS-003273,CONT-0157,15634000.0,2022-03-05,True
CNTR-003274,MPLADS-003274,CONT-0311,8747000.0,2022-04-13,True
CNTR-003275,MPLADS-003275,CONT-0086,2335000.0,2023-09-18,True
CNTR-003276,MPLADS-003276,CONT-0221,2447000.0,2024-01-05,True
CNTR-003277,MPLADS-003277,CONT-0018,618000.0,2023-11-30,True
CNTR-003278,MPLADS-003278,CONT-0312,1515000.0,2023-12-23,True
CNTR-003279,MPLADS-003279,CONT-0035,503000.0,2022-04-10,True
CNTR-003280,MPLADS-003280,CONT-0037,1602000.0,2022-07-09,True
CNTR-003281,MPLADS-003281,CONT-0307,1810000.0,2023-02-22,True
CNTR-003282,MPLADS-003282,CONT-0258,2202000.0,2022-05-30,True
CNTR-003283,MPLADS-003283,CONT-0292,662000.0,2023-11-11,True
CNTR-003284,MPLADS-003284,CONT-0279,2395000.0,2022-03-03,True
CNTR-003285,MPLADS-003285,CONT-0317,2870000.0,2022-08-21,True
CNTR-003286,MPLADS-003286,CONT-0217,538000.0,2023-12-17,True
CNTR-003287,MPLADS-003287,CONT-0260,590000.0,2023-09-15,True
CNTR-003288,MPLADS-003288,CONT-0101,2107000.0,2023-11-16,True
CNTR-003289,MPLADS-003289,CONT-0029,2315000.0,2022-04-04,True
CNTR-003290,MPLADS-003290,CONT-0253,2290000.0,2022-05-08,True
CNTR-003291,MPLADS-003291,CONT-0267,14965000.0,2023-11-02,True
CNTR-003292,MPLADS-003292,CONT-0043,1300000.0,2023-04-25,True
CNTR-003293,MPLADS-003293,CONT-0245,2466000.0,2022-12-15,True
CNTR-003294,MPLADS-003294,CONT-0116,2850000.0,2022-10-27,True
CNTR-003295,MPLADS-003295,CONT-0112,726000.0,2024-01-15,True
CNTR-003296,MPLADS-003296,CONT-0132,1014000.0,2022-11-09,True
CNTR-003297,MPLADS-003297,CONT-0261,8575000.0,2023-03-17,True
CNTR-003298,MPLADS-003298,CONT-0292,2780000.0,2023-10-17,True
CNTR-003299,MPLADS-003299,CONT-0033,425000.0,2022-12-14,True
CNTR-003300,MPLADS-003300,CONT-0082,1924000.0,2022-11-09,True
CNTR-003301,MPLADS-003301,CONT-0294,8913000.0,2022-03-15,True
CNTR-003302,MPLADS-003302,CONT-0145,2270000.0,2022-06-28,True
CNTR-003303,MPLADS-003303,CONT-0117,693000.0,2024-01-13,True
CNTR-003304,MPLADS-003304,CONT-0212,2295000.0,2022-04-21,True
CNTR-003305,MPLADS-003305,CONT-0224,12313000.0,2022-11-25,True
CNTR-003306,MPLADS-003306,CONT-0110,1933000.0,2022-09-30,True
CNTR-003307,MPLADS-003307,CONT-0298,2397000.0,2023-11-20,True
CNTR-003308,MPLADS-003308,CONT-0200,8388000.0,2022-08-15,True
CNTR-003309,MPLADS-003309,CONT-0155,3190000.0,2023-02-09,True
CNTR-003310,MPLADS-003310,CONT-0225,13188000.0,2022-08-10,True
CNTR-003311,MPLADS-003311,CONT-0051,2679000.0,2022-08-31,True
CNTR-003312,MPLADS-003312,CONT-0266,1655000.0,2023-12-19,True
CNTR-003313,MPLADS-003313,CONT-0225,343000.0,2022-03-09,True
CNTR-003314,MPLADS-003314,CONT-0176,2944000.0,2023-03-29,True
CNTR-003315,MPLADS-003315,CONT-0139,2238000.0,2023-02-17,True
CNTR-003316,MPLADS-003316,CONT-0172,2158000.0,2023-07-27,True
CNTR-003317,MPLADS-003317,CONT-0184,1919000.0,2022-05-21,True
CNTR-003318,MPLADS-003318,CONT-0316,1514000.0,2022-10-18,True
CNTR-003319,MPLADS-003319,CONT-0273,1846000.0,2023-04-02,True
CNTR-003320,MPLADS-003320,CONT-0175,428000.0,2024-01-19,True
CNTR-003321,MPLADS-003321,CONT-0281,1985000.0,2023-02-09,True
CNTR-003322,MPLADS-003322,CONT-0203,1353000.0,2022-04-22,True
CNTR-003323,MPLADS-003323,CONT-0284,3450000.0,2023-08-31,True
CNTR-003324,MPLADS-003324,CONT-0053,2096000.0,2022-05-03,True
CNTR-003325,MPLADS-003325,CONT-0088,2467000.0,2023-04-12,True
CNTR-003326,MPLADS-003326,CONT-0063,3174000.0,2023-08-31,True
CNTR-003327,MPLADS-003327,CONT-0116,427000.0,2022-12-30,True
CNTR-003328,MPLADS-003328,CONT-0204,819000.0,2023-07-16,True
CNTR-003329,MPLADS-003329,CONT-0006,474000.0,2022-06-25,True
CNTR-003330,MPLADS-003330,CONT-0307,2733000.0,2023-08-04,True
CNTR-003331,MPLADS-003331,CONT-0319,1290000.0,2022-11-23,True
CNTR-003332,MPLADS-003332,CONT-0057,10790000.0,2022-12-02,True
CNTR-003333,MPLADS-003333,CONT-0114,2596000.0,2023-02-14,True
CNTR-003334,MPLADS-003334,CONT-0077,3332000.0,2023-06-22,True
CNTR-003335,MPLADS-003335,CONT-0256,1113000.0,2022-03-14,True
CNTR-003336,MPLADS-003336,CONT-0183,534000.0,2023-08-02,True
CNTR-003337,MPLADS-003337,CONT-0315,3381000.0,2022-05-06,True
CNTR-003338,MPLADS-003338,CONT-0035,666000.0,2024-01-16,True
CNTR-003339,MPLADS-003339,CONT-0087,11288000.0,2023-07-27,True
CNTR-003340,MPLADS-003340,CONT-0307,8170000.0,2023-05-31,True
CNTR-003341,MPLADS-003341,CONT-0264,1295000.0,2022-08-29,True
CNTR-003342,MPLADS-003342,CONT-0285,1301000.0,2022-08-09,True
CNTR-003343,MPLADS-003343,CONT-0025,11486000.0,2023-09-13,True
CNTR-003344,MPLADS-003344,CONT-0253,13218000.0,2022-03-31,True
CNTR-003345,MPLADS-003345,CONT-0295,11373000.0,2022-05-13,True
CNTR-003346,MPLADS-003346,CONT-0020,15783000.0,2023-04-11,True
CNTR-003347,MPLADS-003347,CONT-0051,1648000.0,2023-03-18,True
CNTR-003348,MPLADS-003348,CONT-0271,438000.0,2022-08-12,True
CNTR-003349,MPLADS-003349,CONT-0270,896000.0,2023-07-27,True
CNTR-003350,MPLADS-003350,CONT-0283,643000.0,2022-11-29,True
CNTR-003351,MPLADS-003351,CONT-0166,2877000.0,2023-06-07,True
CNTR-003352,MPLADS-003352,CONT-0100,2674000.0,2023-03-21,True
CNTR-003353,MPLADS-003353,CONT-0097,2898000.0,2023-02-02,True
CNTR-003354,MPLADS-003354,CONT-0017,15561000.0,2022-05-29,True
CNTR-003355,MPLADS-003355,CONT-0245,1129000.0,2022-04-02,True
CNTR-003356,MPLADS-003356,CONT-0197,1007000.0,2022-10-04,True
CNTR-003357,MPLADS-003357,CONT-0067,2204000.0,2022-03-17,True
CNTR-003358,MPLADS-003358,CONT-0215,16397000.0,2023-08-23,True
CNTR-003359,MPLADS-003359,CONT-0015,2964000.0,2023-05-09,True
CNTR-003360,MPLADS-003360,CONT-0167,693000.0,2022-05-28,True
CNTR-003361,MPLADS-003361,CONT-0052,3003000.0,2022-04-08,True
CNTR-003362,MPLADS-003362,CONT-0206,2312000.0,2023-12-22,True
CNTR-003363,MPLADS-003363,CONT-0237,1674000.0,2023-02-09,True
CNTR-003364,MPLADS-003364,CONT-0313,536000.0,2023-12-27,True
CNTR-003365,MPLADS-003365,CONT-0202,558000.0,2022-04-20,True
CNTR-003366,MPLADS-003366,CONT-0197,3568000.0,2022-10-27,True
CNTR-003367,MPLADS-003367,CONT-0183,1844000.0,2023-09-10,True
CNTR-003368,MPLADS-003368,CONT-0064,950000.0,2022-04-07,True
CNTR-003369,MPLADS-003369,CONT-0150,1394000.0,2023-02-03,True
CNTR-003370,MPLADS-003370,CONT-0085,636000.0,2022-12-12,True
CNTR-003371,MPLADS-003371,CONT-0087,2622000.0,2022-03-20,True
CNTR-003372,MPLADS-003372,CONT-0018,3080000.0,2023-01-14,True
CNTR-003373,MPLADS-003373,CONT-0148,2855000.0,2022-12-18,True
CNTR-003374,MPLADS-003374,CONT-0006,1773000.0,2022-07-09,True
CNTR-003375,MPLADS-003375,CONT-0144,464000.0,2023-03-11,True
CNTR-003376,MPLADS-003376,CONT-0179,3517000.0,2023-04-05,True
CNTR-003377,MPLADS-003377,CONT-0183,2008000.0,2023-05-09,True
CNTR-003378,MPLADS-003378,CONT-0265,2436000.0,2023-02-10,True
CNTR-003379,MPLADS-003379,CONT-0017,434000.0,2023-08-25,True
CNTR-003380,MPLADS-003380,CONT-0061,1791000.0,2022-10-11,True
CNTR-003381,MPLADS-003381,CONT-0252,14519000.0,2023-04-17,True
CNTR-003382,MPLADS-003382,CONT-0144,2658000.0,2022-06-01,True
CNTR-003383,MPLADS-003383,CONT-0130,1756000.0,2022-03-03,True
CNTR-003384,MPLADS-003384,CONT-0253,838000.0,2023-07-08,True
CNTR-003385,MPLADS-003385,CONT-0191,1758000.0,2023-07-26,True
CNTR-003386,MPLADS-003386,CONT-0141,3462000.0,2023-05-14,True
CNTR-003387,MPLADS-003387,CONT-0142,2267000.0,2022-03-09,True
CNTR-003388,MPLADS-003388,CONT-0320,1967000.0,2023-01-29,True
CNTR-003389,MPLADS-003389,CONT-0182,2359000.0,2023-12-28,True
CNTR-003390,MPLADS-003390,CONT-0314,3128000.0,2024-01-18,True
CNTR-003391,MPLADS-003391,CONT-0203,10790000.0,2023-08-20,True
CNTR-003392,MPLADS-003392,CONT-0110,429000.0,2023-05-11,True
CNTR-003393,MPLADS-003393,CONT-0052,3252000.0,2023-01-22,True
CNTR-003394,MPLADS-003394,CONT-0107,13092000.0,2022-02-27,True
CNTR-003395,MPLADS-003395,CONT-0260,835000.0,2023-08-25,True
CNTR-003396,MPLADS-003396,CONT-0261,2440000.0,2023-05-01,True
CNTR-003397,MPLADS-003397,CONT-0173,1994000.0,2023-04-10,True
CNTR-003398,MPLADS-003398,CONT-0081,3028000.0,2023-04-13,True
CNTR-003399,MPLADS-003399,CONT-0318,2578000.0,2022-12-07,True
CNTR-003400,MPLADS-003400,CONT-0121,1933000.0,2023-02-24,True
CNTR-003401,MPLADS-003401,CONT-0007,1775000.0,2022-08-04,True
CNTR-003402,MPLADS-003402,CONT-0222,355000.0,2022-07-26,True
CNTR-003403,MPLADS-003403,CONT-0095,2127000.0,2022-11-30,True
CNTR-003404,MPLADS-003404,CONT-0043,2016000.0,2022-02-22,True
CNTR-003405,MPLADS-003405,CONT-0195,2056000.0,2022-09-26,True
CNTR-003406,MPLADS-003406,CONT-0069,1802000.0,2022-08-04,True
CNTR-003407,MPLADS-003407,CONT-0213,2334000.0,2022-10-12,True
CNTR-003408,MPLADS-003408,CONT-0315,941000.0,2023-08-10,True
CNTR-003409,MPLADS-003409,CONT-0244,2209000.0,2023-04-10,True
CNTR-003410,MPLADS-003410,CONT-0119,373000.0,2022-04-22,True
CNTR-003411,MPLADS-003411,CONT-0221,1167000.0,2023-04-04,True
CNTR-003412,MPLADS-003412,CONT-0033,646000.0,2023-06-30,True
CNTR-003413,MPLADS-003413,CONT-0316,367000.0,2023-11-17,True
CNTR-003414,MPLADS-003414,CONT-0001,2341000.0,2023-10-29,True
CNTR-003415,MPLADS-003415,CONT-0120,2342000.0,2022-12-22,True
CNTR-003416,MPLADS-003416,CONT-0090,2505000.0,2022-12-09,True
CNTR-003417,MPLADS-003417,CONT-0243,2215000.0,2022-09-22,True
CNTR-003418,MPLADS-003418,CONT-0314,1182000.0,2023-08-12,True
CNTR-003419,MPLADS-003419,CONT-0199,367000.0,2023-09-07,True
CNTR-003420,MPLADS-003420,CONT-0055,1421000.0,2022-05-04,True
CNTR-003421,MPLADS-003421,CONT-0125,630000.0,2023-01-20,True
CNTR-003422,MPLADS-003422,CONT-0054,2402000.0,2023-11-30,True
CNTR-003423,MPLADS-003423,CONT-0201,3370000.0,2023-06-28,True
CNTR-003424,MPLADS-003424,CONT-0080,659000.0,2023-09-22,True
CNTR-003425,MPLADS-003425,CONT-0050,1323000.0,2022-08-17,True
CNTR-003426,MPLADS-003426,CONT-0122,1125000.0,2022-10-06,True
CNTR-003427,MPLADS-003427,CONT-0231,2012000.0,2022-06-05,True
CNTR-003428,MPLADS-003428,CONT-0150,11749000.0,2022-11-29,True
CNTR-003429,MPLADS-003429,CONT-0257,3523000.0,2023-01-05,True
CNTR-003430,MPLADS-003430,CONT-0068,2988000.0,2023-01-31,True
CNTR-003431,MPLADS-003431,CONT-0272,512000.0,2022-02-28,True
CNTR-003432,MPLADS-003432,CONT-0007,1394000.0,2022-06-10,True
CNTR-003433,MPLADS-003433,CONT-0116,3014000.0,2023-04-27,True
CNTR-003434,MPLADS-003434,CONT-0203,12507000.0,2023-02-21,True
CNTR-003435,MPLADS-003435,CONT-0063,2602000.0,2022-07-08,True
CNTR-003436,MPLADS-003436,CONT-0123,2865000.0,2023-05-30,True
CNTR-003437,MPLADS-003437,CONT-0260,1621000.0,2022-07-02,True
CNTR-003438,MPLADS-003438,CONT-0201,2619000.0,2023-09-01,True
CNTR-003439,MPLADS-003439,CONT-0033,3111000.0,2023-04-26,True
CNTR-003440,MPLADS-003440,CONT-0140,1407000.0,2022-04-09,True
CNTR-003441,MPLADS-003441,CONT-0023,2088000.0,2023-06-25,True
CNTR-003442,MPLADS-003442,CONT-0286,1941000.0,2023-07-19,True
