project_id,fraud_label,is_fraud,is_anomalous,is_hard_negative,risk_level,scenario_type,scenario_name,overall_risk_score,investigation_priority
MPLADS-003904,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003905,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003906,1,1,1,0,HIGH,PROCUREMENT_SINGLE_BID,PROCUREMENT_SINGLE_BID,70.0,ELEVATED
MPLADS-003907,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003908,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003909,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003910,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003911,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003912,1,1,1,0,CRITICAL,PAYMENT_PROGRESS_MISMATCH,PAYMENT_PROGRESS_MISMATCH,85.0,URGENT
MPLADS-003913,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003914,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003915,1,1,1,0,HIGH,ABANDONED_WORK,ABANDONED_WORK,70.0,ELEVATED
MPLADS-003916,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003917,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003918,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003919,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003920,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003921,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003922,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003923,1,1,1,0,HIGH,SUSPICIOUS_CONTRACTOR_MONOPOLY,SUSPICIOUS_CONTRACTOR_MONOPOLY,70.0,ELEVATED
MPLADS-003924,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003925,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003926,1,1,1,0,CRITICAL,COST_OVERRUN,COST_OVERRUN,85.0,URGENT
MPLADS-003927,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003928,0,0,0,1,MEDIUM,HIGH_VALUE_LEGITIMATE,HIGH_VALUE_LEGITIMATE,45.0,ROUTINE
MPLADS-003929,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003930,0,0,0,1,LOW,LEGITIMATE_REMOTE_SINGLE_BID,LEGITIMATE_REMOTE_SINGLE_BID,20.0,ROUTINE
MPLADS-003931,1,1,1,0,HIGH,ABANDONED_WORK,ABANDONED_WORK,70.0,ELEVATED
MPLADS-003932,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003933,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003934,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003935,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003936,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003937,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003938,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003939,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003940,0,0,0,1,LOW,LEGITIMATE_REMOTE_SINGLE_BID,LEGITIMATE_REMOTE_SINGLE_BID,20.0,ROUTINE
MPLADS-003941,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003942,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003943,1,1,1,0,HIGH,PROCUREMENT_SINGLE_BID,PROCUREMENT_SINGLE_BID,70.0,ELEVATED
MPLADS-003944,1,1,1,0,HIGH,DELAYED_WORK,DELAYED_WORK,70.0,ELEVATED
MPLADS-003945,1,1,1,0,HIGH,PROCUREMENT_SINGLE_BID,PROCUREMENT_SINGLE_BID,70.0,ELEVATED
MPLADS-003946,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003947,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003948,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003949,1,1,1,0,HIGH,SUSPICIOUS_CONTRACTOR_MONOPOLY,SUSPICIOUS_CONTRACTOR_MONOPOLY,70.0,ELEVATED
MPLADS-003950,1,1,1,0,HIGH,DELAYED_WORK,DELAYED_WORK,70.0,ELEVATED
MPLADS-003951,0,0,0,1,MEDIUM,HIGH_VALUE_LEGITIMATE,HIGH_VALUE_LEGITIMATE,45.0,ROUTINE
MPLADS-003952,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003953,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003954,0,0,0,1,MEDIUM,HIGH_VALUE_LEGITIMATE,HIGH_VALUE_LEGITIMATE,45.0,ROUTINE
MPLADS-003955,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003956,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003957,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003958,0,0,0,1,LOW,LEGITIMATE_REMOTE_SINGLE_BID,LEGITIMATE_REMOTE_SINGLE_BID,20.0,ROUTINE
MPLADS-003959,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003960,0,0,0,1,MEDIUM,HIGH_VALUE_LEGITIMATE,HIGH_VALUE_LEGITIMATE,45.0,ROUTINE
MPLADS-003961,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003962,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003963,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003964,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003965,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003966,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003967,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003968,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003969,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003970,0,0,0,1,LOW,LEGITIMATE_REMOTE_SINGLE_BID,LEGITIMATE_REMOTE_SINGLE_BID,20.0,ROUTINE
MPLADS-003971,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003972,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003973,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003974,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003975,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003976,1,1,1,0,CRITICAL,PAYMENT_PROGRESS_MISMATCH,PAYMENT_PROGRESS_MISMATCH,85.0,URGENT
MPLADS-003977,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003978,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003979,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003980,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003981,1,1,1,0,CRITICAL,PAYMENT_PROGRESS_MISMATCH,PAYMENT_PROGRESS_MISMATCH,85.0,URGENT
MPLADS-003982,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003983,0,0,0,1,MEDIUM,HIGH_VALUE_LEGITIMATE,HIGH_VALUE_LEGITIMATE,45.0,ROUTINE
MPLADS-003984,1,1,1,0,CRITICAL,PAYMENT_PROGRESS_MISMATCH,PAYMENT_PROGRESS_MISMATCH,85.0,URGENT
MPLADS-003985,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003986,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003987,0,0,0,1,MEDIUM,HIGH_VALUE_LEGITIMATE,HIGH_VALUE_LEGITIMATE,45.0,ROUTINE
MPLADS-003988,0,0,0,1,MEDIUM,HIGH_VALUE_LEGITIMATE,HIGH_VALUE_LEGITIMATE,45.0,ROUTINE
MPLADS-003989,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003990,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003991,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003992,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003993,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003994,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003995,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003996,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003997,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-003998,1,1,1,0,CRITICAL,PAYMENT_PROGRESS_MISMATCH,PAYMENT_PROGRESS_MISMATCH,85.0,URGENT
MPLADS-003999,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004000,0,0,0,1,MEDIUM,HIGH_VALUE_LEGITIMATE,HIGH_VALUE_LEGITIMATE,45.0,ROUTINE
MPLADS-004001,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004002,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004003,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004004,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004005,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004006,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004007,1,1,1,0,HIGH,DELAYED_WORK,DELAYED_WORK,70.0,ELEVATED
MPLADS-004008,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004009,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004010,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004011,0,0,0,1,MEDIUM,HIGH_VALUE_LEGITIMATE,HIGH_VALUE_LEGITIMATE,45.0,ROUTINE
MPLADS-004012,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004013,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004014,1,1,1,0,HIGH,ABANDONED_WORK,ABANDONED_WORK,70.0,ELEVATED
MPLADS-004015,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004016,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004017,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004018,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004019,0,0,0,1,LOW,LEGITIMATE_REMOTE_SINGLE_BID,LEGITIMATE_REMOTE_SINGLE_BID,20.0,ROUTINE
MPLADS-004020,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004021,1,1,1,0,CRITICAL,COST_OVERRUN,COST_OVERRUN,85.0,URGENT
MPLADS-004022,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004023,0,0,0,1,LOW,LEGITIMATE_WEATHER_DELAY,LEGITIMATE_WEATHER_DELAY,20.0,ROUTINE
MPLADS-004024,1,1,1,0,HIGH,DELAYED_WORK,DELAYED_WORK,70.0,ELEVATED
MPLADS-004025,1,1,1,0,HIGH,DOCUMENTATION_DEFICIT,DOCUMENTATION_DEFICIT,70.0,ELEVATED
MPLADS-004026,0,0,0,1,LOW,LEGITIMATE_REMOTE_SINGLE_BID,LEGITIMATE_REMOTE_SINGLE_BID,20.0,ROUTINE
MPLADS-004027,0,0,0,1,MEDIUM,HIGH_VALUE_LEGITIMATE,HIGH_VALUE_LEGITIMATE,45.0,ROUTINE
MPLADS-004028,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004029,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004030,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004031,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004032,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004033,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004034,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004035,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004036,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004037,1,1,1,0,CRITICAL,PAYMENT_PROGRESS_MISMATCH,PAYMENT_PROGRESS_MISMATCH,85.0,URGENT
MPLADS-004038,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004039,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004040,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004041,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004042,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004043,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004044,1,1,1,0,HIGH,DELAYED_WORK,DELAYED_WORK,70.0,ELEVATED
MPLADS-004045,0,0,0,1,MEDIUM,HIGH_VALUE_LEGITIMATE,HIGH_VALUE_LEGITIMATE,45.0,ROUTINE
MPLADS-004046,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004047,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004048,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004049,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004050,1,1,1,0,HIGH,DOCUMENTATION_DEFICIT,DOCUMENTATION_DEFICIT,70.0,ELEVATED
MPLADS-004051,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004052,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004053,1,1,1,0,HIGH,DOCUMENTATION_DEFICIT,DOCUMENTATION_DEFICIT,70.0,ELEVATED
MPLADS-004054,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004055,1,1,1,0,HIGH,PROCUREMENT_SINGLE_BID,PROCUREMENT_SINGLE_BID,70.0,ELEVATED
MPLADS-004056,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004057,0,0,0,1,MEDIUM,HIGH_VALUE_LEGITIMATE,HIGH_VALUE_LEGITIMATE,45.0,ROUTINE
MPLADS-004058,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004059,1,1,1,0,CRITICAL,PAYMENT_PROGRESS_MISMATCH,PAYMENT_PROGRESS_MISMATCH,85.0,URGENT
MPLADS-004060,1,1,1,0,HIGH,DELAYED_WORK,DELAYED_WORK,70.0,ELEVATED
MPLADS-004061,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004062,0,0,0,1,MEDIUM,HIGH_VALUE_LEGITIMATE,HIGH_VALUE_LEGITIMATE,45.0,ROUTINE
MPLADS-004063,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004064,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004065,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004066,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004067,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004068,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004069,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004070,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004071,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004072,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004073,1,1,1,0,CRITICAL,COST_OVERRUN,COST_OVERRUN,85.0,URGENT
MPLADS-004074,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004075,1,1,1,0,HIGH,DELAYED_WORK,DELAYED_WORK,70.0,ELEVATED
MPLADS-004076,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004077,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004078,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004079,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004080,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004081,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004082,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004083,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004084,0,0,0,1,LOW,LEGITIMATE_REMOTE_SINGLE_BID,LEGITIMATE_REMOTE_SINGLE_BID,20.0,ROUTINE
MPLADS-004085,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004086,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004087,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004088,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004089,1,1,1,0,CRITICAL,GHOST_WORK,GHOST_WORK,85.0,URGENT
MPLADS-004090,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004091,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004092,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004093,1,1,1,0,HIGH,SUSPICIOUS_CONTRACTOR_MONOPOLY,SUSPICIOUS_CONTRACTOR_MONOPOLY,70.0,ELEVATED
MPLADS-004094,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004095,0,0,0,1,LOW,LEGITIMATE_WEATHER_DELAY,LEGITIMATE_WEATHER_DELAY,20.0,ROUTINE
MPLADS-004096,0,0,0,1,MEDIUM,HIGH_VALUE_LEGITIMATE,HIGH_VALUE_LEGITIMATE,45.0,ROUTINE
MPLADS-004097,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004098,0,0,0,1,LOW,LEGITIMATE_REMOTE_SINGLE_BID,LEGITIMATE_REMOTE_SINGLE_BID,20.0,ROUTINE
MPLADS-004099,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004100,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004101,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004102,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004103,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004104,0,0,0,1,MEDIUM,HIGH_VALUE_LEGITIMATE,HIGH_VALUE_LEGITIMATE,45.0,ROUTINE
MPLADS-004105,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004106,1,1,1,0,CRITICAL,COST_OVERRUN,COST_OVERRUN,85.0,URGENT
MPLADS-004107,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004108,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004109,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004110,0,0,0,1,LOW,LEGITIMATE_WEATHER_DELAY,LEGITIMATE_WEATHER_DELAY,20.0,ROUTINE
MPLADS-004111,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004112,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004113,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004114,0,0,0,1,LOW,LEGITIMATE_REMOTE_SINGLE_BID,LEGITIMATE_REMOTE_SINGLE_BID,20.0,ROUTINE
MPLADS-004115,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004116,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004117,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004118,0,0,0,1,LOW,LEGITIMATE_REMOTE_SINGLE_BID,LEGITIMATE_REMOTE_SINGLE_BID,20.0,ROUTINE
MPLADS-004119,0,0,0,1,MEDIUM,HIGH_VALUE_LEGITIMATE,HIGH_VALUE_LEGITIMATE,45.0,ROUTINE
MPLADS-004120,0,0,0,1,MEDIUM,HIGH_VALUE_LEGITIMATE,HIGH_VALUE_LEGITIMATE,45.0,ROUTINE
MPLADS-004121,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004122,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004123,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004124,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004125,1,1,1,0,HIGH,DOCUMENTATION_DEFICIT,DOCUMENTATION_DEFICIT,70.0,ELEVATED
MPLADS-004126,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004127,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004128,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004129,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004130,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004131,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004132,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004133,1,1,1,0,HIGH,PROCUREMENT_SINGLE_BID,PROCUREMENT_SINGLE_BID,70.0,ELEVATED
MPLADS-004134,1,1,1,0,CRITICAL,COST_OVERRUN,COST_OVERRUN,85.0,URGENT
MPLADS-004135,1,1,1,0,HIGH,PROCUREMENT_SINGLE_BID,PROCUREMENT_SINGLE_BID,70.0,ELEVATED
MPLADS-004136,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004137,1,1,1,0,CRITICAL,GHOST_WORK,GHOST_WORK,85.0,URGENT
MPLADS-004138,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004139,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004140,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004141,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004142,0,0,0,1,LOW,LEGITIMATE_REMOTE_SINGLE_BID,LEGITIMATE_REMOTE_SINGLE_BID,20.0,ROUTINE
MPLADS-004143,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004144,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004145,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004146,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004147,1,1,1,0,CRITICAL,PAYMENT_PROGRESS_MISMATCH,PAYMENT_PROGRESS_MISMATCH,85.0,URGENT
MPLADS-004148,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004149,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004150,0,0,0,1,MEDIUM,HIGH_VALUE_LEGITIMATE,HIGH_VALUE_LEGITIMATE,45.0,ROUTINE
MPLADS-004151,1,1,1,0,CRITICAL,PAYMENT_PROGRESS_MISMATCH,PAYMENT_PROGRESS_MISMATCH,85.0,URGENT
MPLADS-004152,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004153,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004154,1,1,1,0,CRITICAL,GHOST_WORK,GHOST_WORK,85.0,URGENT
MPLADS-004155,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004156,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004157,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004158,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004159,1,1,1,0,HIGH,SUSPICIOUS_CONTRACTOR_MONOPOLY,SUSPICIOUS_CONTRACTOR_MONOPOLY,70.0,ELEVATED
MPLADS-004160,1,1,1,0,HIGH,SUSPICIOUS_CONTRACTOR_MONOPOLY,SUSPICIOUS_CONTRACTOR_MONOPOLY,70.0,ELEVATED
MPLADS-004161,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004162,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004163,1,1,1,0,CRITICAL,COST_OVERRUN,COST_OVERRUN,85.0,URGENT
MPLADS-004164,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004165,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004166,1,1,1,0,HIGH,PROCUREMENT_SINGLE_BID,PROCUREMENT_SINGLE_BID,70.0,ELEVATED
MPLADS-004167,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004168,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004169,0,0,0,1,LOW,LEGITIMATE_REMOTE_SINGLE_BID,LEGITIMATE_REMOTE_SINGLE_BID,20.0,ROUTINE
MPLADS-004170,0,0,0,1,MEDIUM,HIGH_VALUE_LEGITIMATE,HIGH_VALUE_LEGITIMATE,45.0,ROUTINE
MPLADS-004171,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004172,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004173,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-004174,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
