contract_id,project_id,contractor_id,work_order_amount,original_contract_value,final_contract_value,contract_value_change,contract_amendment_count,amendment_value,extension_count,extension_duration,award_date,original_completion_date,revised_completion_date,contract_delay_days,contractor_capacity,contract_value_to_capacity,external_service_provider_flag,subcontractor_count,subcontractor_value_share,end_period_expenditure_ratio,performance_guarantee_submitted
CNTR-003578,MPLADS-003578,CONT-0049,2712000.0,2712000.0,2811000.0,0.0365,3,99000.0,3,90,2023-09-20,2024-02-13,2024-05-13,480,5000000.0,0.5424,0,0,0.193,0.292,True
CNTR-003579,MPLADS-003579,CONT-0214,3550000.0,3550000.0,3271000.0,-0.0786,0,0.0,0,0,2022-08-07,2023-02-19,2023-02-19,25,20000000.0,0.1775,0,0,0.078,0.512,True
CNTR-003580,MPLADS-003580,CONT-0166,2246000.0,2246000.0,1892000.0,-0.1576,0,0.0,0,0,2022-08-06,2022-12-30,2022-12-30,7,20000000.0,0.1123,0,0,0.052,0.205,True
CNTR-003581,MPLADS-003581,CONT-0015,1714000.0,1714000.0,1671000.0,-0.0251,0,0.0,0,0,2022-11-21,2023-04-16,2023-04-16,15,5000000.0,0.3428,0,1,0.08,0.301,True
CNTR-003582,MPLADS-003582,CONT-0337,3051000.0,3051000.0,2808000.0,-0.0796,0,0.0,0,0,2023-11-24,2024-06-07,2024-06-07,30,100000000.0,0.0305,0,1,0.28,0.472,True
CNTR-003583,MPLADS-003583,CONT-0024,3485000.0,3485000.0,3277000.0,-0.0597,0,0.0,0,0,2023-05-07,2023-11-19,2023-11-19,26,5000000.0,0.697,0,0,0.082,0.169,True
CNTR-003584,MPLADS-003584,CONT-0187,2162000.0,2162000.0,2026000.0,-0.0629,0,0.0,0,0,2023-08-27,2024-01-20,2024-01-20,13,20000000.0,0.1081,0,0,0.174,0.328,True
CNTR-003585,MPLADS-003585,CONT-0256,913000.0,913000.0,921000.0,0.0088,0,8000.0,0,0,2023-06-29,2023-09-13,2023-09-13,31,5000000.0,0.1826,0,0,0.159,0.221,True
CNTR-003586,MPLADS-003586,CONT-0381,706000.0,706000.0,767000.0,0.0864,0,61000.0,0,0,2023-07-09,2023-09-23,2023-09-23,7,20000000.0,0.0353,0,1,0.004,0.345,True
CNTR-003587,MPLADS-003587,CONT-0165,11968000.0,11968000.0,11746000.0,-0.0185,0,0.0,0,0,2022-07-13,2023-08-03,2023-08-03,14,20000000.0,0.5984,0,0,0.281,0.523,True
CNTR-003588,MPLADS-003588,CONT-0175,3479000.0,3479000.0,3220000.0,-0.0744,0,0.0,0,0,2023-02-11,2023-07-27,2023-07-27,0,5000000.0,0.6958,0,1,0.254,0.162,True
CNTR-003589,MPLADS-003589,CONT-0113,501000.0,501000.0,516000.0,0.0299,0,15000.0,0,0,2022-07-18,2022-09-02,2022-09-02,0,20000000.0,0.025,0,0,0.132,0.264,True
CNTR-003590,MPLADS-003590,CONT-0123,2575000.0,2575000.0,2648000.0,0.0283,0,73000.0,0,0,2022-06-19,2022-12-02,2022-12-02,14,5000000.0,0.515,0,1,0.271,0.445,True
CNTR-003591,MPLADS-003591,CONT-0314,8773000.0,8773000.0,8295000.0,-0.0545,0,0.0,0,0,2022-05-10,2022-10-23,2022-10-23,0,5000000.0,1.7546,0,1,0.12,0.25,True
CNTR-003592,MPLADS-003592,CONT-0264,1784000.0,1784000.0,1692000.0,-0.0516,0,0.0,0,0,2022-08-13,2022-11-27,2022-11-27,0,20000000.0,0.0892,0,1,0.121,0.481,True
CNTR-003593,MPLADS-003593,CONT-0276,13798000.0,13798000.0,12888000.0,-0.066,0,0.0,0,0,2023-06-14,2024-07-04,2024-07-04,24,5000000.0,2.7596,0,1,0.036,0.163,True
CNTR-003594,MPLADS-003594,CONT-0149,1664000.0,1664000.0,1525000.0,-0.0835,0,0.0,0,0,2022-05-21,2022-10-04,2022-10-04,0,100000000.0,0.0166,0,1,0.166,0.198,True
CNTR-003595,MPLADS-003595,CONT-0329,860000.0,860000.0,792000.0,-0.0791,0,0.0,0,0,2022-05-27,2022-08-11,2022-08-11,9,5000000.0,0.172,0,0,0.135,0.221,True
CNTR-003596,MPLADS-003596,CONT-0073,14277000.0,14277000.0,7257000.0,-0.4917,0,0.0,0,0,2023-06-17,2024-07-07,2024-07-07,24,20000000.0,0.7138,0,0,0.207,0.211,True
CNTR-003597,MPLADS-003597,CONT-0063,1639000.0,1639000.0,1564000.0,-0.0458,0,0.0,0,0,2023-01-26,2023-06-11,2023-06-11,5,20000000.0,0.082,0,0,0.178,0.479,True
CNTR-003598,MPLADS-003598,CONT-0244,785000.0,785000.0,804000.0,0.0242,0,19000.0,0,0,2022-10-29,2023-01-13,2023-01-13,0,20000000.0,0.0392,0,2,0.242,0.168,True
CNTR-003599,MPLADS-003599,CONT-0302,965000.0,965000.0,934000.0,-0.0321,0,0.0,0,0,2022-09-26,2022-12-11,2022-12-11,7,100000000.0,0.0096,0,0,0.185,0.218,True
CNTR-003600,MPLADS-003600,CONT-0368,690000.0,690000.0,671000.0,-0.0275,2,0.0,2,60,2022-03-31,2022-05-16,2022-07-15,180,100000000.0,0.0069,0,0,0.054,0.394,True
CNTR-003601,MPLADS-003601,CONT-0132,3719000.0,3719000.0,3610000.0,-0.0293,0,0.0,0,0,2022-06-14,2022-12-27,2022-12-27,12,5000000.0,0.7438,0,1,0.055,0.289,True
CNTR-003602,MPLADS-003602,CONT-0046,2492000.0,2492000.0,2329000.0,-0.0654,0,0.0,0,0,2022-10-25,2023-04-09,2023-04-09,16,20000000.0,0.1246,0,0,0.178,0.162,True
CNTR-003603,MPLADS-003603,CONT-0150,1462000.0,1462000.0,1422000.0,-0.0274,0,0.0,0,0,2022-04-25,2022-09-08,2022-09-08,0,5000000.0,0.2924,0,0,0.294,0.191,True
CNTR-003604,MPLADS-003604,CONT-0211,3790000.0,3790000.0,3667000.0,-0.0325,0,0.0,0,0,2022-07-11,2023-01-23,2023-01-23,0,20000000.0,0.1895,0,2,0.051,0.519,True
CNTR-003605,MPLADS-003605,CONT-0223,544000.0,544000.0,805000.0,0.4798,0,261000.0,0,0,2022-05-10,2022-06-25,2022-06-25,0,5000000.0,0.1088,0,0,0.285,0.271,True
CNTR-003606,MPLADS-003606,CONT-0270,65139000.0,65139000.0,58060000.0,-0.1087,0,0.0,0,0,2022-06-28,2023-07-19,2023-07-19,7,100000000.0,0.6514,0,0,0.014,0.19,True
CNTR-003607,MPLADS-003607,CONT-0354,2983000.0,2983000.0,2913000.0,-0.0235,0,0.0,0,0,2023-03-02,2023-08-15,2023-08-15,32,5000000.0,0.5966,0,0,0.004,0.384,True
CNTR-003608,MPLADS-003608,CONT-0216,453000.0,453000.0,453000.0,0.0,0,0.0,0,0,2023-08-29,2023-10-14,2023-10-14,22,20000000.0,0.0226,0,0,0.097,0.202,True
CNTR-003609,MPLADS-003609,CONT-0049,2478000.0,2478000.0,2394000.0,-0.0339,0,0.0,0,0,2023-04-04,2023-10-17,2023-10-17,32,5000000.0,0.4956,0,0,0.179,0.463,True
CNTR-003610,MPLADS-003610,CONT-0177,606000.0,606000.0,341000.0,-0.4373,0,0.0,0,0,2022-03-30,2022-05-15,2022-05-15,8,5000000.0,0.1212,0,0,0.2,0.276,True
CNTR-003611,MPLADS-003611,CONT-0159,2778000.0,2778000.0,4380000.0,0.5767,0,1602000.0,0,0,2023-06-02,2023-12-15,2023-12-15,19,5000000.0,0.5556,0,0,0.223,0.338,True
CNTR-003612,MPLADS-003612,CONT-0296,1725000.0,1725000.0,1670000.0,-0.0319,0,0.0,0,0,2022-06-02,2022-09-16,2022-09-16,0,5000000.0,0.345,0,0,0.112,0.181,True
CNTR-003613,MPLADS-003613,CONT-0308,2439000.0,2439000.0,2324000.0,-0.0472,0,0.0,0,0,2023-01-21,2023-06-16,2023-06-16,9,100000000.0,0.0244,0,0,0.027,0.326,True
CNTR-003614,MPLADS-003614,CONT-0310,760000.0,760000.0,711000.0,-0.0645,0,0.0,0,0,2023-03-15,2023-05-30,2023-05-30,11,5000000.0,0.152,0,1,0.266,0.211,True
CNTR-003615,MPLADS-003615,CONT-0337,638000.0,638000.0,661000.0,0.0361,0,23000.0,0,0,2022-06-18,2022-09-02,2022-09-02,25,100000000.0,0.0064,0,0,0.111,0.381,True
CNTR-003616,MPLADS-003616,CONT-0010,10465000.0,10465000.0,10129000.0,-0.0321,0,0.0,0,0,2022-11-27,2023-12-18,2023-12-18,0,100000000.0,0.1046,0,1,0.219,0.302,True
CNTR-003617,MPLADS-003617,CONT-0237,15694000.0,15694000.0,15052000.0,-0.0409,0,0.0,0,0,2022-05-29,2023-06-19,2023-06-19,30,5000000.0,3.1388,0,0,0.096,0.386,True
CNTR-003618,MPLADS-003618,CONT-0136,2792000.0,2792000.0,2616000.0,-0.063,0,0.0,0,0,2023-05-08,2023-11-20,2023-11-20,19,20000000.0,0.1396,0,2,0.194,0.169,True
CNTR-003619,MPLADS-003619,CONT-0263,2527000.0,2527000.0,2640000.0,0.0447,0,113000.0,0,0,2022-11-20,2023-05-05,2023-05-05,0,5000000.0,0.5054,0,0,0.105,0.542,True
CNTR-003620,MPLADS-003620,CONT-0109,11208000.0,11208000.0,11411000.0,0.0181,0,203000.0,0,0,2023-02-17,2024-03-09,2024-03-09,0,20000000.0,0.5604,0,0,0.047,0.289,True
CNTR-003621,MPLADS-003621,CONT-0382,704000.0,704000.0,621000.0,-0.1179,0,0.0,0,0,2022-10-01,2022-12-16,2022-12-16,16,100000000.0,0.007,0,2,0.108,0.157,True
CNTR-003622,MPLADS-003622,CONT-0060,1420000.0,1420000.0,1342000.0,-0.0549,0,0.0,0,0,2022-02-11,2022-06-27,2022-06-27,1,20000000.0,0.071,0,1,0.109,0.373,True
CNTR-003623,MPLADS-003623,CONT-0377,2777000.0,2777000.0,2965000.0,0.0677,0,188000.0,0,0,2022-05-30,2022-10-23,2022-10-23,0,20000000.0,0.1388,0,0,0.179,0.275,True
CNTR-003624,MPLADS-003624,CONT-0088,1664000.0,1664000.0,1499000.0,-0.0992,0,0.0,0,0,2023-02-10,2023-05-27,2023-05-27,13,5000000.0,0.3328,0,0,0.095,0.269,True
CNTR-003625,MPLADS-003625,CONT-0088,1109000.0,1109000.0,992000.0,-0.1055,0,0.0,0,0,2023-06-02,2023-08-17,2023-08-17,0,5000000.0,0.2218,0,0,0.248,0.282,True
CNTR-003626,MPLADS-003626,CONT-0099,1777000.0,1777000.0,1673000.0,-0.0585,0,0.0,0,0,2022-03-30,2022-08-23,2022-08-23,30,100000000.0,0.0178,0,0,0.186,0.414,True
CNTR-003627,MPLADS-003627,CONT-0263,1156000.0,1156000.0,1159000.0,0.0026,0,3000.0,0,0,2024-01-29,2024-06-13,2024-06-13,0,5000000.0,0.2312,0,1,0.073,0.522,True
CNTR-003628,MPLADS-003628,CONT-0206,2394000.0,2394000.0,2296000.0,-0.0409,0,0.0,0,0,2023-07-15,2023-12-08,2023-12-08,0,20000000.0,0.1197,0,0,0.159,0.432,True
CNTR-003629,MPLADS-003629,CONT-0240,913000.0,913000.0,791000.0,-0.1336,0,0.0,0,0,2022-11-29,2023-02-13,2023-02-13,0,20000000.0,0.0457,0,0,0.11,0.182,True
CNTR-003630,MPLADS-003630,CONT-0133,2504000.0,2504000.0,2243000.0,-0.1042,0,0.0,0,0,2023-10-11,2024-01-25,2024-01-25,3,20000000.0,0.1252,0,0,0.132,0.256,True
CNTR-003631,MPLADS-003631,CONT-0211,2026000.0,2026000.0,1346000.0,-0.3356,0,0.0,0,0,2023-07-25,2024-02-06,2024-02-06,25,20000000.0,0.1013,0,1,0.279,0.177,True
CNTR-003632,MPLADS-003632,CONT-0339,1029000.0,1029000.0,1018000.0,-0.0107,0,0.0,0,0,2023-08-15,2023-10-30,2023-10-30,17,20000000.0,0.0514,0,0,0.032,0.479,True
CNTR-003633,MPLADS-003633,CONT-0126,1492000.0,1492000.0,1479000.0,-0.0087,0,0.0,0,0,2023-07-22,2023-12-05,2023-12-05,22,100000000.0,0.0149,0,0,0.228,0.454,True
CNTR-003634,MPLADS-003634,CONT-0289,1048000.0,1048000.0,975000.0,-0.0697,0,0.0,0,0,2023-06-04,2023-08-19,2023-08-19,0,20000000.0,0.0524,0,2,0.121,0.453,True
CNTR-003635,MPLADS-003635,CONT-0323,672000.0,672000.0,616000.0,-0.0833,0,0.0,0,0,2022-04-14,2022-05-30,2022-05-30,19,5000000.0,0.1344,0,0,0.283,0.272,True
CNTR-003636,MPLADS-003636,CONT-0194,1067000.0,1067000.0,929000.0,-0.1293,0,0.0,0,0,2024-01-24,2024-06-08,2024-06-08,28,20000000.0,0.0534,0,0,0.004,0.224,True
CNTR-003637,MPLADS-003637,CONT-0049,11052000.0,11052000.0,17999000.0,0.6286,0,6947000.0,0,0,2022-04-27,2023-05-18,2023-05-18,30,5000000.0,2.2104,0,0,0.012,0.403,True
CNTR-003638,MPLADS-003638,CONT-0326,438000.0,438000.0,418000.0,-0.0457,0,0.0,0,0,2024-01-23,2024-03-09,2024-03-09,0,20000000.0,0.0219,0,0,0.272,0.186,True
CNTR-003639,MPLADS-003639,CONT-0324,592000.0,592000.0,515000.0,-0.1301,0,0.0,0,0,2022-06-13,2022-08-28,2022-08-28,32,20000000.0,0.0296,0,1,0.117,0.211,True
CNTR-003640,MPLADS-003640,CONT-0337,3259000.0,3259000.0,2999000.0,-0.0798,0,0.0,0,0,2022-12-08,2023-05-23,2023-05-23,28,100000000.0,0.0326,0,0,0.264,0.275,True
CNTR-003641,MPLADS-003641,CONT-0313,1889000.0,1889000.0,1655000.0,-0.1239,0,0.0,0,0,2023-08-07,2023-12-21,2023-12-21,0,5000000.0,0.3778,0,1,0.104,0.174,True
CNTR-003642,MPLADS-003642,CONT-0374,2209000.0,2209000.0,2165000.0,-0.0199,0,0.0,0,0,2023-11-19,2024-06-02,2024-06-02,9,5000000.0,0.4418,0,0,0.277,0.415,True
CNTR-003643,MPLADS-003643,CONT-0255,3550000.0,3550000.0,3723000.0,0.0487,0,173000.0,0,0,2022-07-17,2023-01-29,2023-01-29,0,100000000.0,0.0355,0,0,0.189,0.353,True
CNTR-003644,MPLADS-003644,CONT-0283,2958000.0,2958000.0,2870000.0,-0.0297,0,0.0,0,0,2023-11-18,2024-04-12,2024-04-12,29,100000000.0,0.0296,0,0,0.067,0.203,True
CNTR-003645,MPLADS-003645,CONT-0044,1757000.0,1757000.0,1702000.0,-0.0313,0,0.0,0,0,2022-10-07,2023-03-22,2023-03-22,25,5000000.0,0.3514,0,0,0.09,0.254,True
CNTR-003646,MPLADS-003646,CONT-0072,2172000.0,2172000.0,1986000.0,-0.0856,0,0.0,0,0,2023-05-10,2023-08-24,2023-08-24,32,5000000.0,0.4344,0,0,0.092,0.43,True
CNTR-003647,MPLADS-003647,CONT-0091,561000.0,561000.0,520000.0,-0.0731,0,0.0,0,0,2022-12-16,2023-03-02,2023-03-02,0,5000000.0,0.1122,0,0,0.223,0.396,True
CNTR-003648,MPLADS-003648,CONT-0188,2424000.0,2424000.0,2372000.0,-0.0215,0,0.0,0,0,2022-09-24,2023-04-08,2023-04-08,32,20000000.0,0.1212,0,0,0.283,0.521,True
CNTR-003649,MPLADS-003649,CONT-0365,3269000.0,3269000.0,2967000.0,-0.0924,0,0.0,0,0,2022-05-12,2022-10-25,2022-10-25,14,20000000.0,0.1635,0,0,0.262,0.274,True
CNTR-003650,MPLADS-003650,CONT-0352,1499000.0,1499000.0,800000.0,-0.4663,0,0.0,0,0,2023-07-16,2023-11-29,2023-11-29,0,100000000.0,0.015,0,0,0.233,0.5,True
CNTR-003651,MPLADS-003651,CONT-0162,2597000.0,2597000.0,2446000.0,-0.0581,0,0.0,0,0,2022-04-08,2022-09-01,2022-09-01,18,20000000.0,0.1298,0,2,0.145,0.271,True
CNTR-003652,MPLADS-003652,CONT-0055,15908000.0,15908000.0,15024000.0,-0.0556,0,0.0,0,0,2023-08-30,2024-09-19,2024-09-19,32,5000000.0,3.1816,0,0,0.183,0.47,True
CNTR-003653,MPLADS-003653,CONT-0220,578000.0,578000.0,514000.0,-0.1107,0,0.0,0,0,2023-02-05,2023-03-23,2023-03-23,0,5000000.0,0.1156,0,0,0.025,0.184,True
CNTR-003654,MPLADS-003654,CONT-0111,16416000.0,16416000.0,14856000.0,-0.095,0,0.0,0,0,2022-11-03,2023-11-24,2023-11-24,25,20000000.0,0.8208,0,0,0.004,0.465,True
CNTR-003655,MPLADS-003655,CONT-0209,2062000.0,2062000.0,2020000.0,-0.0204,4,0.0,4,120,2022-05-05,2022-09-28,2023-01-26,480,5000000.0,0.4124,0,2,0.25,0.268,True
CNTR-003656,MPLADS-003656,CONT-0020,7264000.0,7264000.0,7600000.0,0.0463,0,336000.0,0,0,2022-04-15,2022-09-08,2022-09-08,10,20000000.0,0.3632,0,1,0.116,0.494,True
CNTR-003657,MPLADS-003657,CONT-0110,3154000.0,3154000.0,2792000.0,-0.1148,0,0.0,0,0,2023-05-31,2023-12-13,2023-12-13,1,5000000.0,0.6308,0,0,0.106,0.227,True
CNTR-003658,MPLADS-003658,CONT-0353,9587000.0,9587000.0,9289000.0,-0.0311,0,0.0,0,0,2023-07-05,2024-07-25,2024-07-25,0,20000000.0,0.4794,0,0,0.221,0.231,True
CNTR-003659,MPLADS-003659,CONT-0228,584000.0,584000.0,615000.0,0.0531,0,31000.0,0,0,2022-11-02,2023-01-17,2023-01-17,31,5000000.0,0.1168,0,0,0.216,0.238,True
CNTR-003660,MPLADS-003660,CONT-0254,3282000.0,3282000.0,3194000.0,-0.0268,0,0.0,0,0,2022-06-20,2022-12-03,2022-12-03,15,20000000.0,0.1641,0,0,0.136,0.474,True
CNTR-003661,MPLADS-003661,CONT-0092,1667000.0,1667000.0,1471000.0,-0.1176,0,0.0,0,0,2024-01-27,2024-06-21,2024-06-21,0,100000000.0,0.0167,0,0,0.092,0.469,True
CNTR-003662,MPLADS-003662,CONT-0213,8010000.0,8010000.0,7799000.0,-0.0263,0,0.0,0,0,2023-05-22,2024-06-11,2024-06-11,29,20000000.0,0.4005,0,0,0.145,0.176,True
CNTR-003663,MPLADS-003663,CONT-0137,2791000.0,2791000.0,2597000.0,-0.0695,4,0.0,4,120,2023-08-04,2024-01-17,2024-05-16,540,5000000.0,0.5582,0,2,0.28,0.511,True
CNTR-003664,MPLADS-003664,CONT-0209,3084000.0,3084000.0,3180000.0,0.0311,0,96000.0,0,0,2022-11-02,2023-05-17,2023-05-17,31,5000000.0,0.6168,0,0,0.203,0.439,True
CNTR-003665,MPLADS-003665,CONT-0335,15638000.0,15638000.0,15052000.0,-0.0375,0,0.0,0,0,2022-07-14,2023-08-04,2023-08-04,15,20000000.0,0.7819,0,0,0.179,0.501,True
CNTR-003666,MPLADS-003666,CONT-0069,2562000.0,2562000.0,1473000.0,-0.4251,0,0.0,0,0,2023-07-07,2023-12-20,2023-12-20,0,20000000.0,0.1281,0,0,0.18,0.162,True
CNTR-003667,MPLADS-003667,CONT-0317,1994000.0,1994000.0,1952000.0,-0.0211,0,0.0,0,0,2023-08-12,2024-01-05,2024-01-05,0,5000000.0,0.3988,0,0,0.248,0.481,True
CNTR-003668,MPLADS-003668,CONT-0122,2359000.0,2359000.0,2291000.0,-0.0288,0,0.0,0,0,2023-03-15,2023-06-29,2023-06-29,33,20000000.0,0.118,0,0,0.292,0.207,True
CNTR-003669,MPLADS-003669,CONT-0236,3623000.0,3623000.0,3543000.0,-0.0221,0,0.0,0,0,2022-03-16,2022-09-28,2022-09-28,0,20000000.0,0.1812,0,1,0.281,0.369,True
CNTR-003670,MPLADS-003670,CONT-0119,14618000.0,14618000.0,12677000.0,-0.1328,0,0.0,0,0,2023-10-10,2024-10-30,2024-10-30,8,5000000.0,2.9236,0,0,0.063,0.338,True
CNTR-003671,MPLADS-003671,CONT-0197,10212000.0,10212000.0,10103000.0,-0.0107,0,0.0,0,0,2022-10-22,2023-04-06,2023-04-06,22,5000000.0,2.0424,0,0,0.097,0.498,True
CNTR-003672,MPLADS-003672,CONT-0343,894000.0,894000.0,879000.0,-0.0168,0,0.0,0,0,2023-10-30,2024-01-14,2024-01-14,0,20000000.0,0.0447,0,0,0.274,0.536,True
CNTR-003673,MPLADS-003673,CONT-0012,8970000.0,8970000.0,9062000.0,0.0103,0,92000.0,0,0,2023-11-25,2024-12-15,2024-12-15,5,20000000.0,0.4485,0,0,0.266,0.27,True
CNTR-003674,MPLADS-003674,CONT-0101,1040000.0,1040000.0,941000.0,-0.0952,0,0.0,0,0,2023-09-28,2023-12-13,2023-12-13,34,20000000.0,0.052,0,0,0.087,0.45,True
CNTR-003675,MPLADS-003675,CONT-0189,10024000.0,10024000.0,8775000.0,-0.1246,0,0.0,0,0,2022-06-28,2023-07-19,2023-07-19,0,20000000.0,0.5012,0,0,0.02,0.221,True
CNTR-003676,MPLADS-003676,CONT-0223,640000.0,640000.0,659000.0,0.0297,0,19000.0,0,0,2023-02-20,2023-05-07,2023-05-07,0,5000000.0,0.128,0,0,0.189,0.485,True
CNTR-003677,MPLADS-003677,CONT-0033,8886000.0,8886000.0,8173000.0,-0.0802,0,0.0,0,0,2022-02-25,2023-03-18,2023-03-18,13,5000000.0,1.7772,0,0,0.031,0.352,True
CNTR-003678,MPLADS-003678,CONT-0320,2381000.0,2381000.0,2345000.0,-0.0151,0,0.0,0,0,2022-07-02,2022-12-15,2022-12-15,29,20000000.0,0.119,0,0,0.119,0.396,True
CNTR-003679,MPLADS-003679,CONT-0114,12688000.0,12688000.0,11306000.0,-0.1089,0,0.0,0,0,2022-08-22,2023-09-12,2023-09-12,15,100000000.0,0.1269,0,2,0.298,0.452,True
CNTR-003680,MPLADS-003680,CONT-0167,2727000.0,2727000.0,2472000.0,-0.0935,0,0.0,0,0,2023-08-02,2024-02-14,2024-02-14,30,20000000.0,0.1364,0,0,0.115,0.541,True
CNTR-003681,MPLADS-003681,CONT-0093,767000.0,767000.0,707000.0,-0.0782,3,0.0,3,90,2022-10-18,2023-01-02,2023-04-02,180,100000000.0,0.0077,0,0,0.237,0.464,True
CNTR-003682,MPLADS-003682,CONT-0127,3255000.0,3255000.0,3027000.0,-0.07,0,0.0,0,0,2022-10-06,2023-03-21,2023-03-21,0,20000000.0,0.1628,0,0,0.032,0.423,True
CNTR-003683,MPLADS-003683,CONT-0161,623000.0,623000.0,574000.0,-0.0787,0,0.0,0,0,2022-06-03,2022-07-19,2022-07-19,0,20000000.0,0.0312,0,0,0.157,0.208,True
CNTR-003684,MPLADS-003684,CONT-0220,1144000.0,1144000.0,1074000.0,-0.0612,0,0.0,0,0,2023-10-16,2024-02-29,2024-02-29,15,5000000.0,0.2288,0,0,0.035,0.543,True
CNTR-003685,MPLADS-003685,CONT-0332,1593000.0,1593000.0,1575000.0,-0.0113,0,0.0,0,0,2023-08-30,2024-01-13,2024-01-13,21,100000000.0,0.0159,0,2,0.059,0.494,True
CNTR-003686,MPLADS-003686,CONT-0297,3235000.0,3235000.0,3182000.0,-0.0164,0,0.0,0,0,2024-01-11,2024-07-25,2024-07-25,0,5000000.0,0.647,0,0,0.209,0.3,True
CNTR-003687,MPLADS-003687,CONT-0381,1063000.0,1063000.0,965000.0,-0.0922,0,0.0,0,0,2022-06-05,2022-10-19,2022-10-19,4,20000000.0,0.0532,0,0,0.145,0.485,True
CNTR-003688,MPLADS-003688,CONT-0123,1647000.0,1647000.0,1561000.0,-0.0522,0,0.0,0,0,2023-03-04,2023-07-18,2023-07-18,33,5000000.0,0.3294,0,2,0.072,0.506,True
CNTR-003689,MPLADS-003689,CONT-0372,635000.0,635000.0,602000.0,-0.052,0,0.0,0,0,2022-02-22,2022-04-09,2022-04-09,11,20000000.0,0.0318,0,0,0.185,0.508,True
CNTR-003690,MPLADS-003690,CONT-0318,709000.0,709000.0,694000.0,-0.0212,0,0.0,0,0,2022-11-26,2023-02-10,2023-02-10,31,5000000.0,0.1418,0,0,0.173,0.448,True
CNTR-003691,MPLADS-003691,CONT-0105,1237000.0,1237000.0,1287000.0,0.0404,0,50000.0,0,0,2022-03-14,2022-06-28,2022-06-28,0,100000000.0,0.0124,0,1,0.167,0.399,True
CNTR-003692,MPLADS-003692,CONT-0022,1328000.0,1328000.0,1208000.0,-0.0904,0,0.0,0,0,2023-12-30,2024-05-14,2024-05-14,21,5000000.0,0.2656,0,0,0.213,0.226,True
CNTR-003693,MPLADS-003693,CONT-0370,691000.0,691000.0,594000.0,-0.1404,0,0.0,0,0,2023-03-24,2023-05-09,2023-05-09,4,20000000.0,0.0346,0,0,0.034,0.517,True
CNTR-003694,MPLADS-003694,CONT-0178,1777000.0,1777000.0,1674000.0,-0.058,0,0.0,0,0,2023-12-13,2024-03-28,2024-03-28,30,5000000.0,0.3554,0,0,0.199,0.543,True
CNTR-003695,MPLADS-003695,CONT-0090,437000.0,437000.0,629000.0,0.4394,0,192000.0,0,0,2023-09-01,2023-10-17,2023-10-17,0,20000000.0,0.0218,0,0,0.291,0.425,True
CNTR-003696,MPLADS-003696,CONT-0150,1295000.0,1295000.0,1221000.0,-0.0571,0,0.0,0,0,2023-06-22,2023-11-05,2023-11-05,19,5000000.0,0.259,0,2,0.018,0.545,True
CNTR-003697,MPLADS-003697,CONT-0032,15094000.0,15094000.0,14832000.0,-0.0174,0,0.0,0,0,2023-03-08,2024-03-28,2024-03-28,0,5000000.0,3.0188,0,1,0.183,0.454,True
CNTR-003698,MPLADS-003698,CONT-0182,1690000.0,1690000.0,1642000.0,-0.0284,0,0.0,0,0,2022-04-13,2022-08-27,2022-08-27,0,20000000.0,0.0845,0,0,0.299,0.153,True
CNTR-003699,MPLADS-003699,CONT-0280,1762000.0,1762000.0,2737000.0,0.5533,0,975000.0,0,0,2023-07-24,2023-12-17,2023-12-17,10,5000000.0,0.3524,0,0,0.119,0.321,True
CNTR-003700,MPLADS-003700,CONT-0367,1489000.0,1489000.0,1504000.0,0.0101,0,15000.0,0,0,2022-05-18,2022-10-01,2022-10-01,0,20000000.0,0.0744,0,0,0.259,0.215,True
CNTR-003701,MPLADS-003701,CONT-0118,8536000.0,8536000.0,3355000.0,-0.607,0,0.0,0,0,2023-01-29,2024-02-19,2024-02-19,15,20000000.0,0.4268,0,1,0.05,0.376,True
CNTR-003702,MPLADS-003702,CONT-0269,2422000.0,2422000.0,2400000.0,-0.0091,0,0.0,0,0,2023-01-17,2023-07-02,2023-07-02,0,20000000.0,0.1211,0,0,0.042,0.442,True
CNTR-003703,MPLADS-003703,CONT-0123,2989000.0,2989000.0,3066000.0,0.0258,0,77000.0,0,0,2023-10-05,2024-04-18,2024-04-18,18,5000000.0,0.5978,0,2,0.041,0.163,True
CNTR-003704,MPLADS-003704,CONT-0345,2609000.0,2609000.0,2668000.0,0.0226,0,59000.0,0,0,2023-08-16,2024-01-09,2024-01-09,26,100000000.0,0.0261,0,0,0.236,0.463,True
CNTR-003705,MPLADS-003705,CONT-0326,1744000.0,1744000.0,1674000.0,-0.0401,0,0.0,0,0,2023-01-21,2023-06-16,2023-06-16,21,20000000.0,0.0872,0,0,0.158,0.426,True
CNTR-003706,MPLADS-003706,CONT-0393,577000.0,577000.0,549000.0,-0.0485,0,0.0,0,0,2023-08-13,2023-09-28,2023-09-28,17,100000000.0,0.0058,0,0,0.09,0.55,True
CNTR-003707,MPLADS-003707,CONT-0275,11127000.0,11127000.0,10088000.0,-0.0934,0,0.0,0,0,2022-11-02,2023-11-23,2023-11-23,0,5000000.0,2.2254,0,1,0.218,0.387,True
CNTR-003708,MPLADS-003708,CONT-0196,2291000.0,2291000.0,2256000.0,-0.0153,0,0.0,0,0,2023-04-05,2023-07-20,2023-07-20,14,5000000.0,0.4582,0,0,0.16,0.277,True
