contractor_id,contractor_name,home_district_id,home_state_id,registration_category,financial_capacity,base_quality_score,past_irregularity_rate,contractor_past_irregularity_rate,contractor_capacity_strain,contractor_project_count,contractor_total_contract_value,contractor_average_contract_value,contractor_max_contract_value,contractor_project_share,contractor_value_share,contractor_district_concentration,contractor_agency_concentration,contractor_constituency_concentration,contractor_delay_rate,contractor_completion_rate,contractor_cancellation_rate,contractor_previous_irregularities,contractor_financial_capacity,contractor_value_to_capacity,repeated_agency_contractor_pair,shared_ownership,shared_directors,shared_shareholders,shared_address,beneficial_owner_overlap,contractor_financial_health,company_ownership_change,director_change,address_change
CONT-0251,Dube-Sampath Infrastructure Pvt Ltd,DIST-0212,ST-05,Class C,20000000.0,0.789,0.0794,0.1721,1.571,16,166293665.5984099,9777909.907153687,9907169.502721146,0.1583,0.2485,0.261,0.278,0.845,0.183,0.765,0.02,0,20000000.0,1.307,0,0,0,1,0,0,0.762,0,0,0
CONT-0252,Purohit Enterprises,DIST-0554,ST-16,Class B,20000000.0,0.967,0.138,0.0656,1.409,22,230908332.30179462,4929637.978992409,31266602.53362564,0.2703,0.3502,0.887,0.259,0.645,0.132,0.907,0.056,0,100000000.0,0.847,0,0,0,0,0,0,0.839,0,1,0
CONT-0253,Borah Enterprises,DIST-0244,ST-06,Class B,20000000.0,0.75,0.0342,0.0103,0.716,11,156937185.74259874,4127939.6574734338,38376838.12918241,0.1909,0.0537,0.912,0.544,0.659,0.137,0.695,0.059,0,5000000.0,1.245,0,0,0,0,0,0,0.896,0,0,0
CONT-0254,Srinivas-Rattan Infrastructure Pvt Ltd,DIST-0448,ST-12,Class B,20000000.0,0.968,0.0669,0.0539,1.642,26,111472835.41372435,6909172.220312589,29085782.26570582,0.2006,0.0979,0.353,0.762,0.157,0.247,0.713,0.026,0,20000000.0,0.838,0,0,0,0,0,0,0.588,0,0,0
CONT-0255,Warrior Enterprises,DIST-0021,ST-01,Class B,100000000.0,0.731,0.0809,0.0283,0.98,30,125976461.88681617,3533499.0634617126,41975641.40022782,0.2146,0.0326,0.708,0.398,0.152,0.293,0.892,0.041,0,20000000.0,0.209,0,0,0,0,0,0,0.933,1,0,0
CONT-0256,"Sahota, Bansal and Parsa Infrastructure Pvt Ltd",DIST-0403,ST-10,Class B,5000000.0,0.863,0.0449,0.1641,0.994,34,219544947.35172343,5023716.626967305,45256174.82705586,0.145,0.2413,0.446,0.569,0.137,0.076,0.787,0.027,0,5000000.0,0.435,1,0,0,0,0,0,0.659,0,0,0
CONT-0257,"Yadav, Chada and Chopra Infrastructure Pvt Ltd",DIST-0350,ST-09,Class B,20000000.0,0.76,0.0223,0.1393,1.016,31,140169349.1926074,5877937.997954155,29861547.39320966,0.328,0.3489,0.632,0.493,0.624,0.419,0.812,0.008,1,5000000.0,1.27,1,0,0,0,0,0,0.894,0,0,0
CONT-0258,Pant and Sons Infrastructure Pvt Ltd,DIST-0002,ST-01,Class B,5000000.0,0.937,0.1184,0.0862,0.527,40,93531071.76153518,10365135.021933492,34346823.29583502,0.045,0.1739,0.682,0.381,0.405,0.295,0.783,0.002,0,20000000.0,0.548,0,0,0,0,0,0,0.758,0,0,0
CONT-0259,Basu Enterprises,DIST-0232,ST-06,Class C,20000000.0,0.816,0.0697,0.0837,1.491,3,145821418.29676852,13913799.333682276,34216652.10255918,0.0706,0.3207,0.531,0.209,0.465,0.375,0.792,0.061,0,20000000.0,0.653,0,0,0,0,0,0,0.625,0,0,0
CONT-0260,Ratta Enterprises,DIST-0131,ST-03,Class C,20000000.0,0.904,0.0865,0.0165,0.524,19,96878450.11428572,9357660.905371288,45183369.64536622,0.2157,0.02,0.742,0.85,0.582,0.395,0.922,0.069,0,20000000.0,1.387,0,0,0,0,1,0,0.63,0,0,0
CONT-0261,Sani-Cherian Infrastructure Pvt Ltd,DIST-0465,ST-12,Class C,5000000.0,0.729,0.0562,0.0898,0.614,8,205524671.90561116,12220586.667242423,24597445.95243717,0.3138,0.1583,0.848,0.222,0.36,0.392,0.947,0.061,0,100000000.0,1.191,0,0,0,0,0,0,0.841,0,0,0
CONT-0262,Anne Enterprises,DIST-0189,ST-05,Class A,100000000.0,0.716,0.0881,0.1233,0.531,31,168243542.77524126,14739091.064181011,43172344.57810356,0.2978,0.2117,0.623,0.801,0.752,0.371,0.92,0.07,0,5000000.0,1.567,0,0,0,0,0,0,0.771,0,0,0
CONT-0263,Chaudhari Enterprises,DIST-0210,ST-05,Class C,5000000.0,0.875,0.1724,0.1139,0.855,17,86295451.61319804,12772894.265939513,11603017.444166768,0.2716,0.0816,0.596,0.424,0.578,0.135,0.912,0.046,2,20000000.0,1.05,0,0,0,0,1,0,0.828,0,0,1
CONT-0264,Kapadia-Uppal Infrastructure Pvt Ltd,DIST-0471,ST-13,Class B,20000000.0,0.938,0.0325,0.0376,1.018,14,75507047.64143455,9394646.745098,11524942.534702675,0.2816,0.2016,0.625,0.789,0.239,0.12,0.789,0.063,0,20000000.0,0.901,0,0,0,0,0,0,0.575,0,0,0
CONT-0265,"Venkataraman, Kant and Sehgal Infrastructure Pvt Ltd",DIST-0260,ST-06,Class B,5000000.0,0.73,0.0281,0.1488,1.239,35,86631751.36186697,6598773.297206785,33303774.9016817,0.06,0.0561,0.387,0.719,0.375,0.253,0.714,0.016,0,5000000.0,1.135,0,0,0,0,1,0,0.718,0,1,0
CONT-0266,Prasad Enterprises,DIST-0495,ST-14,Class B,20000000.0,0.925,0.0281,0.0492,0.498,13,88278152.09300509,5936029.9155638805,31693682.289590485,0.2655,0.3757,0.271,0.305,0.542,0.089,0.772,0.05,1,5000000.0,1.135,0,1,1,0,0,0,0.688,0,0,0
CONT-0267,Sheth-Tella Infrastructure Pvt Ltd,DIST-0203,ST-05,Class B,20000000.0,0.917,0.0519,0.1014,0.839,33,41615528.182316735,12029543.09101281,34475593.17208665,0.3107,0.1115,0.58,0.227,0.784,0.32,0.856,0.059,0,20000000.0,1.321,1,0,0,0,0,0,0.942,0,0,0
CONT-0268,Pai Inc Infrastructure Pvt Ltd,DIST-0462,ST-12,Class A,100000000.0,0.767,0.1724,0.0426,1.081,25,50893782.32907012,2245718.4561706944,21424669.118075635,0.0474,0.0205,0.277,0.423,0.663,0.077,0.874,0.05,1,5000000.0,1.312,0,0,0,0,0,0,0.906,0,0,0
CONT-0269,Subramanian Enterprises,DIST-0162,ST-04,Class A,20000000.0,0.813,0.0094,0.0553,0.51,7,39485590.21870699,4611062.29273102,41435858.62743752,0.0939,0.0967,0.704,0.479,0.727,0.305,0.745,0.048,1,5000000.0,1.231,0,0,0,0,0,0,0.873,0,0,0
CONT-0270,Merchant Group Infrastructure Pvt Ltd,DIST-0607,ST-18,Class A,100000000.0,0.788,0.0372,0.1343,0.725,42,158648119.11698702,4663886.682670548,45483611.44789532,0.2049,0.0916,0.934,0.583,0.224,0.257,0.967,0.034,0,20000000.0,0.592,1,0,0,0,0,0,0.943,0,0,0
CONT-0271,Chada Enterprises,DIST-0010,ST-01,Class B,100000000.0,0.834,0.0246,0.1115,1.625,22,235944843.54323775,6251777.4024983095,38249197.69160324,0.1222,0.3818,0.227,0.447,0.751,0.16,0.741,0.072,1,5000000.0,1.012,1,0,0,0,0,0,0.821,0,0,0
CONT-0272,Dhar LLC Infrastructure Pvt Ltd,DIST-0034,ST-01,Class C,100000000.0,0.774,0.0811,0.038,0.737,32,96069614.24308713,3899412.885605153,47576796.26749746,0.2539,0.3205,0.761,0.37,0.205,0.222,0.924,0.026,0,20000000.0,0.48,0,0,0,1,0,0,0.774,0,0,0
CONT-0273,Muni Enterprises,DIST-0106,ST-02,Class B,100000000.0,0.925,0.0252,0.0202,1.38,21,227563064.51253507,6474767.671435953,28229507.40130179,0.1729,0.3702,0.399,0.433,0.595,0.405,0.688,0.017,2,20000000.0,0.684,0,0,0,0,0,0,0.846,0,0,0
CONT-0274,Shah-Jhaveri Infrastructure Pvt Ltd,DIST-0165,ST-04,Class A,5000000.0,0.75,0.0185,0.0467,0.555,29,33275539.297394358,4784350.64474078,31396906.020010274,0.0528,0.0492,0.819,0.283,0.556,0.191,0.946,0.057,0,100000000.0,0.779,0,1,1,0,0,0,0.866,0,0,0
CONT-0275,"Subramanian, Pall and Soni Infrastructure Pvt Ltd",DIST-0187,ST-05,Class C,5000000.0,0.923,0.0322,0.0132,0.628,22,146992472.61044532,9396503.228845505,15341937.482133772,0.2652,0.0443,0.667,0.498,0.195,0.304,0.872,0.035,1,20000000.0,0.6,0,0,0,0,0,0,0.592,0,0,0
CONT-0276,Sarma Ltd Infrastructure Pvt Ltd,DIST-0167,ST-04,Class C,5000000.0,0.842,0.0484,0.1498,1.378,30,153827032.71291474,10464107.38792414,35636628.75663781,0.2056,0.3481,0.387,0.239,0.822,0.074,0.948,0.049,2,20000000.0,1.349,0,1,1,0,0,0,0.71,1,0,0
CONT-0277,Sethi Enterprises,DIST-0234,ST-06,Class B,100000000.0,0.713,0.0298,0.0036,0.541,25,42922686.96324747,12368816.842250971,28983183.130655013,0.011,0.2217,0.562,0.65,0.126,0.064,0.765,0.055,0,5000000.0,0.502,0,0,0,1,0,0,0.795,0,0,0
CONT-0278,Nagar Enterprises,DIST-0178,ST-05,Class B,20000000.0,0.709,0.2412,0.1583,0.823,27,19117642.618634187,9134588.647007983,25258549.59843173,0.2225,0.2951,0.444,0.645,0.493,0.104,0.941,0.06,2,20000000.0,0.543,0,0,0,0,0,0,0.566,0,0,1
CONT-0279,Mital Inc Infrastructure Pvt Ltd,DIST-0459,ST-12,Class C,20000000.0,0.747,0.0112,0.1757,1.352,24,242207488.0771364,9599116.136931036,45694109.76845495,0.2282,0.0809,0.799,0.686,0.833,0.147,0.76,0.066,0,20000000.0,0.95,1,0,0,0,0,0,0.906,1,0,0
CONT-0280,"Contractor, Bajaj and Oza Infrastructure Pvt Ltd",DIST-0479,ST-13,Class C,5000000.0,0.779,0.023,0.1903,1.638,27,244282007.5846849,2218999.853890462,32877794.97461478,0.0496,0.365,0.901,0.412,0.721,0.302,0.683,0.048,2,5000000.0,0.202,0,0,0,0,1,0,0.74,0,0,0
CONT-0281,Chopra Enterprises,DIST-0468,ST-12,Class B,100000000.0,0.705,0.0142,0.0325,0.983,12,50932241.82729557,11021679.774101779,42681669.03018115,0.2815,0.1449,0.922,0.284,0.47,0.272,0.827,0.061,0,5000000.0,0.452,0,0,0,0,0,0,0.776,0,1,0
CONT-0282,"Gala, Kohli and Varty Infrastructure Pvt Ltd",DIST-0334,ST-08,Class B,5000000.0,0.718,0.1134,0.0666,0.408,22,123556882.10561478,11358573.948222421,48139551.12333067,0.011,0.2733,0.289,0.521,0.735,0.079,0.977,0.046,0,5000000.0,1.022,0,0,0,0,0,0,0.766,1,0,0
CONT-0283,Dutta LLC Infrastructure Pvt Ltd,DIST-0530,ST-15,Class C,100000000.0,0.753,0.0862,0.0463,1.0,24,186762816.00627333,12494808.447680596,42142324.56056589,0.0174,0.0313,0.349,0.659,0.568,0.18,0.971,0.007,1,20000000.0,0.786,1,0,0,0,0,0,0.889,0,0,0
CONT-0284,"Sandhu, Shere and Kata Infrastructure Pvt Ltd",DIST-0612,ST-18,Class C,20000000.0,0.731,0.0235,0.0781,1.728,5,137889466.41182655,9826819.10182874,24298482.703816954,0.0384,0.3722,0.447,0.419,0.243,0.447,0.961,0.028,0,100000000.0,0.792,0,0,0,0,0,0,0.884,0,0,0
CONT-0285,Gour-Grewal Infrastructure Pvt Ltd,DIST-0431,ST-11,Class C,20000000.0,0.727,0.2213,0.1187,1.752,33,225760948.90126795,14883396.17039537,33882954.621910885,0.276,0.0225,0.52,0.402,0.718,0.321,0.853,0.075,0,100000000.0,0.341,0,0,0,0,0,0,0.7,0,0,0
CONT-0286,Sankaran Enterprises,DIST-0405,ST-10,Class B,5000000.0,0.789,0.0179,0.0338,1.72,30,74237212.4752422,10356332.928234713,47833946.489926524,0.0301,0.3282,0.363,0.307,0.774,0.051,0.895,0.007,0,20000000.0,1.408,0,0,0,0,1,0,0.717,0,0,0
CONT-0287,Randhawa Enterprises,DIST-0393,ST-10,Class A,100000000.0,0.862,0.1214,0.0792,0.416,36,69216830.0871564,11936635.236844527,30636945.777556434,0.0705,0.2316,0.369,0.498,0.766,0.338,0.865,0.023,0,20000000.0,0.995,0,0,0,0,0,0,0.703,0,0,0
CONT-0288,Balakrishnan Enterprises,DIST-0175,ST-05,Class B,20000000.0,0.828,0.0403,0.0177,1.392,15,72921460.75606579,4001696.8276354056,37560720.371729575,0.2068,0.0351,0.545,0.346,0.826,0.093,0.847,0.039,0,100000000.0,0.678,0,0,0,0,0,0,0.841,0,0,0
CONT-0289,Hora Enterprises,DIST-0053,ST-01,Class B,20000000.0,0.9,0.0173,0.0747,1.39,16,53443706.65475189,11614544.22585462,47658534.0963187,0.2292,0.3856,0.946,0.761,0.849,0.3,0.814,0.073,1,5000000.0,0.624,0,0,0,0,0,0,0.653,0,0,0
CONT-0290,Sanghvi-Ramachandran Infrastructure Pvt Ltd,DIST-0617,ST-18,Class B,20000000.0,0.878,0.0443,0.1068,0.993,42,224973999.16744402,11619547.516076334,39514825.47290368,0.154,0.2079,0.344,0.617,0.377,0.189,0.963,0.013,1,5000000.0,0.24,1,0,0,0,0,0,0.75,0,0,0
CONT-0291,Agrawal Enterprises,DIST-0595,ST-17,Class A,5000000.0,0.896,0.0308,0.0451,0.75,41,51817646.17750026,2421651.6180421603,47722567.78364524,0.114,0.1634,0.261,0.483,0.829,0.328,0.806,0.025,0,20000000.0,0.556,1,0,0,0,0,0,0.933,0,0,0
CONT-0292,"Kala, Jha and Mallick Infrastructure Pvt Ltd",DIST-0604,ST-18,Class B,5000000.0,0.979,0.0406,0.0893,1.637,6,103793104.25669663,7912756.225398703,6213821.83402617,0.3037,0.1418,0.349,0.486,0.633,0.398,0.721,0.014,2,20000000.0,0.712,1,0,0,0,1,0,0.866,0,0,0
CONT-0293,Bhatnagar Enterprises,DIST-0187,ST-05,Class A,5000000.0,0.836,0.1079,0.0452,1.273,40,30549119.280741878,2958063.756408821,32276733.559981197,0.2836,0.111,0.9,0.754,0.158,0.213,0.672,0.073,0,20000000.0,1.156,0,0,0,0,0,0,0.956,0,0,1
CONT-0294,Chaudry Enterprises,DIST-0088,ST-02,Class C,100000000.0,0.749,0.0436,0.1438,0.66,27,69316851.95107597,9247865.168236693,18869126.262793563,0.2578,0.2315,0.599,0.866,0.342,0.304,0.65,0.059,0,5000000.0,0.202,0,0,0,0,0,0,0.843,0,0,0
CONT-0295,Yadav Enterprises,DIST-0184,ST-05,Class C,20000000.0,0.822,0.0865,0.0368,1.777,27,211549076.7923213,8431541.343859574,9994611.459879966,0.3338,0.2242,0.86,0.808,0.111,0.156,0.761,0.043,0,5000000.0,1.34,1,0,0,0,0,0,0.753,0,0,0
CONT-0296,Pau LLC Infrastructure Pvt Ltd,DIST-0061,ST-01,Class C,5000000.0,0.949,0.0121,0.0292,1.77,10,28205849.866246738,10553526.816614969,17287077.97185316,0.0527,0.068,0.902,0.679,0.138,0.444,0.917,0.025,0,20000000.0,1.146,0,0,0,0,0,0,0.569,0,0,0
CONT-0297,Hegde Enterprises,DIST-0615,ST-18,Class B,5000000.0,0.969,0.1373,0.1527,1.128,26,240376335.4712934,14434008.14098608,36714689.05594494,0.2685,0.3606,0.923,0.258,0.848,0.331,0.846,0.033,0,100000000.0,1.116,1,0,0,0,0,0,0.612,0,0,0
CONT-0298,Shankar Enterprises,DIST-0291,ST-07,Class B,100000000.0,0.918,0.1005,0.0644,0.848,5,159185670.9154629,2521241.739583305,24475698.089203425,0.2904,0.3996,0.478,0.214,0.47,0.161,0.945,0.057,0,20000000.0,0.678,0,0,0,0,0,0,0.638,0,0,0
CONT-0299,Lala Ltd Infrastructure Pvt Ltd,DIST-0006,ST-01,Class B,20000000.0,0.778,0.1223,0.0699,0.471,1,249717707.74396136,6281061.139752487,43689784.821165815,0.0392,0.1893,0.464,0.341,0.379,0.311,0.812,0.068,2,20000000.0,1.574,1,1,1,0,0,0,0.733,0,0,0
CONT-0300,Wable-Munshi Infrastructure Pvt Ltd,DIST-0217,ST-05,Class B,20000000.0,0.784,0.1012,0.0575,1.141,28,125039265.46269074,10850142.707613537,24625267.844008252,0.0569,0.3948,0.74,0.626,0.461,0.335,0.692,0.026,0,5000000.0,0.23,0,0,0,0,0,0,0.916,0,0,0
CONT-0301,"Rama, Ramanathan and Comar Infrastructure Pvt Ltd",DIST-0406,ST-11,Class B,5000000.0,0.953,0.0332,0.0823,1.473,21,59228860.33776816,8190628.529369698,9364413.320464786,0.2534,0.3194,0.87,0.82,0.353,0.152,0.946,0.012,0,5000000.0,1.264,0,0,0,0,0,0,0.708,0,0,0
CONT-0302,Pall Enterprises,DIST-0452,ST-12,Class C,100000000.0,0.834,0.035,0.1266,1.268,23,130671111.1338956,6881296.8740384225,25722635.709634826,0.0256,0.2242,0.7,0.277,0.292,0.338,0.912,0.079,0,100000000.0,0.441,1,0,0,0,0,0,0.746,0,0,0
CONT-0303,Shankar-Gera Infrastructure Pvt Ltd,DIST-0610,ST-18,Class A,5000000.0,0.914,0.0069,0.0929,1.075,12,57420599.58739901,3165750.3696349873,8370993.895788791,0.0227,0.2337,0.317,0.766,0.774,0.167,0.704,0.033,1,5000000.0,0.352,0,0,0,0,0,0,0.701,0,0,0
CONT-0304,"Mishra, Chad and Desai Infrastructure Pvt Ltd",DIST-0317,ST-08,Class B,5000000.0,0.874,0.1091,0.1503,1.457,1,25864007.78076684,8614873.414794272,48974392.09167757,0.2407,0.0719,0.586,0.831,0.141,0.305,0.888,0.056,0,100000000.0,0.651,1,0,0,0,0,0,0.751,1,0,0
CONT-0305,Munshi Enterprises,DIST-0222,ST-05,Class A,20000000.0,0.98,0.0311,0.0366,0.861,44,212868640.7612075,11165188.508383397,19909466.134643454,0.0908,0.06,0.284,0.638,0.182,0.434,0.742,0.002,1,5000000.0,0.68,1,0,0,0,0,0,0.708,0,0,0
CONT-0306,Khare LLC Infrastructure Pvt Ltd,DIST-0111,ST-02,Class B,20000000.0,0.886,0.0701,0.3036,0.428,28,144201665.28615382,7203546.810448947,49133665.516579404,0.285,0.0672,0.513,0.502,0.372,0.248,0.871,0.051,0,20000000.0,0.605,0,0,0,0,0,0,0.68,0,0,0
CONT-0307,Dada Enterprises,DIST-0082,ST-02,Class B,20000000.0,0.822,0.0208,0.1141,1.091,32,239150806.58567858,13841671.884496532,10039249.574207928,0.1354,0.2115,0.89,0.772,0.39,0.404,0.775,0.022,0,5000000.0,1.071,0,0,0,0,0,0,0.97,0,0,0
CONT-0308,Goswami Enterprises,DIST-0328,ST-08,Class A,100000000.0,0.819,0.043,0.0855,0.919,40,90891370.75562534,8052001.357864515,33959725.37960291,0.194,0.0741,0.568,0.522,0.509,0.094,0.701,0.042,0,20000000.0,0.722,1,0,0,0,0,0,0.723,0,0,0
CONT-0309,Dhaliwal-Vaidya Infrastructure Pvt Ltd,DIST-0264,ST-06,Class C,5000000.0,0.849,0.0793,0.0651,1.416,29,222846901.86696684,9974327.044619823,8387978.041633623,0.2081,0.0501,0.912,0.653,0.517,0.129,0.82,0.027,0,20000000.0,0.899,0,0,0,0,0,0,0.753,0,0,0
CONT-0310,Sahota-Devi Infrastructure Pvt Ltd,DIST-0400,ST-10,Class C,5000000.0,0.892,0.0699,0.0917,1.345,41,134006617.81109865,2501820.861113731,32518272.95664315,0.3023,0.0111,0.32,0.563,0.521,0.187,0.659,0.059,0,20000000.0,0.983,0,1,1,0,0,0,0.856,0,0,0
CONT-0311,"Rajagopal, Sampath and Grewal Infrastructure Pvt Ltd",DIST-0270,ST-07,Class B,5000000.0,0.903,0.0484,0.0298,1.195,17,165953965.3774861,13376677.721124435,12202393.967201406,0.3174,0.268,0.427,0.898,0.615,0.413,0.652,0.044,0,5000000.0,1.268,0,0,0,0,0,0,0.853,0,0,0
CONT-0312,Yogi-Ghose Infrastructure Pvt Ltd,DIST-0569,ST-17,Class B,100000000.0,0.785,0.0456,0.0841,0.97,2,139988304.39253956,2692591.612533124,33128903.73577902,0.2804,0.1635,0.384,0.735,0.118,0.376,0.915,0.071,0,5000000.0,1.422,0,0,0,0,0,0,0.802,0,0,0
CONT-0313,"Ganesan, Suri and Mani Infrastructure Pvt Ltd",DIST-0481,ST-13,Class B,5000000.0,0.888,0.0627,0.1184,0.766,26,224968333.87832898,3125342.4363433453,40384340.84546413,0.0631,0.1385,0.468,0.344,0.156,0.357,0.912,0.08,2,20000000.0,0.387,1,0,0,0,0,0,0.929,0,0,0
CONT-0314,Grover LLC Infrastructure Pvt Ltd,DIST-0425,ST-11,Class B,5000000.0,0.823,0.0574,0.0953,1.366,13,186866959.89549014,11402025.973630618,49744427.66258535,0.3373,0.1149,0.309,0.307,0.772,0.091,0.762,0.042,0,20000000.0,1.301,0,0,0,0,0,0,0.587,0,0,0
CONT-0315,Bera-Parmer Infrastructure Pvt Ltd,DIST-0507,ST-15,Class C,5000000.0,0.764,0.1232,0.0765,1.063,13,51586093.64266052,13901727.603075083,35770582.871908516,0.1162,0.3554,0.649,0.713,0.389,0.207,0.654,0.043,1,100000000.0,1.449,1,0,0,0,0,0,0.616,0,0,0
CONT-0316,Sundaram and Sons Infrastructure Pvt Ltd,DIST-0476,ST-13,Class A,5000000.0,0.863,0.1667,0.1589,1.358,36,14757539.736910408,14293977.406652752,38987888.29066275,0.0784,0.2306,0.646,0.288,0.244,0.433,0.818,0.015,1,20000000.0,1.094,0,0,0,0,0,0,0.623,0,0,0
CONT-0317,Hayer Enterprises,DIST-0168,ST-04,Class B,5000000.0,0.874,0.0594,0.0582,1.574,44,21190676.994623993,9292333.111164963,29380904.019294783,0.129,0.3039,0.923,0.303,0.209,0.344,0.8,0.064,0,5000000.0,1.177,0,0,0,0,0,0,0.93,0,1,0
CONT-0318,Rajagopalan Enterprises,DIST-0462,ST-12,Class B,5000000.0,0.932,0.0178,0.1005,0.809,17,88196787.53329769,2216204.0701984204,12645180.458512623,0.3482,0.1071,0.215,0.395,0.406,0.269,0.673,0.063,1,5000000.0,1.318,0,0,0,0,0,0,0.962,0,0,0
CONT-0319,Tiwari Enterprises,DIST-0184,ST-05,Class A,100000000.0,0.901,0.0703,0.0574,1.311,2,247160043.72230682,2919340.352402058,27662988.46193728,0.307,0.0112,0.528,0.609,0.495,0.343,0.672,0.063,0,100000000.0,0.787,1,0,0,0,0,0,0.893,0,0,0
CONT-0320,"Talwar, Rege and Swamy Infrastructure Pvt Ltd",DIST-0533,ST-15,Class B,20000000.0,0.807,0.0954,0.2045,0.665,39,53293889.92853295,13367746.879714444,7242287.330233515,0.1901,0.0348,0.721,0.855,0.723,0.199,0.728,0.01,1,5000000.0,1.08,0,0,0,0,0,0,0.774,0,0,0
CONT-0321,Sawhney-Suresh Infrastructure Pvt Ltd,DIST-0367,ST-09,Class B,5000000.0,0.901,0.0646,0.027,0.761,36,96207189.13429455,9891257.47415957,38473173.487348855,0.303,0.0217,0.745,0.42,0.729,0.08,0.832,0.044,0,100000000.0,0.35,1,0,0,0,0,0,0.776,0,0,0
CONT-0322,Butala PLC Infrastructure Pvt Ltd,DIST-0231,ST-06,Class B,100000000.0,0.948,0.0096,0.0111,1.42,18,200035678.63499454,8594032.532593941,47610843.934469074,0.0781,0.2069,0.439,0.776,0.162,0.223,0.905,0.025,0,5000000.0,1.199,0,0,0,0,0,0,0.79,0,0,0
CONT-0323,Kannan LLC Infrastructure Pvt Ltd,DIST-0481,ST-13,Class B,5000000.0,0.899,0.0567,0.0011,0.845,31,43527709.702292435,6652816.122953764,41604541.374129236,0.2257,0.3485,0.946,0.342,0.621,0.237,0.813,0.026,0,20000000.0,1.069,0,0,0,0,0,0,0.804,0,0,1
CONT-0324,Bali Enterprises,DIST-0051,ST-01,Class A,20000000.0,0.822,0.0835,0.1412,1.704,4,11354008.104780817,13708835.92246114,12828201.38063694,0.2009,0.2745,0.469,0.57,0.571,0.128,0.978,0.016,0,100000000.0,0.801,0,0,0,0,0,0,0.561,0,0,0
CONT-0325,Kar-Yogi Infrastructure Pvt Ltd,DIST-0604,ST-18,Class B,100000000.0,0.942,0.0172,0.0948,0.698,44,242278051.605402,2254575.8987655565,37156273.83917347,0.3428,0.0506,0.404,0.583,0.733,0.253,0.67,0.01,0,5000000.0,0.508,0,0,0,1,0,0,0.915,0,0,0
CONT-0326,Mani Enterprises,DIST-0239,ST-06,Class B,20000000.0,0.7,0.0623,0.0577,0.584,40,249741850.774018,9603269.781394342,28743717.90691645,0.2217,0.3531,0.909,0.229,0.254,0.096,0.905,0.004,2,5000000.0,1.044,0,0,0,0,0,0,0.744,0,0,0
CONT-0327,Shankar PLC Infrastructure Pvt Ltd,DIST-0380,ST-10,Class C,20000000.0,0.952,0.1752,0.0718,1.767,15,93495968.10432713,9344556.06069353,6278528.862745531,0.2069,0.3619,0.203,0.792,0.701,0.092,0.929,0.061,0,5000000.0,0.603,0,0,0,0,0,0,0.693,0,0,0
CONT-0328,"Tandon, Vaidya and Chowdhury Infrastructure Pvt Ltd",DIST-0338,ST-08,Class B,20000000.0,0.732,0.0446,0.0712,1.701,5,14953684.835566783,9551325.082904836,19216843.324831452,0.072,0.0759,0.334,0.432,0.31,0.385,0.813,0.034,0,100000000.0,0.277,1,1,1,0,0,0,0.859,0,0,0
CONT-0329,Comar Enterprises,DIST-0299,ST-07,Class B,5000000.0,0.966,0.0337,0.0228,0.75,43,65529904.9105645,10129737.411013732,29539602.140547626,0.0587,0.1515,0.786,0.349,0.822,0.168,0.857,0.05,0,20000000.0,1.241,0,0,0,0,0,0,0.817,0,0,0
CONT-0330,Peri-Barman Infrastructure Pvt Ltd,DIST-0592,ST-17,Class B,5000000.0,0.857,0.1165,0.0485,0.741,38,241098069.23354214,3425751.3935736744,30558756.584395833,0.126,0.2621,0.687,0.368,0.689,0.087,0.92,0.017,0,5000000.0,1.054,0,0,0,0,1,0,0.554,0,0,0
CONT-0331,"Sastry, Kamdar and Sandal Infrastructure Pvt Ltd",DIST-0282,ST-07,Class C,20000000.0,0.964,0.045,0.0411,1.465,13,55372915.436410286,8979372.22000646,39390771.164152995,0.332,0.0796,0.428,0.444,0.569,0.105,0.714,0.062,0,5000000.0,0.744,1,0,0,0,0,0,0.726,0,1,0
CONT-0332,Kota LLC Infrastructure Pvt Ltd,DIST-0443,ST-12,Class A,100000000.0,0.946,0.0025,0.1473,0.649,23,200878680.78057498,9654393.001672702,28834763.524544492,0.2982,0.0142,0.663,0.487,0.245,0.442,0.783,0.027,0,100000000.0,1.398,1,1,1,0,0,0,0.615,0,0,0
CONT-0333,Sengupta LLC Infrastructure Pvt Ltd,DIST-0365,ST-09,Class A,100000000.0,0.74,0.0374,0.0105,0.577,6,109028984.90166397,2457915.1066176197,29118753.950212464,0.0957,0.246,0.462,0.667,0.789,0.148,0.96,0.016,0,5000000.0,1.341,0,0,0,0,0,0,0.862,0,0,0
CONT-0334,Chahal-Sarna Infrastructure Pvt Ltd,DIST-0434,ST-11,Class A,100000000.0,0.98,0.0406,0.0841,0.656,20,89802318.60268582,7622750.48419055,40918864.38352399,0.0282,0.2911,0.266,0.793,0.251,0.344,0.845,0.031,0,5000000.0,0.695,1,0,0,0,0,0,0.875,0,0,0
CONT-0335,Khalsa and Sons Infrastructure Pvt Ltd,DIST-0318,ST-08,Class B,20000000.0,0.81,0.0707,0.0193,0.99,38,224323478.9852392,9863789.97248223,25211692.20758632,0.0991,0.1056,0.801,0.396,0.104,0.058,0.973,0.045,0,100000000.0,0.692,0,0,0,0,0,0,0.76,0,0,0
