tender_id,project_id,tender_exists,procurement_method,tender_publication_date,tender_duration,bid_count,qualified_bid_count,single_bid_flag,bid_competition_score,tender_type,winning_bid,winning_bid_amount,winning_bid_deviation,winning_bid_vs_lowest_bid,bid_price_similarity,bidder_disqualification_rate,re_tender_count,tender_cancellation_count,tender_bypass_flag,repeated_winner_flag,bid_rotation_score,repeated_loser_score,procurement_compliance_flag
TND-004462,MPLADS-004462,1,Open e-Tender,2022-04-04,15,4,3,0,0.667,Open e-Tender,3269000.0,3269000.0,-0.0439,0.0063,0.8622,0.206,0,0,0,1,0.512,0.25,1
TND-004463,MPLADS-004463,1,Open e-Tender,2022-08-17,19,7,6,0,1.0,Open e-Tender,2909000.0,2909000.0,-0.0601,0.0321,0.8798,0.098,0,0,0,1,0.673,0.052,1
TND-004464,MPLADS-004464,1,Open e-Tender,2023-11-19,17,6,6,0,1.0,Open e-Tender,1554000.0,1554000.0,0.0,0.0011,0.9223,0.136,0,0,0,0,0.735,0.381,1
TND-004465,MPLADS-004465,1,Open e-Tender,2022-11-24,26,3,2,0,0.5,Open e-Tender,1600000.0,1600000.0,0.0191,0.0019,0.9175,0.161,0,0,0,0,0.318,0.333,1
TND-004466,MPLADS-004466,1,Open e-Tender,2022-04-16,18,6,5,0,1.0,Open e-Tender,654000.0,654000.0,-0.0411,0.0373,0.9614,0.214,0,0,0,0,0.215,0.34,1
TND-004467,MPLADS-004467,1,Open e-Tender,2022-02-09,15,6,5,0,1.0,Open e-Tender,13388000.0,13388000.0,-0.0724,0.0403,0.9179,0.012,0,0,0,0,0.644,0.255,1
TND-004468,MPLADS-004468,1,Direct / Single Inquiry,2023-04-29,24,1,1,1,0.167,Single Tender Inquiry,10849000.0,10849000.0,-0.0617,0.0189,0.0,0.243,0,0,0,0,0.396,0.478,0
TND-004469,MPLADS-004469,1,Open e-Tender,2023-12-08,23,6,5,0,1.0,Open e-Tender,3682000.0,3682000.0,-0.0262,0.0247,0.864,0.249,0,0,0,0,0.581,0.338,1
TND-004470,MPLADS-004470,1,Open e-Tender,2023-07-23,16,5,5,0,0.833,Open e-Tender,2177000.0,2177000.0,-0.0677,0.0433,0.979,0.116,0,0,0,0,0.514,0.372,1
TND-004471,MPLADS-004471,1,Open e-Tender,2022-04-19,29,5,5,0,0.833,Open e-Tender,1701000.0,1701000.0,-0.0406,0.0127,0.8703,0.1,0,0,0,0,0.447,0.296,1
TND-004472,MPLADS-004472,1,Open e-Tender,2023-05-03,23,5,5,0,0.833,Open e-Tender,1826000.0,1826000.0,0.0184,0.0458,0.8861,0.156,1,0,0,0,0.737,0.265,1
TND-004473,MPLADS-004473,1,Open e-Tender,2022-03-01,28,4,4,0,0.667,Open e-Tender,668000.0,668000.0,-0.0498,0.0284,0.8764,0.211,0,0,0,0,0.599,0.448,1
TND-004474,MPLADS-004474,1,Open e-Tender,2022-03-25,23,6,6,0,1.0,Open e-Tender,11786000.0,11786000.0,-0.0795,0.0403,0.8824,0.13,0,0,0,1,0.328,0.409,1
TND-004475,MPLADS-004475,1,Open e-Tender,2023-01-09,28,5,5,0,0.833,Open e-Tender,8813000.0,8813000.0,0.0012,0.0,0.8809,0.007,0,0,0,1,0.305,0.47,1
TND-004476,MPLADS-004476,1,Open e-Tender,2023-09-03,23,5,5,0,0.833,Open e-Tender,390000.0,390000.0,-0.067,0.0426,0.9376,0.179,0,0,0,0,0.557,0.388,1
TND-004477,MPLADS-004477,1,Open e-Tender,2023-07-22,22,5,4,0,0.833,Open e-Tender,1084000.0,1084000.0,-0.0109,0.0272,0.8665,0.016,0,0,0,0,0.244,0.163,1
TND-004478,MPLADS-004478,1,Open e-Tender,2022-04-24,20,6,5,0,1.0,Open e-Tender,3123000.0,3123000.0,0.0193,0.0457,0.8567,0.208,0,0,0,0,0.464,0.251,1
TND-004479,MPLADS-004479,1,Open e-Tender,2022-06-12,22,4,3,0,0.667,Open e-Tender,2349000.0,2349000.0,-0.0524,0.0029,0.9814,0.139,1,0,0,0,0.689,0.35,1
TND-004480,MPLADS-004480,1,Open e-Tender,2022-10-30,21,4,4,0,0.667,Open e-Tender,9796000.0,9796000.0,-0.0128,0.0167,0.9633,0.24,1,0,0,0,0.385,0.407,1
TND-004481,MPLADS-004481,1,Open e-Tender,2022-04-15,22,4,4,0,0.667,Open e-Tender,1019000.0,1019000.0,-0.0432,0.0278,0.8669,0.009,0,0,0,0,0.121,0.053,1
TND-004482,MPLADS-004482,1,Open e-Tender,2023-08-27,19,7,7,0,1.0,Open e-Tender,1231000.0,1231000.0,-0.0737,0.024,0.9336,0.243,0,0,0,1,0.2,0.224,1
TND-004483,MPLADS-004483,1,Direct / Single Inquiry,2023-11-12,28,1,1,1,0.167,Single Tender Inquiry,3919000.0,3919000.0,-0.0554,0.0023,0.0,0.009,0,0,0,0,0.399,0.356,0
TND-004484,MPLADS-004484,1,Open e-Tender,2023-07-26,26,4,4,0,0.667,Open e-Tender,12896000.0,12896000.0,0.0185,0.0052,0.8909,0.119,0,0,0,0,0.208,0.427,1
TND-004485,MPLADS-004485,1,Open e-Tender,2023-07-30,21,4,4,0,0.667,Open e-Tender,1766000.0,1766000.0,-0.0666,0.0057,0.9139,0.14,0,0,0,0,0.349,0.083,1
TND-004486,MPLADS-004486,1,Open e-Tender,2022-02-08,21,7,7,0,1.0,Open e-Tender,898000.0,898000.0,-0.0537,0.0315,0.9383,0.248,0,0,0,1,0.146,0.4,1
TND-004487,MPLADS-004487,1,Open e-Tender,2022-12-28,22,7,6,0,1.0,Open e-Tender,9727000.0,9727000.0,-0.0217,0.0181,0.9136,0.131,0,0,0,0,0.141,0.131,1
TND-004488,MPLADS-004488,1,Open e-Tender,2023-06-05,23,6,5,0,1.0,Open e-Tender,1243000.0,1243000.0,-0.0438,0.0477,0.9775,0.07,0,0,0,0,0.645,0.347,1
TND-004489,MPLADS-004489,1,Open e-Tender,2022-10-30,14,4,3,0,0.667,Open e-Tender,3084000.0,3084000.0,-0.0437,0.043,0.8635,0.144,1,0,0,0,0.211,0.46,1
TND-004490,MPLADS-004490,1,Open e-Tender,2023-08-30,18,7,6,0,1.0,Open e-Tender,3125000.0,3125000.0,-0.0616,0.0455,0.8799,0.008,1,0,0,1,0.444,0.127,1
TND-004491,MPLADS-004491,1,Open e-Tender,2023-11-22,28,3,3,0,0.5,Open e-Tender,10018000.0,10018000.0,-0.0591,0.0162,0.878,0.157,0,0,0,0,0.139,0.306,1
TND-004492,MPLADS-004492,1,Open e-Tender,2022-01-31,14,4,3,0,0.667,Open e-Tender,2406000.0,2406000.0,-0.0528,0.0155,0.9418,0.232,0,0,0,0,0.495,0.338,1
TND-004493,MPLADS-004493,1,Open e-Tender,2023-04-14,15,7,7,0,1.0,Open e-Tender,711000.0,711000.0,-0.0742,0.0077,0.9613,0.004,0,0,0,0,0.415,0.437,1
TND-004494,MPLADS-004494,1,Open e-Tender,2023-04-27,23,6,5,0,1.0,Open e-Tender,2233000.0,2233000.0,-0.0154,0.0437,0.9538,0.038,0,0,0,0,0.556,0.281,1
TND-004495,MPLADS-004495,1,Open e-Tender,2023-09-10,18,5,4,0,0.833,Open e-Tender,9717000.0,9717000.0,-0.0594,0.0293,0.987,0.054,0,0,0,0,0.695,0.266,1
TND-004496,MPLADS-004496,1,Open e-Tender,2022-12-02,26,4,3,0,0.667,Open e-Tender,1908000.0,1908000.0,-0.0412,0.0403,0.9077,0.19,0,0,0,0,0.24,0.27,1
TND-004497,MPLADS-004497,1,Open e-Tender,2023-11-23,27,5,4,0,0.833,Open e-Tender,961000.0,961000.0,-0.0532,0.0049,0.9695,0.131,0,0,0,1,0.389,0.191,1
TND-004498,MPLADS-004498,1,Open e-Tender,2022-05-20,24,4,3,0,0.667,Open e-Tender,6625000.0,6625000.0,-0.0519,0.0277,0.9751,0.153,0,0,0,0,0.452,0.168,1
TND-004499,MPLADS-004499,1,Open e-Tender,2023-03-01,17,7,6,0,1.0,Open e-Tender,1835000.0,1835000.0,-0.0367,0.0496,0.9772,0.234,0,0,0,0,0.292,0.095,1
TND-004500,MPLADS-004500,1,Open e-Tender,2023-07-02,14,3,3,0,0.5,Open e-Tender,1398000.0,1398000.0,-0.0477,0.0265,0.8727,0.025,0,0,0,0,0.342,0.369,1
TND-004501,MPLADS-004501,1,Open e-Tender,2022-12-10,16,4,3,0,0.667,Open e-Tender,2728000.0,2728000.0,-0.0285,0.0254,0.8518,0.19,0,0,0,0,0.159,0.499,1
TND-004502,MPLADS-004502,1,Open e-Tender,2023-03-26,29,7,7,0,1.0,Open e-Tender,1252000.0,1252000.0,-0.0636,0.0255,0.9171,0.006,1,0,0,1,0.408,0.473,1
TND-004503,MPLADS-004503,1,Open e-Tender,2022-04-09,20,4,4,0,0.667,Open e-Tender,2170000.0,2170000.0,-0.0014,0.0404,0.9667,0.032,0,0,0,0,0.479,0.149,1
TND-004504,MPLADS-004504,1,Open e-Tender,2023-09-20,22,7,7,0,1.0,Open e-Tender,461000.0,461000.0,-0.0086,0.0352,0.936,0.108,0,0,0,0,0.442,0.397,1
TND-004505,MPLADS-004505,1,Open e-Tender,2023-06-24,19,7,6,0,1.0,Open e-Tender,719000.0,719000.0,0.0028,0.0479,0.9189,0.211,0,0,0,1,0.103,0.218,1
TND-004506,MPLADS-004506,1,Open e-Tender,2022-07-16,24,7,6,0,1.0,Open e-Tender,922000.0,922000.0,-0.0436,0.0312,0.9755,0.109,0,0,0,0,0.715,0.3,1
TND-004507,MPLADS-004507,1,Open e-Tender,2023-01-31,29,7,7,0,1.0,Open e-Tender,2220000.0,2220000.0,-0.0484,0.0197,0.9107,0.142,0,0,0,0,0.115,0.489,1
TND-004508,MPLADS-004508,1,Open e-Tender,2022-03-10,23,5,5,0,0.833,Open e-Tender,953000.0,953000.0,-0.0629,0.0416,0.915,0.063,1,0,0,0,0.473,0.202,1
TND-004509,MPLADS-004509,1,Open e-Tender,2022-06-29,21,7,7,0,1.0,Open e-Tender,8545000.0,8545000.0,-0.0094,0.0442,0.9182,0.086,0,0,0,0,0.335,0.383,1
TND-004510,MPLADS-004510,1,Open e-Tender,2023-12-10,25,5,5,0,0.833,Open e-Tender,565000.0,565000.0,-0.0583,0.031,0.8968,0.003,0,0,0,0,0.168,0.457,1
TND-004511,MPLADS-004511,1,Open e-Tender,2022-02-25,14,7,7,0,1.0,Open e-Tender,11201000.0,11201000.0,0.018,0.0323,0.8519,0.024,0,0,0,0,0.602,0.102,1
TND-004512,MPLADS-004512,1,Open e-Tender,2022-05-15,25,6,6,0,1.0,Open e-Tender,2007000.0,2007000.0,-0.0128,0.0171,0.8824,0.232,0,0,0,0,0.307,0.276,1
TND-004513,MPLADS-004513,1,Open e-Tender,2022-01-16,29,5,4,0,0.833,Open e-Tender,412000.0,412000.0,-0.055,0.0464,0.8757,0.029,0,0,0,0,0.226,0.093,1
TND-004514,MPLADS-004514,1,Open e-Tender,2023-09-12,23,6,5,0,1.0,Open e-Tender,3508000.0,3508000.0,-0.069,0.047,0.9058,0.104,0,0,0,0,0.107,0.46,1
TND-004515,MPLADS-004515,1,Open e-Tender,2022-04-22,27,5,5,0,0.833,Open e-Tender,14313000.0,14313000.0,-0.0179,0.0304,0.9671,0.067,0,0,0,0,0.392,0.108,1
TND-004516,MPLADS-004516,1,Open e-Tender,2022-11-22,23,4,3,0,0.667,Open e-Tender,623000.0,623000.0,-0.022,0.0138,0.9477,0.115,0,0,0,0,0.514,0.452,1
TND-004517,MPLADS-004517,1,Open e-Tender,2023-05-30,17,4,3,0,0.667,Open e-Tender,1961000.0,1961000.0,-0.0504,0.0086,0.9024,0.047,0,0,0,0,0.549,0.356,1
TND-004518,MPLADS-004518,1,Open e-Tender,2022-10-22,16,4,3,0,0.667,Open e-Tender,2591000.0,2591000.0,-0.0464,0.036,0.9837,0.182,0,0,0,0,0.298,0.375,1
TND-004519,MPLADS-004519,1,Open e-Tender,2022-10-30,24,4,4,0,0.667,Open e-Tender,2315000.0,2315000.0,-0.0758,0.0096,0.8539,0.062,0,0,0,0,0.661,0.144,1
TND-004520,MPLADS-004520,1,Open e-Tender,2023-07-11,20,5,5,0,0.833,Open e-Tender,3842000.0,3842000.0,-0.0417,0.0287,0.9798,0.138,0,0,0,0,0.207,0.47,1
TND-004521,MPLADS-004521,1,Open e-Tender,2023-08-24,14,3,3,0,0.5,Open e-Tender,2776000.0,2776000.0,0.0183,0.02,0.9184,0.169,0,0,0,0,0.345,0.289,1
TND-004522,MPLADS-004522,1,Open e-Tender,2023-06-01,15,4,3,0,0.667,Open e-Tender,15469000.0,15469000.0,-0.0104,0.049,0.9566,0.028,0,0,0,0,0.446,0.311,1
TND-004523,MPLADS-004523,1,Open e-Tender,2023-05-20,18,4,3,0,0.667,Open e-Tender,1767000.0,1767000.0,0.0155,0.046,0.9615,0.051,0,0,0,0,0.409,0.065,1
TND-004524,MPLADS-004524,1,Open e-Tender,2023-06-09,22,4,4,0,0.667,Open e-Tender,10395000.0,10395000.0,-0.0409,0.0082,0.9814,0.226,0,0,0,0,0.71,0.423,1
TND-004525,MPLADS-004525,1,Open e-Tender,2023-01-23,23,4,3,0,0.667,Open e-Tender,2471000.0,2471000.0,-0.0404,0.0355,0.979,0.012,0,0,0,0,0.453,0.288,1
TND-004526,MPLADS-004526,1,Open e-Tender,2022-11-30,29,3,3,0,0.5,Open e-Tender,3097000.0,3097000.0,-0.0646,0.0112,0.9515,0.072,0,0,0,0,0.727,0.48,1
TND-004527,MPLADS-004527,1,Open e-Tender,2023-05-04,21,7,7,0,1.0,Open e-Tender,2360000.0,2360000.0,-0.0356,0.0111,0.9738,0.127,1,0,0,1,0.747,0.432,1
TND-004528,MPLADS-004528,1,Open e-Tender,2023-05-21,21,5,5,0,0.833,Open e-Tender,666000.0,666000.0,-0.0659,0.0287,0.9343,0.218,0,0,0,0,0.645,0.19,1
TND-004529,MPLADS-004529,1,Open e-Tender,2022-11-11,15,6,6,0,1.0,Open e-Tender,499000.0,499000.0,0.0081,0.0104,0.8578,0.04,0,0,0,0,0.671,0.296,1
TND-004530,MPLADS-004530,1,Open e-Tender,2022-04-25,25,6,5,0,1.0,Open e-Tender,3879000.0,3879000.0,-0.0147,0.0189,0.877,0.043,0,0,0,0,0.669,0.245,1
TND-004531,MPLADS-004531,1,Open e-Tender,2023-05-27,28,6,6,0,1.0,Open e-Tender,460000.0,460000.0,-0.0192,0.036,0.8666,0.17,0,0,0,0,0.173,0.461,1
TND-004532,MPLADS-004532,1,Open e-Tender,2022-12-18,16,4,3,0,0.667,Open e-Tender,614000.0,614000.0,-0.064,0.0028,0.9745,0.185,0,0,0,0,0.373,0.107,1
TND-004533,MPLADS-004533,1,Open e-Tender,2023-09-24,29,4,3,0,0.667,Open e-Tender,10105000.0,10105000.0,-0.0581,0.0062,0.9142,0.026,0,0,0,0,0.426,0.178,1
TND-004534,MPLADS-004534,1,Open e-Tender,2022-08-10,16,5,5,0,0.833,Open e-Tender,1010000.0,1010000.0,0.011,0.0442,0.9884,0.092,0,0,0,0,0.693,0.161,1
TND-004535,MPLADS-004535,1,Open e-Tender,2022-07-05,22,4,4,0,0.667,Open e-Tender,1724000.0,1724000.0,-0.0726,0.0003,0.8936,0.239,0,0,0,1,0.663,0.22,1
TND-004536,MPLADS-004536,1,Open e-Tender,2023-01-02,28,6,5,0,1.0,Open e-Tender,11465000.0,11465000.0,0.0064,0.035,0.9805,0.117,0,0,0,0,0.353,0.257,1
TND-004537,MPLADS-004537,1,Open e-Tender,2023-03-06,26,7,7,0,1.0,Open e-Tender,10265000.0,10265000.0,-0.0351,0.0036,0.9155,0.017,0,0,0,0,0.253,0.209,1
TND-004538,MPLADS-004538,1,Open e-Tender,2022-07-09,17,3,3,0,0.5,Open e-Tender,1451000.0,1451000.0,-0.0288,0.0232,0.9854,0.141,0,0,0,0,0.597,0.399,1
TND-004539,MPLADS-004539,1,Open e-Tender,2023-02-25,19,6,5,0,1.0,Open e-Tender,1465000.0,1465000.0,-0.0567,0.0457,0.8578,0.085,0,0,0,0,0.656,0.32,1
TND-004540,MPLADS-004540,1,Open e-Tender,2022-02-11,22,5,5,0,0.833,Open e-Tender,1254000.0,1254000.0,-0.0656,0.0301,0.9053,0.214,0,0,0,1,0.533,0.339,1
TND-004541,MPLADS-004541,1,Open e-Tender,2022-04-12,19,7,7,0,1.0,Open e-Tender,10796000.0,10796000.0,-0.016,0.025,0.9802,0.008,0,0,0,0,0.494,0.304,1
TND-004542,MPLADS-004542,1,Open e-Tender,2022-11-11,23,7,7,0,1.0,Open e-Tender,3007000.0,3007000.0,-0.0713,0.0007,0.9426,0.081,0,0,0,0,0.387,0.263,1
TND-004543,MPLADS-004543,1,Open e-Tender,2022-01-29,28,3,3,0,0.5,Open e-Tender,1097000.0,1097000.0,0.0186,0.043,0.886,0.24,0,0,0,0,0.388,0.442,1
TND-004544,MPLADS-004544,1,Open e-Tender,2022-10-30,19,3,3,0,0.5,Open e-Tender,2616000.0,2616000.0,-0.0354,0.0288,0.9134,0.062,0,0,0,0,0.46,0.165,1
TND-004545,MPLADS-004545,1,Open e-Tender,2022-03-27,23,4,4,0,0.667,Open e-Tender,2678000.0,2678000.0,-0.0439,0.0182,0.9339,0.083,0,0,0,0,0.134,0.178,1
TND-004546,MPLADS-004546,1,Open e-Tender,2023-03-31,20,6,6,0,1.0,Open e-Tender,15481000.0,15481000.0,-0.0433,0.0132,0.9108,0.201,1,0,0,1,0.283,0.299,1
TND-004547,MPLADS-004547,1,Open e-Tender,2023-06-19,14,5,5,0,0.833,Open e-Tender,1727000.0,1727000.0,-0.0437,0.0297,0.9583,0.177,0,0,0,0,0.108,0.37,1
TND-004548,MPLADS-004548,1,Open e-Tender,2022-12-08,26,6,6,0,1.0,Open e-Tender,771000.0,771000.0,-0.0013,0.046,0.8679,0.09,0,0,0,0,0.545,0.128,1
TND-004549,MPLADS-004549,1,Open e-Tender,2023-06-24,27,5,4,0,0.833,Open e-Tender,766000.0,766000.0,0.0173,0.0007,0.9558,0.068,0,0,0,1,0.182,0.289,1
TND-004550,MPLADS-004550,1,Open e-Tender,2023-11-27,28,5,4,0,0.833,Open e-Tender,3086000.0,3086000.0,0.0165,0.0289,0.9003,0.16,0,0,0,0,0.561,0.093,1
TND-004551,MPLADS-004551,1,Open e-Tender,2023-07-25,25,3,3,0,0.5,Open e-Tender,991000.0,991000.0,-0.0425,0.0236,0.8698,0.163,0,0,0,0,0.132,0.475,1
TND-004552,MPLADS-004552,1,Open e-Tender,2023-08-04,19,4,4,0,0.667,Open e-Tender,15938000.0,15938000.0,-0.0275,0.046,0.8856,0.12,0,0,0,0,0.101,0.252,1
TND-004553,MPLADS-004553,1,Open e-Tender,2022-05-04,25,5,5,0,0.833,Open e-Tender,10429000.0,10429000.0,0.0107,0.0446,0.9009,0.076,0,0,0,0,0.62,0.368,1
TND-004554,MPLADS-004554,1,Open e-Tender,2023-04-10,14,6,5,0,1.0,Open e-Tender,6256000.0,6256000.0,-0.0059,0.038,0.8512,0.215,1,0,0,0,0.308,0.194,1
TND-004555,MPLADS-004555,1,Open e-Tender,2023-03-20,24,6,5,0,1.0,Open e-Tender,2071000.0,2071000.0,-0.0213,0.0046,0.9657,0.118,1,0,0,0,0.465,0.453,1
TND-004556,MPLADS-004556,1,Open e-Tender,2022-03-27,19,5,5,0,0.833,Open e-Tender,2128000.0,2128000.0,0.0081,0.037,0.8521,0.065,0,0,0,0,0.487,0.296,1
TND-004557,MPLADS-004557,1,Open e-Tender,2022-06-18,28,7,6,0,1.0,Open e-Tender,2240000.0,2240000.0,-0.0022,0.0066,0.9191,0.077,0,0,0,0,0.586,0.415,1
TND-004558,MPLADS-004558,1,Open e-Tender,2022-09-10,24,4,4,0,0.667,Open e-Tender,2647000.0,2647000.0,-0.0451,0.0407,0.8887,0.121,0,0,0,0,0.395,0.149,1
TND-004559,MPLADS-004559,1,Open e-Tender,2022-12-06,25,7,7,0,1.0,Open e-Tender,1742000.0,1742000.0,-0.0533,0.0212,0.9693,0.225,0,0,0,0,0.182,0.256,1
TND-004560,MPLADS-004560,1,Open e-Tender,2022-05-05,22,7,7,0,1.0,Open e-Tender,11089000.0,11089000.0,-0.0683,0.0051,0.8786,0.007,0,0,0,0,0.228,0.179,1
TND-004561,MPLADS-004561,1,Open e-Tender,2022-09-29,15,3,2,0,0.5,Open e-Tender,2130000.0,2130000.0,0.0133,0.0429,0.8786,0.023,0,0,0,0,0.102,0.072,1
TND-004562,MPLADS-004562,1,Open e-Tender,2022-09-14,24,3,2,0,0.5,Open e-Tender,2560000.0,2560000.0,-0.0674,0.0107,0.9744,0.038,0,0,0,0,0.289,0.343,1
TND-004563,MPLADS-004563,1,Open e-Tender,2022-07-20,17,7,6,0,1.0,Open e-Tender,933000.0,933000.0,-0.0011,0.0028,0.9807,0.131,0,0,0,0,0.61,0.144,1
TND-004564,MPLADS-004564,1,Open e-Tender,2023-04-27,29,3,2,0,0.5,Open e-Tender,9120000.0,9120000.0,0.0146,0.0353,0.9146,0.233,0,0,0,0,0.338,0.09,1
TND-004565,MPLADS-004565,1,Open e-Tender,2023-11-12,14,5,4,0,0.833,Open e-Tender,1272000.0,1272000.0,-0.0647,0.0048,0.9898,0.175,1,0,0,0,0.422,0.395,1
TND-004566,MPLADS-004566,1,Open e-Tender,2023-08-01,16,7,7,0,1.0,Open e-Tender,3133000.0,3133000.0,-0.0255,0.0339,0.9695,0.029,0,0,0,0,0.227,0.292,1
TND-004567,MPLADS-004567,1,Open e-Tender,2022-10-31,25,7,6,0,1.0,Open e-Tender,3018000.0,3018000.0,0.0148,0.0021,0.9713,0.094,0,0,0,0,0.658,0.236,1
TND-004568,MPLADS-004568,1,Open e-Tender,2023-03-22,27,4,3,0,0.667,Open e-Tender,10287000.0,10287000.0,-0.0415,0.0155,0.8519,0.002,0,0,0,1,0.103,0.378,1
TND-004569,MPLADS-004569,1,Open e-Tender,2023-09-18,17,7,7,0,1.0,Open e-Tender,423000.0,423000.0,0.0144,0.0242,0.9502,0.126,0,0,0,1,0.449,0.088,1
TND-004570,MPLADS-004570,1,Open e-Tender,2023-03-04,17,5,4,0,0.833,Open e-Tender,1217000.0,1217000.0,-0.0379,0.0454,0.9157,0.145,0,0,0,0,0.702,0.438,1
TND-004571,MPLADS-004571,1,Open e-Tender,2022-06-30,23,3,2,0,0.5,Open e-Tender,1013000.0,1013000.0,-0.0664,0.0381,0.9803,0.227,0,0,0,1,0.557,0.322,1
TND-004572,MPLADS-004572,1,Open e-Tender,2023-02-12,26,7,7,0,1.0,Open e-Tender,933000.0,933000.0,-0.0576,0.0367,0.9227,0.144,0,0,0,0,0.503,0.249,1
TND-004573,MPLADS-004573,1,Open e-Tender,2022-07-12,15,3,2,0,0.5,Open e-Tender,1479000.0,1479000.0,-0.0562,0.0019,0.9085,0.134,0,0,0,0,0.563,0.428,1
TND-004574,MPLADS-004574,1,Open e-Tender,2022-03-23,19,7,7,0,1.0,Open e-Tender,381000.0,381000.0,-0.0569,0.0314,0.9012,0.015,0,0,0,0,0.466,0.263,1
TND-004575,MPLADS-004575,1,Open e-Tender,2023-01-31,29,7,6,0,1.0,Open e-Tender,14673000.0,14673000.0,-0.0054,0.0188,0.9567,0.125,0,0,0,0,0.695,0.225,1
TND-004576,MPLADS-004576,1,Open e-Tender,2022-08-11,25,5,4,0,0.833,Open e-Tender,709000.0,709000.0,-0.0768,0.0172,0.9758,0.22,0,0,0,0,0.269,0.318,1
TND-004577,MPLADS-004577,1,Open e-Tender,2022-07-22,22,3,2,0,0.5,Open e-Tender,1236000.0,1236000.0,-0.0615,0.0119,0.8815,0.135,0,0,0,0,0.668,0.305,1
TND-004578,MPLADS-004578,1,Open e-Tender,2022-03-31,29,6,6,0,1.0,Open e-Tender,1641000.0,1641000.0,-0.0564,0.0043,0.9804,0.137,0,0,0,0,0.41,0.153,1
TND-004579,MPLADS-004579,1,Open e-Tender,2023-04-10,18,4,4,0,0.667,Open e-Tender,1706000.0,1706000.0,-0.0448,0.0404,0.9048,0.221,0,0,0,0,0.388,0.195,1
TND-004580,MPLADS-004580,1,Open e-Tender,2023-09-19,14,5,5,0,0.833,Open e-Tender,2437000.0,2437000.0,-0.0558,0.0048,0.927,0.116,0,0,0,0,0.655,0.265,1
TND-004581,MPLADS-004581,1,Open e-Tender,2023-10-08,21,6,6,0,1.0,Open e-Tender,63894000.0,63894000.0,-0.0222,0.0252,0.8717,0.248,0,0,0,0,0.729,0.239,1
TND-004582,MPLADS-004582,1,Open e-Tender,2022-12-10,16,6,6,0,1.0,Open e-Tender,1304000.0,1304000.0,-0.021,0.0492,0.8605,0.007,0,0,0,0,0.288,0.137,1
TND-004583,MPLADS-004583,1,Open e-Tender,2022-04-10,17,4,3,0,0.667,Open e-Tender,622000.0,622000.0,-0.073,0.0265,0.9503,0.007,0,0,0,0,0.245,0.411,1
TND-004584,MPLADS-004584,1,Open e-Tender,2022-04-29,19,4,3,0,0.667,Open e-Tender,1698000.0,1698000.0,-0.0477,0.0463,0.9132,0.209,0,0,0,0,0.464,0.46,1
TND-004585,MPLADS-004585,1,Open e-Tender,2022-12-11,15,3,2,0,0.5,Open e-Tender,552000.0,552000.0,-0.0178,0.0069,0.9196,0.132,0,0,0,1,0.623,0.252,1
TND-004586,MPLADS-004586,1,Open e-Tender,2022-10-02,14,4,3,0,0.667,Open e-Tender,9711000.0,9711000.0,-0.0733,0.0181,0.9415,0.003,0,0,0,0,0.466,0.436,1
TND-004587,MPLADS-004587,1,Open e-Tender,2022-04-30,21,6,5,0,1.0,Open e-Tender,1310000.0,1310000.0,-0.048,0.0359,0.8848,0.084,0,0,0,0,0.33,0.252,1
TND-004588,MPLADS-004588,1,Open e-Tender,2023-01-09,28,6,6,0,1.0,Open e-Tender,2268000.0,2268000.0,-0.0224,0.0258,0.9309,0.213,0,0,0,0,0.162,0.095,1
TND-004589,MPLADS-004589,1,Open e-Tender,2023-07-29,21,7,6,0,1.0,Open e-Tender,521000.0,521000.0,-0.0243,0.0474,0.8727,0.118,0,0,0,1,0.376,0.233,1
TND-004590,MPLADS-004590,1,Open e-Tender,2022-06-07,17,5,4,0,0.833,Open e-Tender,682000.0,682000.0,0.0194,0.0093,0.8654,0.046,0,0,0,0,0.519,0.064,1
TND-004591,MPLADS-004591,1,Open e-Tender,2022-09-08,24,3,3,0,0.5,Open e-Tender,8958000.0,8958000.0,-0.0737,0.031,0.9069,0.033,0,0,0,0,0.292,0.124,1
TND-004592,MPLADS-004592,1,Open e-Tender,2022-11-10,21,3,2,0,0.5,Open e-Tender,2488000.0,2488000.0,-0.0643,0.0453,0.9888,0.116,0,0,0,0,0.417,0.288,1
TND-004593,MPLADS-004593,1,Open e-Tender,2022-09-24,28,7,7,0,1.0,Open e-Tender,544000.0,544000.0,-0.0355,0.0044,0.9807,0.114,0,0,0,0,0.468,0.101,1
TND-004594,MPLADS-004594,1,Open e-Tender,2022-03-15,24,7,6,0,1.0,Open e-Tender,853000.0,853000.0,0.0179,0.0279,0.95,0.104,0,0,0,0,0.295,0.06,1
TND-004595,MPLADS-004595,1,Open e-Tender,2023-01-27,24,7,6,0,1.0,Open e-Tender,1446000.0,1446000.0,-0.0499,0.0267,0.9052,0.169,0,0,0,0,0.631,0.485,1
TND-004596,MPLADS-004596,1,Open e-Tender,2023-08-24,22,3,2,0,0.5,Open e-Tender,3621000.0,3621000.0,-0.0316,0.0041,0.8604,0.123,0,0,0,0,0.731,0.317,1
TND-004597,MPLADS-004597,1,Open e-Tender,2023-05-11,21,7,7,0,1.0,Open e-Tender,1898000.0,1898000.0,-0.037,0.0315,0.9892,0.077,0,0,0,0,0.441,0.313,1
